s,D0_U5.87_F_2mA,D0_U9.A8_F_2mA,D0_U1.AA17_F_2mA,D0_U8.G3_F_2mA
2.22E-08,2.67838788,2.649742842,2.595903158,2.628196716
2.22E-08,2.679069519,2.64934063,2.597894907,2.628167868
2.23E-08,2.682023048,2.648638487,2.606524944,2.628042459
2.23E-08,2.681167603,2.648503542,2.608374596,2.628026247
2.24E-08,2.676547766,2.64894104,2.618362904,2.627938271
2.24E-08,2.674924374,2.64900589,2.619849682,2.627966642
2.25E-08,2.663561821,2.650090456,2.630257368,2.628164768
2.25E-08,2.66200304,2.650206566,2.631311893,2.628238201
2.26E-08,2.646935701,2.650928736,2.641505241,2.62894845
2.26E-08,2.645966053,2.650978565,2.642126083,2.629024029
2.27E-08,2.631420612,2.64947176,2.651440859,2.630157232
2.27E-08,2.631088734,2.649421453,2.651684761,2.630197763
2.28E-08,2.620801687,2.64370203,2.659243107,2.631454706
2.29E-08,2.616485357,2.633853912,2.664065361,2.632585287
2.30E-08,2.616346121,2.633486032,2.664221048,2.632621765
2.31E-08,2.616492748,2.622452021,2.665920973,2.633506536
2.31E-08,2.616502523,2.621847153,2.666034222,2.633565426
2.32E-08,2.617940426,2.613074303,2.66471839,2.634094954
2.32E-08,2.618089199,2.612600803,2.664582253,2.63414979
2.33E-08,2.618168592,2.608182192,2.660494089,2.634225607
2.33E-08,2.618180037,2.608210802,2.659910202,2.634236336
2.34E-08,2.615974903,2.608403206,2.653591394,2.63395381
2.34E-08,2.615566492,2.609145403,2.652421236,2.633901596
2.35E-08,2.612041235,2.613004446,2.644849777,2.633528233
2.35E-08,2.611227512,2.614407778,2.643102407,2.633442163
2.36E-08,2.608547211,2.620254517,2.635447741,2.633167267
2.36E-08,2.607796669,2.621902466,2.633304358,2.633090258
2.37E-08,2.608150721,2.627552986,2.626516819,2.632897139
2.37E-08,2.608268738,2.628769636,2.624254227,2.632832766
2.38E-08,2.612662792,2.632267475,2.618901014,2.632623196
2.38E-08,2.614382267,2.632562399,2.616806269,2.63254118
2.39E-08,2.622006655,2.633283138,2.613157749,2.632277966
2.39E-08,2.625472069,2.632782459,2.61149931,2.632158279
2.40E-08,2.634039402,2.631730795,2.609601498,2.631847143
2.40E-08,2.638527155,2.631123543,2.608607292,2.631684065
2.41E-08,2.645387411,2.630019665,2.608260632,2.631309271
2.41E-08,2.649503469,2.630070686,2.608052492,2.631084442
2.42E-08,2.652836561,2.630151749,2.608878374,2.630652666
2.42E-08,2.655117273,2.631272554,2.609443426,2.630357265
2.43E-08,2.65459466,2.632824421,2.611078024,2.629965305
2.43E-08,2.654188156,2.634941578,2.612349272,2.629660368
2.44E-08,2.650905371,2.637512684,2.614561558,2.629444122
2.44E-08,2.648008823,2.640049458,2.616513491,2.629253149
2.45E-08,2.643856287,2.64275527,2.619134188,2.629266262
2.45E-08,2.639703751,2.644647598,2.621754885,2.629279375
2.46E-08,2.636481047,2.646421432,2.624558687,2.629461765
2.46E-08,2.632828712,2.646458626,2.627736092,2.629668236
2.47E-08,2.631484509,2.646489143,2.630437136,2.629921436
2.47E-08,2.629755974,2.644037724,2.633910179,2.630247116
2.48E-08,2.630109787,2.642267466,2.636243343,2.630499125
2.48E-08,2.630626917,2.637851715,2.639653683,2.63086772
2.49E-08,2.631689787,2.635062695,2.64141798,2.631069183
2.50E-08,2.633460999,2.630184412,2.644358158,2.631404877
2.50E-08,2.634111881,2.627501249,2.645422697,2.631518841
2.51E-08,2.635354757,2.623847008,2.647454977,2.631736755
2.51E-08,2.63494873,2.622106791,2.647790432,2.631763697
2.52E-08,2.634055138,2.620804548,2.648528099,2.631823063
2.52E-08,2.63266325,2.620271921,2.648246288,2.63180995
2.53E-08,2.629106283,2.621569872,2.647525787,2.63177681
2.53E-08,2.627354145,2.622021198,2.64685297,2.63177824
2.54E-08,2.622097969,2.625231504,2.644834518,2.631782532
2.54E-08,2.620756865,2.626168013,2.64401722,2.631815434
2.55E-08,2.615967035,2.629785538,2.641098022,2.631933212
2.55E-08,2.615529299,2.630653858,2.640321016,2.63197875
2.56E-08,2.613632441,2.632893324,2.636953831,2.632176638
2.56E-08,2.614089727,2.633323908,2.636320829,2.632211208
2.57E-08,2.61655879,2.633073807,2.632901907,2.63239789
2.57E-08,2.617485046,2.633036852,2.632451057,2.632410526
2.58E-08,2.623968124,2.630601883,2.629294634,2.63249898
2.58E-08,2.624829054,2.630341053,2.629015923,2.632490158
2.59E-08,2.6331532,2.627300501,2.626321554,2.632404566
2.59E-08,2.633626461,2.627090693,2.626176834,2.632383823
2.60E-08,2.640725136,2.625384092,2.624007463,2.632072449
2.60E-08,2.640831709,2.62532711,2.623954535,2.632056236
2.61E-08,2.644132137,2.62628293,2.622313499,2.631555557
2.62E-08,2.642768145,2.629973888,2.621324062,2.631039619
2.62E-08,2.642724037,2.630143881,2.621292114,2.63102293
2.63E-08,2.63823247,2.635245323,2.621134996,2.630690336
2.63E-08,2.637933016,2.635560274,2.621124506,2.630668163
2.64E-08,2.633036613,2.640126467,2.621907949,2.630592346
2.64E-08,2.632530212,2.64036274,2.621989012,2.630584478
2.65E-08,2.629687548,2.642568588,2.623662472,2.630713701
2.65E-08,2.629281521,2.642422438,2.623901606,2.630732059
2.66E-08,2.629561901,2.6414361,2.626235962,2.630959749
2.66E-08,2.629613876,2.640746355,2.626668215,2.631001949
2.67E-08,2.632331848,2.637159824,2.629310369,2.631223202
2.67E-08,2.632959127,2.636069298,2.629920006,2.631274223
2.68E-08,2.636204481,2.63152504,2.632457495,2.6314044
2.68E-08,2.637113333,2.630445242,2.633167982,2.631440878
2.69E-08,2.638830423,2.626743555,2.63520956,2.631439447
2.70E-08,2.639402866,2.626155138,2.635890007,2.631438971
2.70E-08,2.638422489,2.62446332,2.637180567,2.631340265
2.71E-08,2.638038874,2.624676704,2.637685537,2.631301641
2.71E-08,2.634581566,2.625198126,2.638190985,2.631201267
2.72E-08,2.633010149,2.626175165,2.638420582,2.631155491
2.72E-08,2.628493309,2.628226995,2.638302088,2.631142139
2.73E-08,2.626127243,2.629526854,2.638239861,2.631135225
2.73E-08,2.622430563,2.631890535,2.637738705,2.631231785
2.74E-08,2.620212317,2.632815599,2.637438059,2.631289721
2.74E-08,2.618774652,2.634279966,2.636765242,2.631453991
2.75E-08,2.617790937,2.634226322,2.636305094,2.631566286
2.75E-08,2.618976116,2.634152174,2.635594368,2.631730556
2.76E-08,2.619897842,2.632990122,2.635041714,2.631858349
2.76E-08,2.622920513,2.631578922,2.634348869,2.631960869
2.77E-08,2.625587463,2.629798889,2.633737564,2.632051468
2.77E-08,2.628991842,2.627900362,2.633058071,2.632054329
2.78E-08,2.632396221,2.626400709,2.632378817,2.632056952
2.78E-08,2.634795189,2.624994755,2.63168931,2.631959915
2.79E-08,2.637513876,2.624655962,2.630908012,2.631849766
2.79E-08,2.63819313,2.624377012,2.630218983,2.631697178
2.80E-08,2.639066696,2.625648022,2.629333019,2.631501198
2.80E-08,2.638197184,2.626565933,2.6287148,2.631361723
2.81E-08,2.636926174,2.629218817,2.627811193,2.631157637
2.82E-08,2.635336161,2.630894184,2.627366066,2.631082535
2.82E-08,2.632686138,2.634024858,2.626623869,2.630957127
2.83E-08,2.631366014,2.635746717,2.626428127,2.63095665
2.83E-08,2.628845692,2.638087273,2.626054764,2.630955458
2.84E-08,2.628447533,2.63920188,2.626120329,2.631005287
2.84E-08,2.627571583,2.63968873,2.626264334,2.63111496
2.85E-08,2.628151655,2.639888048,2.626535654,2.631178141
2.85E-08,2.62963438,2.638224125,2.627229214,2.631340027
2.86E-08,2.630736828,2.637645245,2.627607822,2.631385088
2.86E-08,2.63404417,2.634501219,2.62874341,2.631520271
2.87E-08,2.635031939,2.633584261,2.629120588,2.631531
2.87E-08,2.638560295,2.630303621,2.630467176,2.631569386
2.88E-08,2.638980627,2.629516125,2.63076067,2.631550074
2.88E-08,2.640801668,2.627497196,2.632032633,2.63146615
2.89E-08,2.640583754,2.627109051,2.632211208,2.631436348
2.90E-08,2.639406681,2.627188206,2.633176088,2.631275654
2.90E-08,2.638817787,2.627199888,2.633257389,2.631255865
2.91E-08,2.634694099,2.629274845,2.633826256,2.631117821
2.91E-08,2.634116173,2.629497051,2.633850574,2.631115913
2.92E-08,2.628530979,2.632516623,2.634085894,2.631096601
2.92E-08,2.628214836,2.632724762,2.634088755,2.631105661
2.93E-08,2.623473406,2.635106564,2.634132385,2.631240368
2.93E-08,2.62341404,2.635185957,2.63413167,2.631248474
2.94E-08,2.621576786,2.635552168,2.634109497,2.631497383
2.95E-08,2.623387575,2.633507013,2.63406539,2.631757021
2.95E-08,2.623445988,2.633390903,2.634063959,2.631765366
2.96E-08,2.627701283,2.629909277,2.633940935,2.631923914
2.96E-08,2.627985001,2.629680157,2.633932829,2.631934404
2.97E-08,2.632488966,2.62635684,2.633614779,2.631930113
2.97E-08,2.632954836,2.62617135,2.633581877,2.631929636
2.98E-08,2.635670662,2.624440432,2.632978201,2.631770849
2.98E-08,2.636058569,2.624518871,2.632891893,2.631748199
2.99E-08,2.63602066,2.625048161,2.632017851,2.63151288
2.99E-08,2.636013746,2.625524282,2.631855965,2.63146925
3.00E-08,2.633664608,2.627999783,2.630856276,2.63126421
3.00E-08,2.633122444,2.628796816,2.630625486,2.631216764
3.01E-08,2.629964828,2.632117748,2.629719973,2.631119728
3.01E-08,2.629080772,2.632931232,2.629466295,2.631092548
3.02E-08,2.626865625,2.635720253,2.628855467,2.631120682
3.02E-08,2.626127481,2.636143684,2.628651857,2.63112998
3.03E-08,2.625994205,2.637360811,2.628442526,2.631240129
3.03E-08,2.625941992,2.637107611,2.628360748,2.631283283
3.04E-08,2.62792182,2.636488438,2.628535032,2.631407738
3.04E-08,2.628821611,2.635581732,2.628614187,2.631464243
3.05E-08,2.631917477,2.633677721,2.629047632,2.631536007
3.05E-08,2.633538961,2.632488966,2.629274845,2.631573439
3.06E-08,2.636288404,2.630327463,2.62979126,2.631557941
3.06E-08,2.637938023,2.629424572,2.630101204,2.631548643
3.07E-08,2.639144182,2.627995253,2.630545378,2.631458282
3.07E-08,2.639969587,2.627874374,2.630849123,2.631396294
3.08E-08,2.639234543,2.627707243,2.631144285,2.631282091
3.08E-08,2.638662815,2.628531933,2.631373882,2.631193399
3.09E-08,2.636492252,2.629533529,2.631534815,2.631115913
3.10E-08,2.634577274,2.631002903,2.631676912,2.631047726
3.10E-08,2.632055044,2.632570267,2.631774902,2.631043673
3.11E-08,2.629532814,2.634003878,2.631872892,2.631039619
3.11E-08,2.627759218,2.635347605,2.631981373,2.63110733
3.12E-08,2.625749111,2.635978937,2.632104397,2.631183863
3.12E-08,2.62533474,2.636498928,2.632257223,2.631289244
3.13E-08,2.624802113,2.63586092,2.632453918,2.631424904
3.13E-08,2.625654697,2.635400295,2.632632971,2.631522655
3.14E-08,2.626900911,2.633599758,2.632894754,2.631665707
3.14E-08,2.628373146,2.632462502,2.633044481,2.631719112
3.15E-08,2.630827188,2.630183458,2.633293867,2.631808281
3.15E-08,2.632107735,2.628930092,2.633353949,2.631804228
3.16E-08,2.634552479,2.62715435,2.633468866,2.631796598
3.16E-08,2.635075092,2.62630868,2.6334095,2.631749392
3.17E-08,2.636224747,2.625874519,2.633278608,2.631645203
3.17E-08,2.635893822,2.625696898,2.633117199,2.631585598
3.18E-08,2.635048151,2.626900196,2.632704973,2.63143301
3.18E-08,2.634196997,2.627318621,2.632497072,2.631390333
3.19E-08,2.631644011,2.629730463,2.631873608,2.631262779
3.19E-08,2.630788326,2.630434036,2.631684303,2.631251335
3.20E-08,2.627732038,2.633040905,2.631008148,2.631210089
3.20E-08,2.62727356,2.633666754,2.630882263,2.631224871
3.21E-08,2.625286818,2.635305166,2.630337,2.631288528
3.21E-08,2.625332832,2.635620117,2.630285263,2.631313324
3.22E-08,2.625581741,2.635520697,2.630006075,2.631447554
3.22E-08,2.625956059,2.635505915,2.630008698,2.631466627
3.23E-08,2.628576756,2.633685112,2.630027533,2.631600142
3.23E-08,2.62898612,2.633489847,2.630051851,2.631605864
3.24E-08,2.632942915,2.630776167,2.630286694,2.63166213
3.24E-08,2.633177757,2.630589008,2.630306482,2.631657839
3.25E-08,2.636702538,2.628264666,2.630602837,2.631592751
3.25E-08,2.636748314,2.62818718,2.630609512,2.631587267
3.26E-08,2.638168573,2.627405405,2.630816936,2.631416321
3.27E-08,2.636779785,2.628613234,2.630867958,2.63121891
3.27E-08,2.636734962,2.628698826,2.630869627,2.631212473
3.28E-08,2.633369207,2.631270409,2.630821705,2.631084681
3.28E-08,2.633144855,2.631457567,2.630818605,2.631076097
3.29E-08,2.629499435,2.63417244,2.630801201,2.631070375
3.30E-08,2.629122257,2.634348869,2.630799294,2.631069899
3.30E-08,2.626863956,2.635995626,2.630925894,2.631180525
3.31E-08,2.626541376,2.635983229,2.630944014,2.63119626
3.31E-08,2.626539469,2.635899305,2.631252527,2.631366968
3.32E-08,2.626538992,2.635578632,2.631309748,2.631398678
3.33E-08,2.628531933,2.633910894,2.631740093,2.631551981
3.33E-08,2.628991842,2.633327484,2.631839275,2.631587505
3.34E-08,2.631814718,2.63089633,2.632261753,2.631661177
3.34E-08,2.632605076,2.630279779,2.632380009,2.631681681
3.35E-08,2.634816647,2.628165483,2.63265419,2.631654263
3.35E-08,2.635553837,2.627834558,2.632745743,2.631644964
3.36E-08,2.636138678,2.62688303,2.632787466,2.631544113
3.36E-08,2.636367559,2.627079487,2.632803679,2.631504774
3.37E-08,2.635173082,2.627559423,2.632619858,2.631388903
3.37E-08,2.634629965,2.628293514,2.632536173,2.631336212
3.38E-08,2.632357121,2.629835367,2.632216215,2.631263733
3.38E-08,2.631166458,2.630835295,2.632048607,2.631225824
3.39E-08,2.628960133,2.632653475,2.631719351,2.631226778
3.39E-08,2.627636433,2.63346076,2.63152194,2.631227493
3.40E-08,2.626505613,2.634739161,2.631290436,2.631293774
3.40E-08,2.625731945,2.634922028,2.631131887,2.631339312
3.41E-08,2.626089811,2.635175228,2.631043673,2.63143301
3.41E-08,2.626368284,2.634559393,2.630975008,2.631505728
3.42E-08,2.627902031,2.633811474,2.631006479,2.631579161
3.42E-08,2.629255295,2.632603407,2.631034374,2.631644011
3.43E-08,2.631150484,2.631314754,2.631115198,2.631664276
3.43E-08,2.633045912,2.630044222,2.63119626,2.63168478
3.44E-08,2.634424686,2.628853083,2.63125062,2.631646872
3.44E-08,2.635987282,2.628144264,2.63131237,2.631603956
3.45E-08,2.636322021,2.627560616,2.631297112,2.631530523
3.45E-08,2.636752605,2.627835274,2.631277323,2.631436348
3.46E-08,2.636065006,2.628033638,2.631198168,2.631364107
3.46E-08,2.635060072,2.629280329,2.631082535,2.631258249
3.47E-08,2.633832932,2.630067825,2.630983829,2.631217718
3.47E-08,2.631787777,2.631801844,2.630819559,2.631150007
3.48E-08,2.630670309,2.632755518,2.630755424,2.631152868
3.48E-08,2.628537178,2.634206057,2.630632639,2.63115859
3.49E-08,2.628013134,2.634896755,2.630636692,2.631195068
3.50E-08,2.626860142,2.635354519,2.630645752,2.631275654
3.50E-08,2.627046108,2.635541677,2.630717516,2.631322861
3.51E-08,2.627521753,2.634708643,2.630901098,2.631443501
3.51E-08,2.628178596,2.634418726,2.631009102,2.63147831
3.52E-08,2.630148649,2.632579088,2.631332874,2.631582737
3.52E-08,2.630866051,2.632042646,2.631433725,2.631592989
3.53E-08,2.633428335,2.629972696,2.631794214,2.631629229
3.53E-08,2.633863688,2.62947607,2.631855488,2.631617069
3.54E-08,2.635750294,2.62810874,2.632121086,2.631564379
3.54E-08,2.635786295,2.627845764,2.632134438,2.631542444
3.55E-08,2.635980844,2.62784338,2.632207155,2.631424189
3.55E-08,2.635733128,2.627843142,2.632187366,2.631406069
3.56E-08,2.633999348,2.629269838,2.632048845,2.631279945
3.56E-08,2.63369441,2.629422665,2.632020235,2.631272793
3.57E-08,2.630745411,2.631679773,2.63174367,2.63120389
3.57E-08,2.630558729,2.631835461,2.631724834,2.631205797
3.58E-08,2.627759933,2.633904457,2.631441116,2.631233692
3.58E-08,2.627718925,2.63397336,2.631435871,2.631237507
3.59E-08,2.626446009,2.634872675,2.631271601,2.631355524
3.60E-08,2.62737298,2.634143829,2.63128829,2.63150692
3.60E-08,2.627402782,2.634079218,2.631288767,2.631511688
3.61E-08,2.62997961,2.632140875,2.631436825,2.631620884
3.61E-08,2.630151272,2.631989002,2.6314466,2.631628036
3.62E-08,2.633075237,2.629785538,2.631611109,2.63164711
3.62E-08,2.63337779,2.629627228,2.631628036,2.631649017
3.63E-08,2.635293245,2.628149509,2.631695271,2.631574869
3.63E-08,2.63556695,2.628126621,2.631704807,2.631564379
3.64E-08,2.635697842,2.627972364,2.631619453,2.631437778
3.64E-08,2.63572216,2.628191471,2.631603718,2.631414413
3.65E-08,2.634184122,2.629330158,2.631392717,2.631296396
3.65E-08,2.633829355,2.629772186,2.63134408,2.631269217
3.66E-08,2.631499052,2.631613731,2.63109827,2.631211758
3.66E-08,2.630846739,2.632107735,2.631029367,2.631195784
3.67E-08,2.628885508,2.633802176,2.630856037,2.631217957
3.67E-08,2.628231764,2.634093046,2.63079834,2.631225348
3.68E-08,2.627519131,2.63492918,2.630769968,2.631308556
3.69E-08,2.627240181,2.634808302,2.630758762,2.631340981
3.69E-08,2.627988577,2.634512424,2.630880833,2.631440163
3.70E-08,2.6283288,2.633948326,2.630936384,2.631485224
3.70E-08,2.630049229,2.632763386,2.631150246,2.631552935
3.71E-08,2.630950451,2.631954432,2.631262302,2.631588459
3.71E-08,2.632749081,2.630483389,2.631475687,2.631597042
3.72E-08,2.633828402,2.629791021,2.631603718,2.631602049
3.72E-08,2.634866238,2.628694534,2.631735563,2.631554127
3.73E-08,2.635576248,2.628479481,2.631825924,2.631521225
3.73E-08,2.635454178,2.628181458,2.631841183,2.631445646
3.74E-08,2.635359287,2.628615379,2.631852865,2.631386995
3.74E-08,2.634258747,2.629142046,2.631772041,2.631322384
3.75E-08,2.63328743,2.630096912,2.631700754,2.631265163
3.75E-08,2.631818771,2.631115198,2.631582975,2.631240129
3.76E-08,2.630350113,2.632186651,2.631465435,2.631215096
3.76E-08,2.629218578,2.633191109,2.631376266,2.631236553
3.77E-08,2.627936363,2.633868933,2.631275177,2.63126111
3.77E-08,2.627601147,2.634427071,2.631253719,2.631313801
3.78E-08,2.627170324,2.634336233,2.631226301,2.631381273
3.78E-08,2.627662182,2.63427043,2.631272316,2.631437063
3.79E-08,2.628381014,2.633372784,2.631339788,2.631518364
3.79E-08,2.629347324,2.632805824,2.63141942,2.631551981
3.80E-08,2.630957842,2.631448984,2.631551981,2.631608009
3.80E-08,2.63188529,2.630702734,2.631619215,2.631608009
3.81E-08,2.633656263,2.629489183,2.631747246,2.631608248
3.81E-08,2.63413763,2.628911257,2.631768465,2.63158083
3.82E-08,2.635196686,2.628429651,2.631815195,2.631520271
3.82E-08,2.635105848,2.628232479,2.631784439,2.631482601
3.83E-08,2.634873867,2.628772736,2.631705761,2.631386757
3.84E-08,2.634375572,2.628960609,2.631642818,2.63135767
3.84E-08,2.632880926,2.630353212,2.631453991,2.631270885
3.85E-08,2.632295847,2.630759478,2.631390572,2.63126111
3.85E-08,2.630206108,2.632419109,2.631163836,2.63122654
3.86E-08,2.629820108,2.632817507,2.63112545,2.631235123
3.86E-08,2.628147125,2.63399291,2.630959511,2.631272554
3.87E-08,2.6280756,2.634218931,2.630954504,2.631290197
3.87E-08,2.627689123,2.634336948,2.630927086,2.63138485
3.88E-08,2.627857924,2.634354353,2.630945683,2.631400347
3.89E-08,2.629039049,2.63330102,2.631075382,2.631508112
3.89E-08,2.629273176,2.633188248,2.631099463,2.631515026
3.90E-08,2.631537914,2.631391287,2.631332159,2.631582499
3.90E-08,2.631690741,2.631267309,2.631347656,2.631582022
3.91E-08,2.633984566,2.629522562,2.631579399,2.631572962
3.91E-08,2.634022951,2.629464388,2.631583452,2.631570339
3.92E-08,2.635215998,2.6285851,2.631709814,2.631485224
3.93E-08,2.634677649,2.62900877,2.631676435,2.631365776
3.93E-08,2.634660244,2.629057646,2.631675243,2.631361961
3.94E-08,2.6327281,2.630524158,2.631519318,2.631269217
3.94E-08,2.632599354,2.630647182,2.631508827,2.631263018
3.95E-08,2.630266428,2.632432938,2.631324291,2.631238461
3.95E-08,2.630025148,2.632571936,2.631305218,2.631235838
3.96E-08,2.628391981,2.633869171,2.631190777,2.631285429
3.96E-08,2.628158569,2.633910656,2.631174326,2.631292582
3.97E-08,2.627911806,2.634189844,2.631185293,2.631388664
3.97E-08,2.62786603,2.63403964,2.631187201,2.631406546
3.98E-08,2.628993511,2.633259058,2.631313324,2.631501198
3.98E-08,2.629253626,2.632919788,2.631342411,2.631523132
3.99E-08,2.631109476,2.631505728,2.631517649,2.631573677
3.99E-08,2.63162899,2.6311028,2.631566763,2.631587744
4.00E-08,2.63328886,2.62972188,2.631705284,2.631575346
4.00E-08,2.63384223,2.629459143,2.631751537,2.631571054
4.01E-08,2.634559393,2.628703356,2.631790161,2.631507397
4.01E-08,2.634840012,2.628759146,2.631805182,2.631482363
4.02E-08,2.634375811,2.62889576,2.631730795,2.631401777
4.02E-08,2.63416481,2.629314661,2.631696939,2.631365061
4.03E-08,2.632852316,2.630194187,2.631548882,2.631306171
4.03E-08,2.632164717,2.630836964,2.631471157,2.631275177
4.04E-08,2.630696058,2.632005692,2.631318808,2.631262541
4.04E-08,2.629814863,2.632590055,2.631227493,2.631254911
4.05E-08,2.628882647,2.63351512,2.631135225,2.631289005
4.05E-08,2.628244638,2.633741379,2.631072044,2.63131237
4.06E-08,2.628218174,2.634054899,2.631070137,2.631371975
4.06E-08,2.628197432,2.633759975,2.631068468,2.631418467
4.07E-08,2.62898612,2.633402109,2.63114357,2.631473303
4.07E-08,2.629681826,2.632660627,2.63120985,2.631521463
4.08E-08,2.630829334,2.631869793,2.631315947,2.631546736
4.09E-08,2.631976843,2.630987644,2.631421804,2.63157177
4.09E-08,2.632918119,2.63016057,2.631505966,2.63155961
4.10E-08,2.633985043,2.62954855,2.631601095,2.631545782
4.10E-08,2.634324074,2.629044533,2.631628513,2.631506681
4.11E-08,2.634759903,2.629028082,2.631663561,2.631456375
4.11E-08,2.634431839,2.629016399,2.631631136,2.631411791
4.12E-08,2.633952379,2.629663944,2.631583929,2.631346703
4.12E-08,2.633208752,2.630072832,2.631517887,2.631317616
4.13E-08,2.63196969,2.631140947,2.631407738,2.631269217
4.13E-08,2.631213427,2.631728411,2.63134551,2.631266117
4.14E-08,2.629769325,2.632747173,2.63122654,2.631260395
4.14E-08,2.629340649,2.633232355,2.631197453,2.631280184
4.15E-08,2.628397703,2.633713961,2.631133556,2.631323576
4.15E-08,2.628423929,2.633910894,2.631146193,2.631352901
4.16E-08,2.628490686,2.633582115,2.631178379,2.631428003
4.16E-08,2.628862381,2.633467674,2.631219864,2.631452084
4.17E-08,2.629977703,2.632420778,2.631344318,2.631523848
4.17E-08,2.630447626,2.632115602,2.631390572,2.631533146
4.18E-08,2.632126093,2.630787611,2.631555319,2.631566048
4.18E-08,2.632458687,2.630468845,2.631585121,2.631560326
4.19E-08,2.633899689,2.62945962,2.631713629,2.631535769
4.19E-08,2.633986712,2.629265547,2.631718636,2.631522179
4.20E-08,2.634456396,2.629065752,2.631746054,2.631448984
4.20E-08,2.63434267,2.629036188,2.631732464,2.631436348
4.21E-08,2.633546114,2.629786491,2.63163805,2.631347656
4.21E-08,2.633365631,2.629866838,2.631619692,2.631341457
4.22E-08,2.631621361,2.631273508,2.631441116,2.631280899
4.22E-08,2.631495714,2.631370544,2.631428957,2.631280899
4.23E-08,2.629612207,2.632816315,2.631246567,2.631279707
4.23E-08,2.629576683,2.632864475,2.631243229,2.631281614
4.24E-08,2.628476858,2.633681297,2.631142139,2.631343842
4.25E-08,2.628736734,2.633464813,2.631170511,2.631438494
4.25E-08,2.628745079,2.633428097,2.631171465,2.631441593
4.26E-08,2.630177259,2.632329702,2.631304979,2.63152051
4.26E-08,2.630272627,2.632230759,2.631313801,2.631525755
4.27E-08,2.632126331,2.630797625,2.631478548,2.63155365
4.27E-08,2.632318258,2.630677938,2.631495476,2.631556511
4.28E-08,2.633707285,2.629561901,2.631609917,2.631523848
4.29E-08,2.633905649,2.629512072,2.631626129,2.631519318
4.29E-08,2.634229422,2.629175186,2.631639719,2.631446362
4.30E-08,2.634289265,2.62927556,2.631642342,2.631432772
4.30E-08,2.633491278,2.629798174,2.631556988,2.631356001
4.31E-08,2.63330698,2.630058289,2.631537199,2.631338358
4.31E-08,2.631854296,2.631141663,2.631400585,2.631293774
4.32E-08,2.631447554,2.631469727,2.631362438,2.631281137
4.32E-08,2.630068064,2.632594347,2.631243944,2.631285667
4.33E-08,2.629608154,2.632829428,2.631204367,2.631287336
4.33E-08,2.628929615,2.633504868,2.631158113,2.631334543
4.34E-08,2.628664017,2.633495331,2.631139994,2.63135314
4.35E-08,2.628929377,2.633472204,2.631182671,2.631417274
4.35E-08,2.629050016,2.633166313,2.631201982,2.6314466
4.36E-08,2.630042076,2.632523775,2.631307364,2.631496429
4.36E-08,2.630561829,2.632017136,2.631362438,2.631522655
4.37E-08,2.631749392,2.631095648,2.631477833,2.631537199
4.37E-08,2.632462025,2.63060689,2.631546974,2.631545782
4.38E-08,2.633279324,2.629832983,2.631620407,2.631522179
4.38E-08,2.633838654,2.629607916,2.631670475,2.631505966
4.39E-08,2.633953094,2.629296303,2.63167429,2.631459236
4.39E-08,2.634042025,2.629485369,2.631677389,2.631422997
4.40E-08,2.633482933,2.629714966,2.631618977,2.631377459
4.40E-08,2.632989645,2.63028121,2.631567478,2.631337166
4.41E-08,2.632094145,2.630885363,2.631481409,2.631313562
4.41E-08,2.631198645,2.631602049,2.63139534,2.631289959
4.42E-08,2.630416393,2.632273674,2.631324291,2.631295919
4.42E-08,2.629529715,2.632811785,2.631243706,2.631302834
4.43E-08,2.629199266,2.633254766,2.631217003,2.631331921
4.43E-08,2.628774643,2.633335114,2.631182909,2.631369352
4.44E-08,2.628979683,2.633393288,2.631205559,2.631404877
4.44E-08,2.629279375,2.632932425,2.631238699,2.631456852
4.45E-08,2.629844427,2.632641315,2.631292105,2.631481886
4.45E-08,2.630786419,2.631805658,2.631381035,2.631523609
4.46E-08,2.631398201,2.631346226,2.631435156,2.631528616
4.46E-08,2.632565975,2.63049984,2.631538391,2.631537914
4.47E-08,2.632941961,2.630096912,2.631567955,2.631524086
4.47E-08,2.633769274,2.629639387,2.631633282,2.631493807
4.48E-08,2.633787394,2.629452229,2.631629467,2.631470919
4.49E-08,2.633834124,2.629632473,2.631619692,2.631412745
4.49E-08,2.633562565,2.629695177,2.631590605,2.631392956
4.50E-08,2.63274765,2.630476236,2.63150382,2.631333828
4.50E-08,2.63237524,2.630703926,2.631468296,2.631325245
4.51E-08,2.631045341,2.631763935,2.631341219,2.631294489
4.51E-08,2.630764246,2.632018328,2.631316423,2.631297827
4.52E-08,2.629546165,2.632880449,2.631209612,2.631312609
4.52E-08,2.629454851,2.63304615,2.631203651,2.631322861
4.53E-08,2.628961802,2.633295059,2.631171465,2.631378651
4.53E-08,2.629036188,2.633332014,2.631180525,2.631388903
4.54E-08,2.629556894,2.632813931,2.631244421,2.631460428
4.54E-08,2.629695177,2.632758379,2.631258249,2.631465912
4.55E-08,2.63103199,2.631669521,2.631393194,2.631518841
4.55E-08,2.63113451,2.631594419,2.631402969,2.631519318
4.56E-08,2.632671833,2.630408764,2.631547689,2.631526709
4.56E-08,2.632703781,2.630369186,2.63155055,2.631525278
4.57E-08,2.633693695,2.629631042,2.631636143,2.631480694
4.58E-08,2.633621216,2.629702806,2.631619215,2.631406069
4.58E-08,2.633618832,2.629729748,2.631618738,2.631403685
