s,D0_U5.87_S_4mA,D0_U9.A8_S_4mA,D0_U1.AA17_S_4mA,D0_U8.G3_S_4mA
2.23E-08,2.661529541,2.661341667,2.655478954,2.660195112
2.23E-08,2.661307573,2.662211657,2.65549612,2.660182953
2.24E-08,2.660108328,2.666481733,2.655588627,2.660116911
2.24E-08,2.660149097,2.667114496,2.655679941,2.660134554
2.25E-08,2.660433769,2.669780493,2.656318188,2.660257578
2.25E-08,2.66070199,2.670066118,2.656436205,2.66028142
2.26E-08,2.663294315,2.670306444,2.657577991,2.660511732
2.26E-08,2.663590431,2.670322895,2.657677412,2.660528898
2.27E-08,2.668031216,2.668387651,2.659169912,2.660787821
2.27E-08,2.668181181,2.66832304,2.659222364,2.660794973
2.28E-08,2.67282939,2.665468931,2.660850763,2.661020517
2.29E-08,2.675523281,2.663302422,2.662313461,2.661157608
2.30E-08,2.675610065,2.663284302,2.662360668,2.661162138
2.31E-08,2.675076485,2.662739038,2.663418293,2.661210537
2.31E-08,2.67504096,2.662807465,2.663488865,2.661213875
2.32E-08,2.671522856,2.663800716,2.664109945,2.661249399
2.32E-08,2.671158791,2.663989067,2.664174318,2.661252975
2.33E-08,2.666074753,2.665747166,2.664480925,2.661365271
2.33E-08,2.66534853,2.665958166,2.664524794,2.661381245
2.34E-08,2.660609961,2.667382002,2.664683104,2.661596298
2.34E-08,2.65973258,2.667400837,2.664712429,2.661636114
2.35E-08,2.656887293,2.667498589,2.664819241,2.661900997
2.35E-08,2.656230688,2.667106867,2.664843798,2.661962271
2.36E-08,2.655819893,2.665474653,2.66490221,2.662196875
2.36E-08,2.655704975,2.66462326,2.664918661,2.66226244
2.37E-08,2.65712738,2.66170454,2.664880514,2.662406206
2.37E-08,2.657601595,2.660612345,2.66486764,2.662454128
2.38E-08,2.659534454,2.657472134,2.664669275,2.662474871
2.38E-08,2.660290718,2.656549692,2.664591551,2.662482977
2.39E-08,2.661411285,2.654294729,2.664181471,2.662378311
2.39E-08,2.661920547,2.653941631,2.663995028,2.662330866
2.40E-08,2.661538839,2.65320015,2.663376331,2.662140846
2.40E-08,2.661339045,2.653612137,2.663052082,2.662041187
2.41E-08,2.659646511,2.654361248,2.662313223,2.661840439
2.41E-08,2.658630848,2.655430079,2.661870003,2.661720037
2.42E-08,2.656507015,2.657122374,2.661160469,2.661578417
2.42E-08,2.655053854,2.658443451,2.660675049,2.66148138
2.43E-08,2.653577089,2.66027236,2.660130739,2.661421776
2.43E-08,2.652428627,2.661278963,2.659707546,2.661375284
2.44E-08,2.652336836,2.662501335,2.659392834,2.661374331
2.44E-08,2.652256012,2.662727594,2.659115314,2.661373615
2.45E-08,2.653613329,2.662969112,2.659017086,2.661390781
2.45E-08,2.654970646,2.662334442,2.658918858,2.661407709
2.46E-08,2.6571877,2.661739588,2.658973694,2.661409378
2.46E-08,2.659700632,2.660640001,2.659035921,2.661411047
2.47E-08,2.661873579,2.659734488,2.659161091,2.66137886
2.47E-08,2.66466713,2.658863068,2.659321785,2.661337376
2.48E-08,2.666027308,2.658233643,2.659442902,2.661272526
2.48E-08,2.668015242,2.658225298,2.659620047,2.661177874
2.49E-08,2.668257475,2.658220053,2.659701347,2.661103487
2.50E-08,2.668661118,2.659340382,2.659837008,2.660979509
2.50E-08,2.668004274,2.659956694,2.659890175,2.660928965
2.51E-08,2.666749954,2.661964655,2.659991741,2.660832644
2.51E-08,2.665747166,2.662920713,2.660055637,2.66082859
2.52E-08,2.663541079,2.665117979,2.660196543,2.66081953
2.52E-08,2.66276598,2.666016817,2.660301208,2.660859346
2.53E-08,2.660785437,2.667495728,2.660568714,2.660960674
2.53E-08,2.660560131,2.668010235,2.660714149,2.661022663
2.54E-08,2.659883738,2.668053627,2.661150932,2.661208868
2.54E-08,2.660176277,2.668066263,2.661311865,2.661268473
2.55E-08,2.661221504,2.66653204,2.661886215,2.661481857
2.55E-08,2.661742926,2.666163921,2.662027359,2.661522388
2.56E-08,2.66400218,2.66362071,2.662638903,2.661697626
2.56E-08,2.664418221,2.663131714,2.662732601,2.6617136
2.57E-08,2.666664124,2.660607815,2.663239002,2.661799669
2.57E-08,2.666789293,2.660233974,2.663276672,2.661796808
2.58E-08,2.667665958,2.658736944,2.663540363,2.661776543
2.58E-08,2.667532206,2.658576488,2.663535357,2.661767006
2.59E-08,2.666239738,2.658643246,2.663487434,2.661674261
2.59E-08,2.666022539,2.658647776,2.663466215,2.661668062
2.60E-08,2.662764549,2.660119772,2.66314888,2.661575556
2.60E-08,2.662634134,2.660168886,2.663134336,2.661574841
2.61E-08,2.658592939,2.662239552,2.662682772,2.661551952
2.62E-08,2.655523539,2.663730383,2.662267447,2.661619425
2.62E-08,2.655424595,2.66373229,2.662254095,2.661621571
2.63E-08,2.654570103,2.663790703,2.661980391,2.661738873
2.63E-08,2.654513121,2.663692474,2.661962032,2.66174674
2.64E-08,2.655938387,2.662267447,2.661826611,2.661849499
2.64E-08,2.656085968,2.662027359,2.661812544,2.661860228
2.65E-08,2.658859491,2.659785748,2.661742926,2.661892176
2.65E-08,2.659255743,2.65948391,2.661732912,2.661896706
2.66E-08,2.661963701,2.6574471,2.66163063,2.661830425
2.66E-08,2.662465096,2.657262087,2.661611795,2.661818266
2.67E-08,2.663905144,2.656300068,2.661406755,2.661668539
2.67E-08,2.664237499,2.656411886,2.66135931,2.661633968
2.68E-08,2.663947821,2.656877518,2.661049843,2.661454201
2.68E-08,2.663866758,2.657353401,2.660963297,2.661403894
2.69E-08,2.662259817,2.6589849,2.660622597,2.661261082
2.70E-08,2.661724091,2.659708738,2.660509109,2.661213398
2.70E-08,2.65980196,2.661790133,2.66024518,2.661152601
2.71E-08,2.659049988,2.662482023,2.660141945,2.661128759
2.71E-08,2.657874584,2.664173603,2.660038948,2.661153793
2.72E-08,2.657340288,2.664508343,2.659992218,2.661165237
2.72E-08,2.657519817,2.665211439,2.660073757,2.661243439
2.73E-08,2.657613754,2.664991617,2.660116434,2.661284447
2.73E-08,2.659052372,2.664592266,2.660340309,2.661369085
2.74E-08,2.659915447,2.663880825,2.660474777,2.661419868
2.74E-08,2.661921978,2.662754536,2.660756111,2.661470652
2.75E-08,2.663294792,2.66187644,2.660948515,2.661505461
2.75E-08,2.664965391,2.660660744,2.661195517,2.66150403
2.76E-08,2.666264534,2.660061598,2.661387682,2.661503077
2.76E-08,2.666926622,2.659334183,2.661539078,2.661459208
2.77E-08,2.667510748,2.659366608,2.661672592,2.661420584
2.77E-08,2.667010069,2.659401417,2.661719322,2.661365509
2.78E-08,2.666509628,2.660137415,2.661766052,2.661310673
2.78E-08,2.66522193,2.660827637,2.661747217,2.66127944
2.79E-08,2.663762569,2.661995173,2.661725998,2.661243916
2.79E-08,2.662355185,2.662956476,2.661700249,2.66125536
2.80E-08,2.660545826,2.664023161,2.661667347,2.661269903
2.80E-08,2.659635544,2.66479373,2.661678791,2.661319494
2.81E-08,2.658305168,2.665197849,2.661695719,2.661392212
2.82E-08,2.658180475,2.665453196,2.661755085,2.661457777
2.82E-08,2.657972813,2.664883614,2.66185379,2.661566973
2.83E-08,2.658511639,2.664570332,2.661939621,2.661622047
2.83E-08,2.659540653,2.66314888,2.662103415,2.66172719
2.84E-08,2.66033721,2.66247201,2.662178278,2.661753416
2.84E-08,2.662089825,2.660736799,2.662343264,2.661810875
2.85E-08,2.662698507,2.660027027,2.662374735,2.661804438
2.85E-08,2.66425395,2.658702612,2.662454844,2.661787748
2.86E-08,2.664412022,2.658241987,2.662431002,2.661759138
2.86E-08,2.664885998,2.657910347,2.662359953,2.661673307
2.87E-08,2.664606094,2.657813549,2.662295103,2.661640644
2.87E-08,2.663606644,2.65864253,2.662063122,2.661524057
2.88E-08,2.663113594,2.658841372,2.661986589,2.6615026
2.88E-08,2.660977125,2.660480499,2.661655426,2.661409616
2.89E-08,2.66054678,2.660795689,2.661595345,2.66140461
2.90E-08,2.658223629,2.662507296,2.661270857,2.661377192
2.90E-08,2.658026457,2.662760735,2.661240339,2.661383867
2.91E-08,2.65664649,2.663737774,2.661026239,2.661430597
2.91E-08,2.65667963,2.66384244,2.661021233,2.661440134
2.92E-08,2.656999111,2.663591862,2.66097188,2.66153121
2.92E-08,2.657132387,2.663574457,2.660978317,2.661536694
2.93E-08,2.659132719,2.662170649,2.661075115,2.661619663
2.93E-08,2.659224749,2.662123919,2.66108036,2.661620378
2.94E-08,2.662075043,2.660204411,2.661240101,2.661643028
2.95E-08,2.664424419,2.658735752,2.661351681,2.661581278
2.95E-08,2.664500237,2.658725739,2.661355257,2.66157937
2.96E-08,2.665303469,2.658424616,2.661347628,2.661458492
2.96E-08,2.665357113,2.658490896,2.661347151,2.661450386
2.97E-08,2.664449692,2.659452677,2.661229372,2.661324739
2.97E-08,2.664355755,2.659641743,2.661217213,2.661311626
2.98E-08,2.662370682,2.661405087,2.661062479,2.661236286
2.98E-08,2.662087202,2.661669254,2.661040306,2.661225557
2.99E-08,2.660092115,2.663452625,2.660942793,2.661230087
2.99E-08,2.659722805,2.663657188,2.660924673,2.661230803
3.00E-08,2.658686399,2.664721251,2.660949707,2.661305904
3.00E-08,2.658447266,2.664714098,2.660955429,2.661323309
3.01E-08,2.658793449,2.664683819,2.661110401,2.661431074
3.01E-08,2.658890486,2.66439271,2.661153793,2.661461115
3.02E-08,2.660346031,2.663395166,2.661387444,2.661553383
3.02E-08,2.660831213,2.662895918,2.661465406,2.661584139
3.03E-08,2.66262126,2.661460161,2.66169405,2.661625147
3.03E-08,2.663321733,2.66096282,2.661783457,2.661641121
3.04E-08,2.66457653,2.659747124,2.661929369,2.661622047
3.04E-08,2.665147066,2.659505367,2.661995649,2.661613226
3.05E-08,2.665320635,2.658998013,2.662021637,2.661553383
3.05E-08,2.665411711,2.659177303,2.662035227,2.66152215
3.06E-08,2.66450572,2.659503222,2.661958218,2.661458492
3.06E-08,2.663962126,2.660075903,2.661911964,2.661420345
3.07E-08,2.662472963,2.660982847,2.661788464,2.66138649
3.07E-08,2.661453962,2.661712885,2.661703825,2.661363363
3.08E-08,2.660092354,2.66272378,2.661599874,2.661374569
3.08E-08,2.659033537,2.66325593,2.661519051,2.661383152
3.09E-08,2.658373117,2.663902283,2.661478043,2.66143012
3.10E-08,2.657790422,2.663928747,2.661442041,2.661471367
3.10E-08,2.658017397,2.663956881,2.661468983,2.661529779
3.11E-08,2.658244371,2.663383961,2.661496162,2.661588192
3.11E-08,2.659118652,2.662847042,2.661561966,2.661630154
3.12E-08,2.660109282,2.661865711,2.661636591,2.661677837
3.12E-08,2.661131382,2.661057472,2.661695957,2.661686182
3.13E-08,2.662445545,2.660083294,2.661772013,2.661696911
3.13E-08,2.6631248,2.659379721,2.661787987,2.661671638
3.14E-08,2.664117336,2.658870459,2.661811113,2.661634445
3.14E-08,2.664199114,2.658548832,2.661772728,2.661590099
3.15E-08,2.664335728,2.658788681,2.661708832,2.66151619
3.15E-08,2.66388607,2.658920527,2.661633253,2.661474705
3.16E-08,2.663027525,2.659867525,2.66148901,2.66139555
3.16E-08,2.662349463,2.660318375,2.661409378,2.661373377
3.17E-08,2.660857916,2.661594629,2.66123414,2.661324978
3.17E-08,2.660307407,2.662116766,2.66118145,2.661326885
3.18E-08,2.658900738,2.663161039,2.661046743,2.661331654
3.18E-08,2.658705473,2.663524151,2.661035061,2.66135025
3.19E-08,2.65811944,2.663845539,2.661000252,2.661406279
3.19E-08,2.658291817,2.663939238,2.661023617,2.66142869
3.20E-08,2.65890789,2.663357019,2.661107063,2.661508799
3.20E-08,2.659282684,2.663217306,2.661145449,2.661523581
3.21E-08,2.660907507,2.661966085,2.661312342,2.661587238
3.21E-08,2.661263704,2.661725521,2.661345005,2.661589622
3.22E-08,2.663186789,2.660369635,2.661521673,2.661602497
3.22E-08,2.663374901,2.660168648,2.66153717,2.661595583
3.23E-08,2.664690971,2.659353018,2.661645174,2.661547661
3.23E-08,2.66469574,2.659265757,2.661644697,2.661538601
3.24E-08,2.664741755,2.659418106,2.661638975,2.661449909
3.24E-08,2.66465497,2.659428596,2.661631823,2.661444187
3.25E-08,2.663353682,2.660543203,2.661524296,2.661358356
3.25E-08,2.663286686,2.660580397,2.661519766,2.661357164
3.26E-08,2.661215544,2.662199736,2.661375761,2.661318541
3.27E-08,2.65941143,2.663557291,2.6612854,2.661350489
3.27E-08,2.659353256,2.663573027,2.661282539,2.661351442
3.28E-08,2.658682585,2.664042711,2.661303282,2.66143775
3.28E-08,2.658638,2.664004087,2.661304712,2.661443472
3.29E-08,2.659307003,2.663444996,2.661430836,2.661543131
3.30E-08,2.659376144,2.663308144,2.661443949,2.661553383
3.30E-08,2.660947561,2.662031889,2.661618948,2.661622286
3.31E-08,2.661171913,2.661825657,2.661643982,2.661632061
3.31E-08,2.662825346,2.660432816,2.66178894,2.661643505
3.32E-08,2.663131475,2.660257816,2.661815643,2.661645651
3.33E-08,2.664076328,2.659347534,2.661868811,2.661600828
3.33E-08,2.664294243,2.659326077,2.66188097,2.661590338
3.34E-08,2.664138079,2.659236908,2.66182518,2.66151619
3.34E-08,2.664094448,2.659436226,2.661809444,2.661495447
3.35E-08,2.662991762,2.660119772,2.661676645,2.661429405
3.35E-08,2.662624121,2.660494804,2.661632538,2.661407471
3.36E-08,2.661156654,2.661572933,2.661485672,2.661379337
3.36E-08,2.660582542,2.661965847,2.661428213,2.66136837
3.37E-08,2.659449816,2.662926435,2.661328793,2.661386728
3.37E-08,2.65893507,2.663133383,2.661283731,2.661395073
3.38E-08,2.658617258,2.663568258,2.661265373,2.661446095
3.38E-08,2.658450842,2.663443804,2.661255598,2.661472797
3.39E-08,2.659007072,2.663217306,2.661310673,2.661528587
3.39E-08,2.659340858,2.662763834,2.661343575,2.661562204
3.40E-08,2.660423756,2.662045717,2.661432028,2.661595583
3.40E-08,2.661164761,2.661436558,2.661492348,2.661618471
3.41E-08,2.662225485,2.660593033,2.66156435,2.66161561
3.41E-08,2.663050652,2.660108328,2.661620378,2.661613226
3.42E-08,2.663615704,2.659519672,2.661640644,2.661578417
3.42E-08,2.664114237,2.659417868,2.661658525,2.661547661
3.43E-08,2.663995981,2.659309387,2.661621332,2.661499739
3.43E-08,2.663877726,2.659692526,2.6615839,2.661451817
3.44E-08,2.663227558,2.660051823,2.661512136,2.661413431
3.44E-08,2.662490606,2.660799265,2.661430836,2.661370039
3.45E-08,2.661683559,2.661414623,2.661361456,2.661356926
3.45E-08,2.6606462,2.662213564,2.661272049,2.661339998
3.46E-08,2.660076618,2.662790537,2.661237001,2.661353827
3.46E-08,2.659244299,2.66327095,2.661185503,2.661373854
3.47E-08,2.659137011,2.663574219,2.661196947,2.661404133
3.47E-08,2.658958197,2.663482428,2.661216021,2.661454439
3.48E-08,2.65928793,2.663431883,2.661262512,2.661484957
3.48E-08,2.659917593,2.66276598,2.661351442,2.661543131
3.49E-08,2.660460472,2.662448883,2.661408663,2.661560297
3.50E-08,2.661654711,2.661478281,2.661534309,2.661598206
3.50E-08,2.662127495,2.661081314,2.661576509,2.661597252
3.51E-08,2.663335323,2.660241365,2.661684513,2.661594868
3.51E-08,2.663541794,2.659949303,2.661698103,2.661580324
3.52E-08,2.664160967,2.659644842,2.661738634,2.661536932
3.52E-08,2.664070606,2.65955615,2.66172576,2.661518812
3.53E-08,2.663748026,2.659964561,2.661679745,2.661453962
3.53E-08,2.663477421,2.660062551,2.661654234,2.661441565
3.54E-08,2.662304401,2.661038399,2.661543131,2.661387444
3.54E-08,2.662025928,2.661226034,2.66152072,2.661384821
3.55E-08,2.660521984,2.662344456,2.66140008,2.661370039
3.55E-08,2.660362005,2.662510157,2.661390305,2.661375046
3.56E-08,2.659242868,2.663252115,2.66132164,2.66141057
3.56E-08,2.659225225,2.663331509,2.661323786,2.661417961
3.57E-08,2.659055471,2.663321257,2.661345005,2.661489725
3.57E-08,2.659115791,2.663320541,2.661351919,2.661494732
3.58E-08,2.66002202,2.662516832,2.6614573,2.661569834
3.58E-08,2.660073042,2.662490129,2.66146183,2.661571264
3.59E-08,2.661654949,2.661215067,2.661601782,2.661613703
3.60E-08,2.663114071,2.660066605,2.661702871,2.661599874
3.60E-08,2.663161039,2.660049915,2.661706209,2.661599398
3.61E-08,2.663778543,2.659551382,2.661716223,2.661540985
3.61E-08,2.66381979,2.659573078,2.661716938,2.66153717
3.62E-08,2.663374186,2.659888029,2.661634207,2.661462307
3.62E-08,2.663328171,2.659987211,2.661625624,2.661454439
3.63E-08,2.662109852,2.660912514,2.661491156,2.661398649
3.63E-08,2.661935806,2.661073208,2.661471844,2.661390781
3.64E-08,2.66057229,2.662157297,2.661348104,2.661377907
3.64E-08,2.660319805,2.662303448,2.661325216,2.661375523
3.65E-08,2.659455061,2.663063765,2.66126442,2.661406994
3.65E-08,2.659255505,2.663096666,2.661250353,2.661414146
3.66E-08,2.659248114,2.663233757,2.661272526,2.661470652
3.66E-08,2.659245968,2.663092136,2.661278725,2.661486387
3.67E-08,2.660026312,2.662606955,2.661364079,2.661539078
3.67E-08,2.660286427,2.662316084,2.66139245,2.661556721
3.68E-08,2.661427259,2.661479712,2.661494732,2.661581516
3.69E-08,2.661873817,2.661157131,2.661534786,2.661591291
3.69E-08,2.66282177,2.660368443,2.661605358,2.661578894
3.70E-08,2.663252831,2.660176992,2.661637545,2.661573172
3.70E-08,2.663597584,2.65977478,2.661647797,2.661532879
3.71E-08,2.663778305,2.659841299,2.661653042,2.66151166
3.71E-08,2.663428783,2.659962416,2.661605835,2.661464691
3.72E-08,2.663219213,2.660301208,2.661577463,2.661436558
3.72E-08,2.662413597,2.66083765,2.661501884,2.661405325
3.73E-08,2.661862373,2.66132617,2.661450148,2.661383867
3.73E-08,2.661021709,2.662002802,2.661385775,2.661380768
3.74E-08,2.660367727,2.662423372,2.661335707,2.661378384
3.74E-08,2.659879684,2.662934065,2.661312342,2.661401749
3.75E-08,2.659448862,2.663072109,2.661291599,2.661422491
3.75E-08,2.659491301,2.663219213,2.661316156,2.661458731
3.76E-08,2.659533978,2.662971973,2.661340952,2.661495209
3.76E-08,2.660017252,2.662740231,2.661397696,2.661526442
3.77E-08,2.660564899,2.662181139,2.661462069,2.661561966
3.77E-08,2.661208153,2.661720753,2.661521912,2.661575079
3.78E-08,2.662034988,2.661082983,2.661598921,2.661591768
3.78E-08,2.662522078,2.660622358,2.66163516,2.661583424
3.79E-08,2.663234234,2.660200834,2.661688328,2.661571503
3.79E-08,2.663368702,2.659934759,2.661688805,2.66154933
3.80E-08,2.663592577,2.659948587,2.66168952,2.661512375
3.80E-08,2.663370848,2.659956217,2.661660194,2.661488533
3.81E-08,2.662947178,2.660435915,2.661604166,2.661443233
3.81E-08,2.662530899,2.66066432,2.661563396,2.661428928
3.82E-08,2.661615133,2.66141963,2.661473751,2.661397457
3.82E-08,2.661227226,2.661728621,2.661441803,2.661397219
3.83E-08,2.660235882,2.662423611,2.661360025,2.661396503
3.84E-08,2.660042286,2.662665367,2.66134882,2.661407471
3.84E-08,2.659461737,2.66296649,2.661315441,2.661440372
3.85E-08,2.659502745,2.663054228,2.661324739,2.661454916
3.85E-08,2.659649611,2.662791491,2.661358356,2.66150713
3.86E-08,2.659845352,2.66272831,2.661378384,2.661517859
3.86E-08,2.660693884,2.661985159,2.661464691,2.661564827
3.87E-08,2.660911322,2.661842108,2.661482811,2.661568165
3.87E-08,2.662085295,2.660934687,2.661581039,2.661585569
3.88E-08,2.662219286,2.660800219,2.661589622,2.661582232
3.89E-08,2.66315794,2.660142183,2.661649704,2.66155982
3.89E-08,2.663181543,2.660071611,2.661648512,2.661554098
3.90E-08,2.663408518,2.659984112,2.661636829,2.661499977
3.90E-08,2.663366318,2.659978151,2.661631346,2.661495924
3.91E-08,2.662732601,2.660534859,2.661548376,2.661434889
3.91E-08,2.662693024,2.660553455,2.661544561,2.661433697
3.92E-08,2.661468267,2.66153264,2.661426306,2.661394835
3.93E-08,2.660267115,2.662473917,2.661331654,2.661398411
3.93E-08,2.660228491,2.662489653,2.661328554,2.661398411
3.94E-08,2.659644127,2.662959099,2.661303043,2.661440134
3.94E-08,2.659605265,2.662947655,2.661301374,2.661442995
3.95E-08,2.659862041,2.662780046,2.661351204,2.661500454
3.95E-08,2.659888506,2.662707329,2.661356449,2.661506414
3.96E-08,2.660802126,2.662027597,2.661453724,2.661552191
3.96E-08,2.660932541,2.661901236,2.661467552,2.661558628
3.97E-08,2.66202879,2.661048651,2.661564112,2.661572218
3.97E-08,2.662231684,2.660925627,2.661581993,2.661574602
3.98E-08,2.66299057,2.660285473,2.661634445,2.661552668
3.98E-08,2.663165569,2.66024518,2.661646605,2.661547661
3.99E-08,2.663268089,2.660076857,2.661635876,2.661503553
3.99E-08,2.663296938,2.66017437,2.661633015,2.661491156
4.00E-08,2.662755489,2.660508394,2.661570787,2.661447525
4.00E-08,2.662575006,2.660732746,2.661550045,2.661432981
4.01E-08,2.661697865,2.661377668,2.661470652,2.661409855
4.01E-08,2.66135478,2.661642075,2.661439657,2.661400795
4.02E-08,2.660576582,2.662288427,2.66138196,2.661407948
4.02E-08,2.660222769,2.662463665,2.661355734,2.661411047
4.03E-08,2.659888506,2.662831545,2.661344528,2.661440372
4.03E-08,2.659713507,2.662809134,2.661338806,2.661455631
4.04E-08,2.659928799,2.662768364,2.661374807,2.661493063
4.04E-08,2.660058022,2.662523031,2.661396503,2.661515713
4.05E-08,2.660663128,2.662134886,2.661458015,2.661543131
4.05E-08,2.661077261,2.661751747,2.661500216,2.661561728
4.06E-08,2.661751032,2.661221504,2.661556482,2.661567688
4.06E-08,2.662275076,2.660868168,2.661600113,2.661572218
4.07E-08,2.662701368,2.660439014,2.661625862,2.661556482
4.07E-08,2.663077354,2.660292625,2.661648512,2.661542654
4.08E-08,2.663092375,2.6601367,2.661635399,2.661515236
4.09E-08,2.663107634,2.660290718,2.661622286,2.661487579
4.09E-08,2.662757874,2.660434961,2.661581039,2.661462545
4.10E-08,2.662361383,2.660854101,2.661534309,2.661433935
4.10E-08,2.661855221,2.661199093,2.661487103,2.661422014
4.11E-08,2.661204338,2.661708593,2.661426544,2.661406517
4.11E-08,2.660793543,2.662076473,2.661395073,2.661410809
4.12E-08,2.660192966,2.662441969,2.661349297,2.661417007
4.12E-08,2.66004777,2.662672758,2.661345005,2.661434174
4.13E-08,2.659805536,2.662707567,2.661338091,2.661462545
4.13E-08,2.659947395,2.662726879,2.661358118,2.661481619
4.14E-08,2.660218,2.662384033,2.661396265,2.661518097
4.14E-08,2.660532236,2.662220955,2.661427021,2.661530495
4.15E-08,2.661223412,2.661632538,2.661494732,2.661557674
4.15E-08,2.661536455,2.661391735,2.661520243,2.661559105
4.16E-08,2.662336111,2.660815001,2.661585331,2.661562681
4.16E-08,2.662508965,2.660614491,2.661595345,2.661554813
4.17E-08,2.663027525,2.660323143,2.661624908,2.661531448
4.17E-08,2.663016319,2.660238266,2.661618471,2.661520004
4.18E-08,2.662976027,2.660387754,2.661595583,2.661478758
4.18E-08,2.662834167,2.660423517,2.661580086,2.661469698
4.19E-08,2.662218809,2.660978556,2.661512375,2.661430359
4.19E-08,2.662048101,2.661085367,2.661497355,2.661427021
4.20E-08,2.661126614,2.661809921,2.661415815,2.661408901
4.20E-08,2.66101408,2.66191721,2.661407948,2.661410809
4.21E-08,2.66022563,2.6624856,2.661352634,2.66142416
4.21E-08,2.660198927,2.662546396,2.661352634,2.661428213
4.22E-08,2.659940481,2.662684679,2.661352634,2.661468506
4.22E-08,2.659969091,2.662694216,2.661356688,2.661471844
4.23E-08,2.660398483,2.662316084,2.661416292,2.66152072
4.23E-08,2.660429001,2.662303448,2.661419392,2.661521912
4.24E-08,2.661370516,2.661556005,2.661512136,2.661555529
4.25E-08,2.662355185,2.660790682,2.661592484,2.661556959
4.25E-08,2.662386894,2.660776377,2.661595106,2.661556959
4.26E-08,2.662926912,2.660349607,2.661624432,2.66152668
4.26E-08,2.662962914,2.660354376,2.661626339,2.661524773
4.27E-08,2.662843466,2.660424709,2.661595345,2.66147995
4.27E-08,2.662831068,2.660478115,2.661592245,2.66147542
4.28E-08,2.662159204,2.660976648,2.661520481,2.66143775
4.29E-08,2.66206336,2.661076307,2.661510229,2.661432266
4.29E-08,2.661194563,2.661749125,2.661434174,2.6614182
4.30E-08,2.66103363,2.661852837,2.661420107,2.661415577
4.30E-08,2.660384417,2.662392616,2.661374807,2.66143012
4.31E-08,2.660234451,2.662436485,2.661364317,2.661433458
4.31E-08,2.660083532,2.662619591,2.66136837,2.661467075
4.32E-08,2.660041332,2.662556648,2.661369562,2.661476612
4.32E-08,2.660412788,2.662340403,2.661416054,2.661512613
4.33E-08,2.660536766,2.662169695,2.661431551,2.661524534
4.33E-08,2.661211252,2.661678553,2.661495209,2.661545515
4.34E-08,2.661475182,2.661463737,2.661520004,2.66155386
4.35E-08,2.66211319,2.660938978,2.661569595,2.661551952
4.35E-08,2.662403107,2.660782576,2.661592007,2.661551237
4.36E-08,2.662715912,2.660454273,2.661605835,2.661529541
4.36E-08,2.662879705,2.660448074,2.661613226,2.661518335
4.37E-08,2.662758112,2.660437107,2.66158843,2.661488771
4.37E-08,2.662685156,2.660611868,2.661573648,2.66147089
4.38E-08,2.662232399,2.660888433,2.661525965,2.661447763
4.38E-08,2.661922455,2.661186457,2.661493301,2.661432028
4.39E-08,2.661382437,2.661599159,2.661446571,2.661425114
4.39E-08,2.660962343,2.661892414,2.661410332,2.661419868
4.40E-08,2.660591841,2.662248611,2.661385775,2.661430359
4.40E-08,2.660264969,2.662392855,2.661364079,2.661439657
4.41E-08,2.660211563,2.662546635,2.661370039,2.6614604
4.41E-08,2.660157919,2.66245389,2.661375999,2.66148138
4.42E-08,2.660404444,2.662367105,2.661405563,2.661501884
4.42E-08,2.66068387,2.662053347,2.66143918,2.661525011
4.43E-08,2.661077738,2.661794901,2.661475897,2.661535978
4.43E-08,2.6615839,2.661387682,2.661523342,2.661549807
4.44E-08,2.661925554,2.661093712,2.661549568,2.661547422
4.44E-08,2.662424803,2.660778284,2.661587954,2.661544085
4.45E-08,2.662568569,2.660578966,2.661593676,2.661531687
4.45E-08,2.66280818,2.660514116,2.661602974,2.661510944
4.46E-08,2.662722349,2.660478354,2.661588907,2.661495686
4.46E-08,2.662558794,2.66071701,2.661561728,2.661466837
4.47E-08,2.662323236,2.660830736,2.661537886,2.661456108
4.47E-08,2.661804914,2.661286116,2.661485195,2.661432505
4.48E-08,2.66155386,2.661472321,2.661464214,2.661430359
4.49E-08,2.660912275,2.661947012,2.661410809,2.661424637
4.49E-08,2.66076088,2.662112236,2.66140151,2.66143012
4.50E-08,2.660307169,2.66238451,2.661373615,2.661446333
4.50E-08,2.66029954,2.662463903,2.66137743,2.661455154
4.51E-08,2.660272598,2.662390471,2.66139102,2.661486626
4.51E-08,2.660374641,2.662372828,2.661402702,2.661494017
4.52E-08,2.660816431,2.661966085,2.661453962,2.66152668
4.52E-08,2.660949945,2.661887884,2.661466122,2.661529779
4.53E-08,2.661670685,2.66131568,2.661532402,2.661547184
4.53E-08,2.66176486,2.661230803,2.661539316,2.66154623
4.54E-08,2.662424803,2.660749674,2.66158843,2.661539316
4.54E-08,2.662452698,2.660698175,2.661589146,2.661536217
4.55E-08,2.662721395,2.660538197,2.661595821,2.661505699
4.55E-08,2.662703037,2.660527229,2.661593199,2.661503077
4.56E-08,2.66242671,2.660777807,2.661551952,2.661464214
4.56E-08,2.662403584,2.660786152,2.661549568,2.661463261
4.57E-08,2.661689281,2.66135478,2.661478281,2.661434412
4.58E-08,2.660892248,2.661973953,2.661412239,2.66143012
4.58E-08,2.660866499,2.661986589,2.661410093,2.661429882
4.59E-08,2.660382509,2.662366152,2.661381721,2.661451101
4.59E-08,2.660350323,2.662365675,2.661379814,2.661452532
