s,D0_U5.87_S_4mA,D0_U9.A8_S_4mA,D0_U1.AA17_S_4mA,D0_U8.G3_S_4mA
6.96E-08,0.033095438,0.033624757,0.00782749,0.022857066
6.97E-08,0.019506441,0.024187747,0.005807681,0.034350414
6.97E-08,0.012387731,0.019138714,0.004749588,0.040371299
6.98E-08,0.000587454,0.009959466,0.004835251,0.049495891
6.98E-08,-0.006491947,0.005216303,0.004886644,0.054970052
6.99E-08,-0.015829524,-0.002294558,0.006564627,0.060482152
6.99E-08,-0.022218728,-0.005865493,0.00771278,0.064253785
7.00E-08,-0.028588954,-0.010809636,0.010367886,0.065631285
7.00E-08,-0.033543743,-0.012537366,0.01243304,0.066702716
7.01E-08,-0.036548987,-0.014635,0.015453756,0.06418141
7.01E-08,-0.039201055,-0.014243285,0.018119477,0.061956402
7.02E-08,-0.038651384,-0.013825459,0.020951234,0.056369867
7.02E-08,-0.038101714,-0.011549832,0.023782989,0.050783332
7.03E-08,-0.034206238,-0.009416413,0.025970209,0.043307107
7.03E-08,-0.029791443,-0.005902198,0.028449016,0.034834199
7.04E-08,-0.023312792,-0.003008507,0.029691949,0.026742602
7.04E-08,-0.0149821,0.001012696,0.0312902,0.01633787
7.05E-08,-0.007198839,0.003917033,0.031480685,0.00879606
7.05E-08,0.004176098,0.007922985,0.031759072,-0.002226007
7.06E-08,0.011736488,0.010452772,0.030966967,-0.008328837
7.06E-08,0.024338497,0.014177271,0.029646648,-0.018501319
7.07E-08,0.030310363,0.016225927,0.028079038,-0.022658754
7.08E-08,0.041710131,0.019513637,0.02508661,-0.030594932
7.08E-08,0.045242891,0.021079391,0.023046831,-0.032676954
7.09E-08,0.053014044,0.023731302,0.018559847,-0.037256863
7.09E-08,0.053946588,0.02481607,0.016397439,-0.037441202
7.10E-08,0.05632998,0.026501652,0.010870767,-0.037912328
7.10E-08,0.055128474,0.027088044,0.008910342,-0.036601376
7.11E-08,0.051524602,0.027290102,0.003030126,-0.032669231
7.11E-08,0.049033601,0.027349031,0.001507554,-0.030411214
7.12E-08,0.040135633,0.025407869,-0.003931142,-0.022345474
7.12E-08,0.037252478,0.024942072,-0.004907112,-0.019736076
7.13E-08,0.024757775,0.020332675,-0.009136667,-0.008427744
7.13E-08,0.022168605,0.019445943,-0.009588729,-0.005999776
7.14E-08,0.008192011,0.012209041,-0.012028998,0.007106638
7.14E-08,0.006259489,0.011136993,-0.012073657,0.008974776
7.15E-08,-0.007270256,0.002150306,-0.012386317,0.022053758
7.15E-08,-0.008478255,0.001187595,-0.012195375,0.023198048
7.16E-08,-0.020156456,-0.007971332,-0.010349464,0.034260344
7.16E-08,-0.020753358,-0.008603618,-0.010101806,0.034739789
7.17E-08,-0.029697854,-0.016121078,-0.006390683,0.041924212
7.17E-08,-0.029878734,-0.016371641,-0.00622864,0.04198641
7.18E-08,-0.035486761,-0.020693677,-0.001204597,0.043914817
7.19E-08,-0.03710831,-0.020926911,0.004264514,0.040135141
7.19E-08,-0.037160613,-0.020812087,0.004440925,0.040013224
7.20E-08,-0.034488503,-0.017366875,0.009455347,0.031509615
7.20E-08,-0.034310389,-0.016966915,0.009789594,0.03094279
7.21E-08,-0.027402807,-0.011166617,0.013714871,0.019379307
7.21E-08,-0.026688335,-0.010464906,0.014120874,0.018183263
7.22E-08,-0.016132258,-0.003915089,0.016507287,0.005489731
7.22E-08,-0.014624364,-0.003028759,0.016848177,0.003676509
7.23E-08,-0.001779401,0.002954929,0.017484281,-0.00827895
7.23E-08,0.000598915,0.003862731,0.01760206,-0.01049257
7.24E-08,0.013677254,0.008583695,0.016526477,-0.020178152
7.24E-08,0.016696168,0.009384141,0.016278198,-0.022413906
7.25E-08,0.027697966,0.012718423,0.013747614,-0.028831774
7.25E-08,0.030778203,0.013340058,0.013039111,-0.030628623
7.26E-08,0.037759937,0.015471759,0.009484013,-0.033371016
7.26E-08,0.040086761,0.015873902,0.008299193,-0.034284983
7.27E-08,0.042025987,0.017030166,0.004274248,-0.033468656
7.28E-08,0.042784926,0.017148171,0.002699039,-0.033149175
7.28E-08,0.039839849,0.017436583,-0.001193687,-0.029294649
7.29E-08,0.038501307,0.01713042,-0.002962934,-0.027542762
7.29E-08,0.031885065,0.016487408,-0.00617058,-0.0214657
7.30E-08,0.02841909,0.01552887,-0.007850933,-0.018282181
7.30E-08,0.019948894,0.013786227,-0.010005416,-0.010988946
7.31E-08,0.014866411,0.011952564,-0.0112982,-0.00661269
7.31E-08,0.006376073,0.009049457,-0.012235465,0.000824736
7.32E-08,0.000567555,0.006296817,-0.012876678,0.005912924
7.32E-08,-0.006577207,0.002485012,-0.012633501,0.012493785
7.33E-08,-0.012134434,-0.000905329,-0.012444356,0.017612409
7.33E-08,-0.017251378,-0.005022059,-0.011229575,0.022533672
7.34E-08,-0.021766404,-0.008437841,-0.01015769,0.026876038
7.34E-08,-0.024776747,-0.01208131,-0.00829938,0.029627863
7.35E-08,-0.027786683,-0.014726404,-0.006441319,0.032379318
7.35E-08,-0.02896099,-0.017206537,-0.004312464,0.03281454
7.36E-08,-0.03029185,-0.018337229,-0.001899802,0.03330778
7.36E-08,-0.029985802,-0.019268414,0.000159764,0.031660534
7.37E-08,-0.029592328,-0.018435815,0.002807686,0.029542724
7.37E-08,-0.028091718,-0.017834567,0.004541872,0.026363099
7.38E-08,-0.025898268,-0.015071761,0.007076739,0.021715429
7.38E-08,-0.023416594,-0.013326715,0.008310752,0.017730506
7.39E-08,-0.019280769,-0.009187218,0.010367293,0.011089449
7.39E-08,-0.016062627,-0.006910294,0.011024568,0.007042543
7.40E-08,-0.009919475,-0.002294367,0.012279249,-0.000682647
7.40E-08,-0.006343559,-9.65E-05,0.012376815,-0.004173103
7.41E-08,0.001524228,0.004076926,0.012591482,-0.01185286
7.42E-08,0.00493987,0.005784492,0.012224444,-0.01438723
7.42E-08,0.013667458,0.008882516,0.011286596,-0.020863011
7.43E-08,0.016375735,0.009959988,0.010601402,-0.022292404
7.43E-08,0.02450203,0.011767962,0.008545453,-0.026581351
7.44E-08,0.026110018,0.012295193,0.007710142,-0.026986854
7.44E-08,0.031853326,0.012945515,0.004726632,-0.028435206
7.45E-08,0.032262847,0.013101636,0.003904057,-0.028055867
7.45E-08,0.034036946,0.012878187,0.000340551,-0.026412524
7.46E-08,0.033475798,0.01283522,-0.000335753,-0.025562601
7.46E-08,0.030445116,0.011951492,-0.003988382,-0.020972287
7.47E-08,0.029366324,0.011820591,-0.004443317,-0.019967211
7.48E-08,0.021814195,0.010251158,-0.007628111,-0.012931135
7.48E-08,0.020710474,0.010083017,-0.007856375,-0.012034046
7.49E-08,0.010039573,0.007564922,-0.010063258,-0.003360903
7.49E-08,0.009262058,0.007391286,-0.010119707,-0.002743887
7.50E-08,-0.002402345,0.003637751,-0.010966564,0.006512683
7.50E-08,-0.002739656,0.003512651,-0.01094414,0.006791227
7.51E-08,-0.013197045,-0.001462336,-0.010248978,0.015426692
7.52E-08,-0.020556919,-0.006933392,-0.008137904,0.021999083
7.52E-08,-0.020794302,-0.007092519,-0.008069814,0.022211067
7.53E-08,-0.024409866,-0.011866643,-0.005011298,0.025695154
7.53E-08,-0.024651147,-0.012075567,-0.004807191,0.025927661
7.54E-08,-0.0250313,-0.015101922,-0.00134235,0.026010789
7.54E-08,-0.025070624,-0.015164173,-0.000983944,0.026019389
7.55E-08,-0.023066636,-0.015745278,0.002363211,0.022889374
7.55E-08,-0.022780396,-0.015456058,0.002841302,0.022442298
7.56E-08,-0.01915665,-0.013503665,0.00564332,0.016773999
7.56E-08,-0.018485349,-0.012750054,0.006162395,0.015723944
7.57E-08,-0.013718494,-0.008832639,0.008115266,0.008555615
7.57E-08,-0.012618542,-0.007671092,0.008565892,0.006901523
7.58E-08,-0.006973087,-0.002830478,0.009516057,-0.000566904
7.58E-08,-0.005392633,-0.001486179,0.009782056,-0.002657702
7.59E-08,0.000834715,0.003123262,0.009720526,-0.009292608
7.59E-08,0.002910872,0.004337069,0.009700012,-0.011504642
7.60E-08,0.009167658,0.007826151,0.008742717,-0.016434131
7.60E-08,0.011615735,0.008634527,0.008368159,-0.018362882
7.61E-08,0.017047375,0.010610751,0.006725498,-0.021096464
7.61E-08,0.019516593,0.010880735,0.005978746,-0.022339148
7.62E-08,0.02315804,0.011447637,0.003922011,-0.022800516
7.62E-08,0.025065642,0.011214232,0.002844573,-0.023042208
7.63E-08,0.026171863,0.010789896,0.000675022,-0.021507392
7.63E-08,0.026835524,0.010202999,-0.000626568,-0.020586602
7.64E-08,0.025192114,0.009273639,-0.002604184,-0.017566063
7.64E-08,0.024067616,0.008488585,-0.003957362,-0.015499268
7.65E-08,0.020123413,0.007401637,-0.005488896,-0.011607903
7.65E-08,0.017055593,0.006476089,-0.00668013,-0.008581183
7.66E-08,0.011806242,0.005352383,-0.007597876,-0.004434778
7.66E-08,0.007173794,0.004210829,-0.00840777,-0.00077566
7.67E-08,0.001841456,0.002993183,-0.008651221,0.003079524
7.68E-08,-0.003490882,0.001494346,-0.008894674,0.006934708
7.68E-08,-0.007840212,8.92E-05,-0.008514788,0.010064347
7.69E-08,-0.012768743,-0.001827608,-0.008084312,0.013610759
7.69E-08,-0.015514588,-0.003406378,-0.007226144,0.015719865
7.70E-08,-0.019044839,-0.005578312,-0.006122824,0.018431481
7.70E-08,-0.020102566,-0.007147002,-0.00499038,0.019381847
7.71E-08,-0.021648396,-0.009141176,-0.003335356,0.020770773
7.71E-08,-0.021352997,-0.01040051,-0.002146872,0.020587854
7.72E-08,-0.020860614,-0.011610531,-0.000165851,0.020282958
7.72E-08,-0.019733684,-0.012276101,0.000893572,0.019149596
7.73E-08,-0.017582474,-0.012131774,0.002915916,0.016986109
7.73E-08,-0.016103862,-0.012063039,0.003718672,0.015212842
7.74E-08,-0.012851295,-0.01027685,0.005484526,0.011312115
7.74E-08,-0.011329941,-0.009546208,0.005970799,0.009279151
7.75E-08,-0.00744167,-0.006285882,0.007213614,0.004083309
7.75E-08,-0.006012706,-0.005151656,0.007390367,0.002160915
7.76E-08,-0.001726584,-0.001054199,0.007920532,-0.003605231
7.76E-08,-0.000436343,0.000140785,0.007843628,-0.005130204
7.77E-08,0.004172459,0.004144704,0.007568923,-0.010577478
7.77E-08,0.005277304,0.005105478,0.007322194,-0.01155529
7.78E-08,0.010065366,0.008103194,0.006252943,-0.015792824
7.78E-08,0.010901828,0.008679879,0.005927592,-0.016221305
7.79E-08,0.015417135,0.010092021,0.004171315,-0.018534292
7.79E-08,0.015902493,0.010301211,0.003849906,-0.018532708
7.80E-08,0.019300519,0.010050437,0.001599698,-0.01852162
7.80E-08,0.019426128,0.010023572,0.001343388,-0.018278185
7.81E-08,0.020640448,0.00849147,-0.001134455,-0.015924804
7.81E-08,0.020516032,0.008385701,-0.001293167,-0.015634341
7.82E-08,0.018651677,0.006197447,-0.003671461,-0.011281773
7.82E-08,0.018483343,0.006124511,-0.003734101,-0.011096635
7.83E-08,0.013264235,0.003848775,-0.005676206,-0.00535657
7.84E-08,0.005569526,0.001830882,-0.006833227,0.000809232
7.84E-08,0.005321327,0.001771481,-0.006870548,0.001008115
7.85E-08,-0.003016291,-1.08E-05,-0.007065281,0.00663014
7.85E-08,-0.003572052,-0.000135326,-0.007078262,0.007004888
7.86E-08,-0.010767538,-0.001941078,-0.00634107,0.011470796
7.86E-08,-0.011511788,-0.002153525,-0.006264821,0.011932718
7.87E-08,-0.016216675,-0.004136523,-0.004768668,0.014823646
7.88E-08,-0.016888751,-0.004436929,-0.004554948,0.015236604
7.88E-08,-0.018558634,-0.006464995,-0.002582646,0.016333487
7.89E-08,-0.018867822,-0.006783907,-0.002217463,0.01653658
7.89E-08,-0.017804561,-0.008442391,-0.000106521,0.015824679
7.90E-08,-0.017559126,-0.008626405,0.000380754,0.015660349
7.90E-08,-0.014646222,-0.009392925,0.00230871,0.013334034
7.91E-08,-0.013830679,-0.009245811,0.002848491,0.012682722
7.91E-08,-0.010111829,-0.00874133,0.004335321,0.009139887
7.92E-08,-0.008872435,-0.00811256,0.004830842,0.007959154
7.93E-08,-0.005172822,-0.006304676,0.005716725,0.003765156
7.93E-08,-0.003724935,-0.005181789,0.006063425,0.002123786
7.94E-08,-0.000464906,-0.002437343,0.006307781,-0.002070288
7.94E-08,0.001016779,-0.000998779,0.006418841,-0.003976498
7.95E-08,0.003771662,0.002022519,0.00608203,-0.007545836
7.95E-08,0.00521483,0.003437749,0.00590559,-0.009415664
7.96E-08,0.007547552,0.006010669,0.005117615,-0.011880392
7.96E-08,0.008947286,0.007014562,0.004644796,-0.013359336
7.97E-08,0.010865889,0.008603956,0.003571404,-0.014468738
7.97E-08,0.012178469,0.008909522,0.002837062,-0.015227715
7.98E-08,0.013507599,0.009332663,0.001651223,-0.014990024
7.98E-08,0.014541402,0.00886749,0.000728871,-0.014805147
7.99E-08,0.014981847,0.008302652,-0.000409109,-0.013457064
7.99E-08,0.015370483,0.00723358,-0.001413226,-0.012267557
8.00E-08,0.014676536,0.0060934,-0.002366414,-0.010194167
8.00E-08,0.013982495,0.004744906,-0.003319731,-0.008120499
8.01E-08,0.012148336,0.003480683,-0.003994762,-0.005752928
8.01E-08,0.010069657,0.002188375,-0.004759783,-0.003069726
8.02E-08,0.007415007,0.001124092,-0.005103423,-0.00079516
8.02E-08,0.004002002,9.14E-05,-0.00554523,0.002129182
8.03E-08,0.001104346,-0.000654395,-0.005551164,0.004024183
8.03E-08,-0.003131169,-0.001427521,-0.005559839,0.006794115
8.04E-08,-0.005628592,-0.001915843,-0.005270314,0.008142431
8.04E-08,-0.009790663,-0.002591448,-0.004787807,0.010389464
8.05E-08,-0.011400716,-0.002963063,-0.004287064,0.011132587
8.05E-08,-0.014474167,-0.003721441,-0.00333119,0.012551143
8.06E-08,-0.015018535,-0.004082536,-0.00272897,0.012717791
8.06E-08,-0.016216259,-0.00495677,-0.001403955,0.013084453
8.07E-08,-0.015842721,-0.005314461,-0.00081209,0.012767034
8.08E-08,-0.014888261,-0.006097896,0.000700231,0.011955971
8.08E-08,-0.013959642,-0.00637037,0.001191103,0.011290574
8.09E-08,-0.011173283,-0.006659306,0.002663985,0.009294023
8.09E-08,-0.01009467,-0.006743564,0.00299776,0.008442386
8.10E-08,-0.006242147,-0.006107696,0.004189917,0.005400565
8.10E-08,-0.005312751,-0.005955046,0.004353665,0.004529698
8.11E-08,-0.001286482,-0.004163145,0.005063046,0.000756987
8.11E-08,-0.000635543,-0.003818577,0.005082744,1.30E-05
8.12E-08,0.00288009,-0.001013082,0.005189126,-0.004005122
8.12E-08,0.003268356,-0.000597519,0.005115304,-0.004527456
8.13E-08,0.00598643,0.00266677,0.004598509,-0.008184069
8.13E-08,0.006192776,0.003016489,0.0044883,-0.008460279
8.14E-08,0.008187753,0.005919039,0.003422786,-0.011130709
8.14E-08,0.008286031,0.006119185,0.003325007,-0.011208828
8.15E-08,0.009760405,0.007858404,0.001858117,-0.012380768
8.15E-08,0.009792571,0.007916369,0.001804055,-0.012361284
8.16E-08,0.010789788,0.00801375,0.000128009,-0.011757269
8.17E-08,0.011019811,0.006542615,-0.001491091,-0.009485056
8.17E-08,0.01102723,0.006463196,-0.001543313,-0.009411769
8.18E-08,0.010060904,0.004080468,-0.00286968,-0.006014036
8.18E-08,0.009996417,0.003907373,-0.002958193,-0.005787292
8.19E-08,0.007547267,0.001400006,-0.003866488,-0.001912504
8.19E-08,0.007293925,0.001184389,-0.003960443,-0.001511693
8.20E-08,0.003471087,-0.000828344,-0.004374981,0.002210645
8.20E-08,0.002925052,-0.001013785,-0.004434192,0.002742326
8.21E-08,-0.001660729,-0.002265615,-0.004333065,0.005815611
8.21E-08,-0.002510247,-0.002379315,-0.004314331,0.006384938
8.22E-08,-0.006887206,-0.00297035,-0.003736341,0.008501566
8.22E-08,-0.00789719,-0.003029746,-0.003602969,0.008989979
8.23E-08,-0.01105775,-0.003277253,-0.002650221,0.010028912
8.23E-08,-0.011942904,-0.003340415,-0.002383392,0.010319877
8.24E-08,-0.013209666,-0.003556923,-0.001210981,0.010311864
8.24E-08,-0.013631997,-0.003666359,-0.000820107,0.010309193
8.25E-08,-0.012890551,-0.003980935,0.000387318,0.009389004
8.25E-08,-0.012600448,-0.004106014,0.000859743,0.009028963
8.26E-08,-0.010304064,-0.004411791,0.001922565,0.007397572
8.26E-08,-0.009260129,-0.004430766,0.002405723,0.006655943
8.27E-08,-0.006215528,-0.004470609,0.00317311,0.004559196
8.28E-08,-0.004620588,-0.004212926,0.003575112,0.003460797
8.28E-08,-0.001665538,-0.003744453,0.003960161,0.001179067
8.29E-08,0.0001073,-0.003078771,0.004191166,-0.000189824
8.29E-08,0.00238667,-0.002024655,0.004183994,-0.00235748
8.30E-08,0.00394632,-0.000956794,0.004179086,-0.003840691
8.30E-08,0.005348815,0.000521714,0.00383909,-0.005609279
8.31E-08,0.006439513,0.001797325,0.003574681,-0.006984683
8.31E-08,0.007095041,0.003346478,0.00300683,-0.008129636
8.32E-08,0.007673459,0.004482664,0.002505776,-0.009139906
8.32E-08,0.007865567,0.005694584,0.001831838,-0.009543003
8.33E-08,0.008057674,0.006309583,0.0011579,-0.009946099
8.33E-08,0.008026595,0.00688615,0.000490848,-0.009621868
8.34E-08,0.007991377,0.006720187,-0.000265036,-0.009254457
8.34E-08,0.007820536,0.006583491,-0.000836647,-0.008346168
8.35E-08,0.007600892,0.005616237,-0.001571549,-0.007178408
8.35E-08,0.00722706,0.004917633,-0.001993627,-0.005920244
8.36E-08,0.006680719,0.003395922,-0.002610477,-0.004081487
8.36E-08,0.005999552,0.002434951,-0.002861767,-0.002738274
8.37E-08,0.004864152,0.000783815,-0.003280628,-0.000499346
8.37E-08,0.003854395,-0.00012439,-0.003363098,0.000696928
8.38E-08,0.001926856,-0.001468155,-0.003520526,0.002980508
8.38E-08,0.000717029,-0.002108115,-0.003453883,0.00387482
8.39E-08,-0.001944277,-0.002869554,-0.003307286,0.005842075
8.39E-08,-0.003104536,-0.003181022,-0.00312547,0.006372809
8.40E-08,-0.006069919,-0.003346741,-0.002660787,0.007729257
8.40E-08,-0.006914638,-0.003404393,-0.002408412,0.00791685
8.41E-08,-0.009448336,-0.003194722,-0.001651424,0.008479529
8.41E-08,-0.009812647,-0.003133574,-0.001378363,0.008398058
8.42E-08,-0.011113979,-0.002861883,-0.000402975,0.008107039
8.42E-08,-0.011003485,-0.002796689,-0.000155731,0.007853291
8.43E-08,-0.01052464,-0.002683477,0.00091575,0.006753623
8.44E-08,-0.010098527,-0.002661698,0.001103146,0.00642259
8.44E-08,-0.007798326,-0.002694717,0.002114731,0.004635641
8.45E-08,-0.007284478,-0.002699608,0.00222559,0.004307442
8.45E-08,-0.003686989,-0.002637315,0.003001724,0.002009699
8.46E-08,-0.003275317,-0.002630642,0.003042163,0.001742861
8.46E-08,0.000704481,-0.002118731,0.003433101,-0.00083677
8.47E-08,0.000930979,-0.002083392,0.003427646,-0.001008575
8.48E-08,0.004325038,-0.000861007,0.003345909,-0.00358306
8.48E-08,0.004394178,-0.000820264,0.003327964,-0.003654949
8.49E-08,0.006537799,0.001085272,0.00277161,-0.005883826
8.50E-08,0.007247904,0.003217749,0.001853629,-0.007357144
8.50E-08,0.007270809,0.003273821,0.001824019,-0.007404667
8.51E-08,0.006938051,0.004956212,0.000743401,-0.007852922
8.51E-08,0.006915871,0.005005318,0.000671371,-0.007882802
8.52E-08,0.006119246,0.005717456,-0.000391629,-0.007261646
8.52E-08,0.006036849,0.005667597,-0.000501578,-0.007197398
8.53E-08,0.00517471,0.005202205,-0.001399553,-0.005644826
8.53E-08,0.005051557,0.004985786,-0.001527826,-0.005423048
8.54E-08,0.004198481,0.00352472,-0.002167854,-0.003242519
8.54E-08,0.004040529,0.003146582,-0.002286359,-0.002838781
8.55E-08,0.003013833,0.001180098,-0.002632576,-0.000435175
8.55E-08,0.002776837,0.000729907,-0.002712495,0.000119657
8.56E-08,0.001345871,-0.001145375,-0.00276743,0.002334356
8.56E-08,0.000945235,-0.001527007,-0.00278281,0.002954419
8.57E-08,-0.000940393,-0.002835697,-0.002575811,0.004650687
8.57E-08,-0.001568823,-0.00302546,-0.002506824,0.005216009
8.58E-08,-0.003664473,-0.003571082,-0.002086019,0.006206667
8.58E-08,-0.004484629,-0.003525335,-0.001921332,0.006594372
8.59E-08,-0.006308455,-0.003413524,-0.001349824,0.0068488
8.59E-08,-0.007137385,-0.003192135,-0.001090073,0.006964438
8.60E-08,-0.008167617,-0.002727168,-0.000444398,0.006580026
8.60E-08,-0.008707313,-0.002458712,-0.000106157,0.006378648
8.61E-08,-0.008617857,-0.001970652,0.000528864,0.005527928
8.61E-08,-0.008564179,-0.001778322,0.000909904,0.005017458
8.62E-08,-0.007376777,-0.00147382,0.001450964,0.003893101
8.62E-08,-0.006564436,-0.0013986,0.00182112,0.003123891
8.63E-08,-0.004648108,-0.001294437,0.002192564,0.001901566
8.63E-08,-0.003157579,-0.001260727,0.002481475,0.000950837
8.64E-08,-0.001078438,-0.001219795,0.00263896,-0.000225179
8.64E-08,0.000756129,-0.001067692,0.002777919,-0.001262858
8.65E-08,0.002456155,-0.000905471,0.002717315,-0.002277367
8.65E-08,0.004156411,-0.000482302,0.002656702,-0.003292013
8.66E-08,0.005150493,-8.56E-05,0.002414357,-0.004053799
8.67E-08,0.0062771,0.000646862,0.002139704,-0.004917141
8.67E-08,0.006530365,0.001250064,0.001781593,-0.005359813
8.68E-08,0.006855979,0.002152455,0.00132118,-0.005928942
8.68E-08,0.006572226,0.002804103,0.000925169,-0.006021001
8.69E-08,0.006157462,0.003581268,0.000346319,-0.006155564
8.69E-08,0.005637542,0.004072142,-1.64E-05,-0.005913116
8.70E-08,0.004771071,0.004381382,-0.000620826,-0.005509066
8.70E-08,0.004264103,0.004551479,-0.000899372,-0.005001853
8.71E-08,0.003296345,0.004156039,-0.001431093,-0.004033627
8.71E-08,0.002912977,0.003967754,-0.001604646,-0.003375996
8.72E-08,0.002069486,0.002858253,-0.001986503,-0.001929066
8.72E-08,0.001786374,0.002404302,-0.002058151,-0.001254383
8.73E-08,0.001062971,0.000838626,-0.002241225,0.000469555
8.73E-08,0.000795419,0.000294094,-0.002229848,0.001041336
8.74E-08,-7.38E-06,-0.001282422,-0.002195711,0.002756989
8.74E-08,-0.000318663,-0.001742156,-0.00212709,0.003149049
8.75E-08,-0.001430481,-0.002866942,-0.001881996,0.004549383
8.75E-08,-0.001771246,-0.003136965,-0.001782434,0.004741075
8.76E-08,-0.003247485,-0.003515518,-0.001351117,0.00557151
8.76E-08,-0.003542179,-0.00358831,-0.001243967,0.005593482
8.77E-08,-0.005133782,-0.00321399,-0.000665263,0.005712153
8.77E-08,-0.005303098,-0.003158543,-0.000569169,0.005627002
8.78E-08,-0.006488407,-0.002294769,0.000103541,0.005030898
8.78E-08,-0.006507572,-0.002202228,0.000175649,0.004907809
8.79E-08,-0.006692852,-0.001254633,0.00087279,0.003717771
8.79E-08,-0.006612951,-0.001189291,0.000914898,0.003612069
8.80E-08,-0.005414272,-0.000510065,0.001546615,0.002026307
8.80E-08,-0.005332789,-0.000487427,0.001561498,0.001969526
8.81E-08,-0.002806633,-0.000210955,0.002022912,0.000209213
8.82E-08,0.000393601,-0.000197579,0.002211312,-0.001466727
8.82E-08,0.00049682,-0.000195222,0.002217388,-0.001520782
8.83E-08,0.00340808,-0.000124499,0.002093813,-0.0029067
8.83E-08,0.003602359,-9.72E-05,0.002085567,-0.002999188
8.84E-08,0.005499381,0.000298036,0.001681217,-0.003994171
8.84E-08,0.005695609,0.000380675,0.001639391,-0.004097092
8.85E-08,0.006259187,0.001152091,0.001036852,-0.004629038
8.85E-08,0.006339685,0.001292801,0.000950788,-0.004705018
8.86E-08,0.005726596,0.002242668,0.000265949,-0.004728441
8.87E-08,0.005613022,0.002391346,0.000139082,-0.00473278
8.87E-08,0.004315429,0.003164199,-0.000506375,-0.00424387
8.88E-08,0.00401601,0.003225462,-0.000655314,-0.004131054
8.88E-08,0.002608217,0.003480748,-0.001159334,-0.003190404
8.89E-08,0.002213947,0.003356137,-0.001300491,-0.002926964
8.89E-08,0.001102286,0.002928995,-0.00160842,-0.001672126
8.90E-08,0.000731765,0.002575097,-0.001711054,-0.001253885
8.90E-08,3.04E-05,0.00155745,-0.001811856,0.000112456
8.91E-08,-0.000243988,0.001027003,-0.001851293,0.000647011
8.91E-08,-0.000679228,-0.000269773,-0.0017702,0.00189549
8.92E-08,-0.000877087,-0.000829286,-0.001733336,0.002463047
8.92E-08,-0.001290911,-0.00200413,-0.001516298,0.003391507
8.93E-08,-0.001507653,-0.002403887,-0.001402623,0.003877793
8.93E-08,-0.002063281,-0.003130875,-0.001101095,0.004359639
8.94E-08,-0.002396586,-0.003222084,-0.000920217,0.004648685
8.95E-08,-0.003065057,-0.003366515,-0.000581388,0.004659548
8.95E-08,-0.003522455,-0.003114062,-0.000349545,0.004666981
8.96E-08,-0.004095908,-0.002764529,-1.24E-05,0.004279871
8.96E-08,-0.004541874,-0.00226612,0.000249709,0.003978821
8.97E-08,-0.004752181,-0.001660833,0.000552997,0.003331489
8.97E-08,-0.00493775,-0.001108619,0.000820609,0.002760305
8.98E-08,-0.004609236,-0.000519597,0.001061509,0.002009263
8.98E-08,-0.004280721,-0.000109724,0.001302409,0.001258222
8.99E-08,-0.003435557,0.000274535,0.001455618,0.000538111
8.99E-08,-0.002477843,0.000436934,0.00162923,-0.000277896
9.00E-08,-0.001339768,0.000570695,0.001679464,-0.000876979
9.00E-08,0.000123422,0.000524808,0.001744049,-0.001647201
9.01E-08,0.001222982,0.000491666,0.001690751,-0.002082351
9.01E-08,0.002829948,0.00040079,0.001612859,-0.002718306
9.02E-08,0.003593036,0.000343401,0.001473074,-0.002981451
9.02E-08,0.004864988,0.000401928,0.001240074,-0.003420072
9.03E-08,0.005143039,0.000434121,0.001046199,-0.00352209
9.03E-08,0.005673815,0.000749934,0.00067611,-0.003716832
9.04E-08,0.005505762,0.000900338,0.00046887,-0.003676243
9.04E-08,0.005136091,0.001420773,1.30E-05,-0.003586959
9.05E-08,0.004700698,0.001633657,-0.000168695,-0.003427997
9.05E-08,0.003587924,0.002137289,-0.000633063,-0.003021724
9.06E-08,0.003103952,0.002312496,-0.000762015,-0.002777739
9.07E-08,0.001652297,0.002498953,-0.001148802,-0.002045914
9.07E-08,0.001281191,0.002553331,-0.001216395,-0.001761249
9.08E-08,-4.44E-05,0.002186525,-0.001457841,-0.000744414
9.08E-08,-0.000247683,0.002098506,-0.001470917,-0.000469388
9.09E-08,-0.001128562,0.00114132,-0.001527588,0.000722494
9.09E-08,-0.001201444,0.000957182,-0.001503381,0.000942497
9.10E-08,-0.001594866,-0.000376128,-0.001372709,0.002130095
9.10E-08,-0.001611992,-0.000573639,-0.001331489,0.00226775
9.11E-08,-0.001731896,-0.001880321,-0.001042908,0.003231485
9.11E-08,-0.00174854,-0.002020301,-0.001001854,0.003286568
9.12E-08,-0.001909449,-0.002862186,-0.000604973,0.003819082
9.12E-08,-0.001936338,-0.002920243,-0.000574942,0.003816907
9.13E-08,-0.002339728,-0.003005412,-0.000124424,0.003784273
9.13E-08,-0.002358423,-0.00300825,-0.000109743,0.003764455
9.14E-08,-0.002938046,-0.002320589,0.000345442,0.003150029
9.15E-08,-0.003340606,-0.001166575,0.000751192,0.002096255
9.15E-08,-0.003353591,-0.001128671,0.00076428,0.002062264
9.16E-08,-0.003166469,8.63E-06,0.001073854,0.00082728
9.16E-08,-0.003153996,6.08E-05,0.001094489,0.00074496
9.17E-08,-0.002180136,0.000818067,0.001281525,-0.000440709
9.17E-08,-0.002079407,0.000844405,0.00130087,-0.000563347
9.18E-08,-0.000445561,0.001090242,0.001344833,-0.001529683
