s,D0_U5.87_F_24mA,D0_U9.A8_F_24mA,D0_U1.AA17_F_24mA,D0_U8.G3_F_24mA
9.11E-08,0.002932065,-0.003708921,-0.007228576,0.007064124
9.12E-08,-0.003538696,-0.038037062,-0.00675938,0.037727617
9.12E-08,-0.004569602,-0.040404342,-0.006692762,0.039399128
9.13E-08,-0.020035412,-0.062839873,-0.005693358,0.064475432
9.13E-08,-0.020907098,-0.063587613,-0.005641892,0.064952925
9.14E-08,-0.047933124,-0.067429006,-0.004046213,0.079757214
9.15E-08,-0.079692423,-0.053688612,-0.00184427,0.081937402
9.15E-08,-0.080716848,-0.052938275,-0.001773245,0.082007729
9.16E-08,-0.104052775,-0.030424967,0.000867639,0.073043257
9.16E-08,-0.105608277,-0.028982759,0.001043673,0.072445713
9.17E-08,-0.109077238,-0.008067623,0.003826744,0.055894177
9.17E-08,-0.109436043,-0.006771452,0.004114605,0.054182205
9.18E-08,-0.088266715,0.005327079,0.00654345,0.033848334
9.18E-08,-0.085242763,0.005602632,0.006890401,0.03094372
9.19E-08,-0.044007443,0.007462913,0.008447775,0.009894622
9.19E-08,-0.036372494,0.00663421,0.008736131,0.005997264
9.20E-08,0.012709028,0.0023246,0.009068579,-0.013752644
9.20E-08,0.024038669,0.001419778,0.009145319,-0.018311577
9.21E-08,0.066235788,-0.002349285,0.008194738,-0.035524298
9.21E-08,0.078049958,-0.001667494,0.007928598,-0.040343445
9.22E-08,0.102099515,0.000670497,0.005960582,-0.054011162
9.22E-08,0.110114597,0.004147667,0.005304695,-0.05856625
9.23E-08,0.112316757,0.014145467,0.002819884,-0.067542478
9.23E-08,0.113178596,0.020087374,0.001847424,-0.071055427
9.24E-08,0.097875044,0.034609977,-0.000584078,-0.074117444
9.24E-08,0.090919562,0.040756457,-0.001689198,-0.075509138
9.25E-08,0.067490809,0.053665388,-0.003598075,-0.071823128
9.25E-08,0.055217456,0.056534734,-0.004598057,-0.069892175
9.26E-08,0.033342537,0.061751265,-0.005774935,-0.059613772
9.27E-08,0.020216642,0.058232803,-0.006481113,-0.053446285
9.27E-08,0.005781291,0.052662276,-0.006935,-0.038077269
9.28E-08,-0.004094405,0.041783851,-0.007245519,-0.027562821
9.28E-08,-0.010634993,0.026719611,-0.007134455,-0.009823699
9.29E-08,-0.015722292,0.010623664,-0.007048069,0.003973868
9.29E-08,-0.018109808,-0.008920884,-0.006573543,0.020785792
9.30E-08,-0.020216476,-0.025406448,-0.006154836,0.035620093
9.30E-08,-0.023295814,-0.04298852,-0.00547505,0.048526522
9.31E-08,-0.026375568,-0.054158457,-0.004795173,0.061434694
9.31E-08,-0.032970611,-0.064630367,-0.003991502,0.068585992
9.32E-08,-0.04044487,-0.066351146,-0.003080691,0.076690651
9.32E-08,-0.049809515,-0.067768291,-0.002183088,0.077753641
9.33E-08,-0.061849359,-0.059409816,-0.001029066,0.079120301
9.33E-08,-0.070315853,-0.053373866,-6.96E-05,0.075141892
9.34E-08,-0.082691357,-0.038247392,0.001332948,0.069326632
9.34E-08,-0.085934408,-0.028693195,0.002281499,0.062176816
9.35E-08,-0.091339104,-0.012651083,0.003862304,0.050261315
9.35E-08,-0.086878389,-0.003828874,0.004662665,0.041942433
9.36E-08,-0.078360729,0.007397818,0.00619094,0.026057659
9.36E-08,-0.066954285,0.012742763,0.006702607,0.018149115
9.37E-08,-0.041857634,0.016234739,0.007828385,0.000748612
9.37E-08,-0.027128277,0.017663477,0.007962738,-0.005822896
9.38E-08,0.010507913,0.014685696,0.008306036,-0.022614298
9.38E-08,0.023856359,0.013650043,0.008069361,-0.027500968
9.39E-08,0.063908905,0.008928693,0.007359206,-0.042163618
9.39E-08,0.072276525,0.00755188,0.006856748,-0.045369539
9.40E-08,0.102163456,0.00674604,0.0050621,-0.056820247
9.40E-08,0.104438566,0.006552586,0.004459159,-0.058480363
9.41E-08,0.114294648,0.013060732,0.00184714,-0.065672204
9.41E-08,0.111877948,0.014312195,0.001307972,-0.065972045
9.42E-08,0.098825693,0.027037865,-0.001604001,-0.067591466
9.42E-08,0.094456241,0.028922848,-0.001973321,-0.066815756
9.43E-08,0.063867733,0.042190526,-0.00455876,-0.061385393
9.43E-08,0.060043551,0.043611955,-0.004742338,-0.059985388
9.44E-08,0.023070943,0.049501963,-0.006517194,-0.04644997
9.44E-08,0.02096911,0.049908109,-0.006564382,-0.04502118
9.45E-08,-0.010562914,0.042042993,-0.007272292,-0.02358624
9.45E-08,-0.011171474,0.041780859,-0.007261247,-0.022709019
9.47E-08,-0.030038139,0.018812131,-0.006918815,0.004486695
9.48E-08,-0.036229543,-0.013126842,-0.005788388,0.032400262
9.48E-08,-0.036429238,-0.014122696,-0.005751927,0.033300575
9.49E-08,-0.036827516,-0.044000458,-0.004214743,0.056043539
9.49E-08,-0.036854096,-0.045268498,-0.00411216,0.057561263
9.50E-08,-0.039322577,-0.063636608,-0.002426857,0.071144164
9.50E-08,-0.03957792,-0.063854195,-0.002252529,0.072549187
9.51E-08,-0.047685597,-0.065885328,-0.00053713,0.075102821
9.51E-08,-0.048843659,-0.06397292,-0.00029211,0.075467572
9.52E-08,-0.06002941,-0.05106315,0.001423181,0.067651026
9.52E-08,-0.062100679,-0.046960168,0.001740802,0.066203631
9.53E-08,-0.069380283,-0.025621114,0.003399656,0.0507784
9.53E-08,-0.071059912,-0.020509914,0.003782405,0.047219325
9.54E-08,-0.067152366,0.000788593,0.005228172,0.028026335
9.54E-08,-0.06605801,0.005013312,0.005633077,0.022651104
9.55E-08,-0.047664799,0.019494897,0.006632603,0.003422796
9.55E-08,-0.041534279,0.021257672,0.006965748,-0.002986063
9.56E-08,-0.011541621,0.026326608,0.007279881,-0.019500494
9.56E-08,0.000192433,0.025336739,0.00740278,-0.025961449
9.57E-08,0.033534933,0.022916822,0.006893695,-0.038318992
9.57E-08,0.048692401,0.020462498,0.006662266,-0.043936718
9.58E-08,0.075361386,0.015309,0.00537951,-0.051780991
9.58E-08,0.089329414,0.013628339,0.004707659,-0.055889476
9.59E-08,0.101693563,0.010572262,0.002905041,-0.059432175
9.59E-08,0.109112583,0.011561915,0.001823393,-0.061557945
9.60E-08,0.104975432,0.013128762,-0.00010618,-0.061124567
9.60E-08,0.102144599,0.017036019,-0.001426484,-0.06082803
9.61E-08,0.085166246,0.022445818,-0.003067866,-0.056683555
9.61E-08,0.071962439,0.027329408,-0.004344343,-0.053460464
9.62E-08,0.0495531,0.033260234,-0.005421373,-0.045950182
9.62E-08,0.029779816,0.035627656,-0.006371709,-0.039323352
9.63E-08,0.009630878,0.038152885,-0.006783772,-0.029157858
9.63E-08,-0.01051806,0.034622908,-0.007195835,-0.018992363
9.64E-08,-0.023501787,0.031313527,-0.007018068,-0.007441554
9.64E-08,-0.038214561,0.020526232,-0.006816629,0.005647477
9.65E-08,-0.043249778,0.011641208,-0.006240605,0.016834348
9.65E-08,-0.049723405,-0.004540364,-0.005500028,0.031216975
9.66E-08,-0.049401987,-0.016227594,-0.004745104,0.040194646
9.67E-08,-0.048932243,-0.032955687,-0.003641812,0.05331517
9.67E-08,-0.047071248,-0.043519601,-0.002879805,0.058664314
9.68E-08,-0.043969255,-0.054700144,-0.001609657,0.067580521
9.68E-08,-0.04335567,-0.060849987,-0.000931645,0.068743259
9.69E-08,-0.04218439,-0.061726999,0.000362621,0.070962824
9.69E-08,-0.043353308,-0.062144671,0.000934338,0.068378471
9.70E-08,-0.045924619,-0.051522467,0.002191965,0.062693559
9.70E-08,-0.047425449,-0.047177449,0.002655606,0.057592556
9.71E-08,-0.051261261,-0.028217122,0.003840578,0.044555437
9.71E-08,-0.051011626,-0.021621065,0.004188983,0.038500126
9.72E-08,-0.050262857,-0.000673759,0.005234007,0.020337459
9.72E-08,-0.047067221,0.005435322,0.005446215,0.014728687
9.73E-08,-0.035652261,0.021477791,0.006204231,-0.005306101
9.73E-08,-0.029984938,0.025327317,0.00625939,-0.009585967
9.74E-08,-0.0054245,0.032010268,0.006498429,-0.028133597
9.74E-08,0.000885528,0.0332959,0.006400595,-0.030808337
9.75E-08,0.034947686,0.030489886,0.005872478,-0.045246854
9.75E-08,0.039824992,0.030074215,0.00566684,-0.046512671
9.76E-08,0.073971406,0.021841263,0.004227151,-0.055374742
9.76E-08,0.076286077,0.020959297,0.003991723,-0.05567044
9.77E-08,0.098662883,0.013390514,0.001715741,-0.058529075
9.77E-08,0.098751999,0.012868568,0.001531179,-0.058329731
9.78E-08,0.100088909,0.010889909,-0.001237655,-0.055339128
9.78E-08,0.099376813,0.010823963,-0.001324606,-0.055062216
9.79E-08,0.07729885,0.015501273,-0.004020473,-0.046476774
9.80E-08,0.039044827,0.023001697,-0.00600371,-0.032918271
9.80E-08,0.037810914,0.023127645,-0.006067681,-0.032480929
9.81E-08,-0.002874523,0.026906619,-0.006931109,-0.015190751
9.81E-08,-0.005586495,0.026566433,-0.006988662,-0.014038239
9.82E-08,-0.036944833,0.021632994,-0.006708731,0.00547431
9.82E-08,-0.040188316,0.020069046,-0.006679777,0.007492549
9.83E-08,-0.056118235,0.00547108,-0.005503249,0.026916398
9.83E-08,-0.058393762,0.002427225,-0.005335187,0.02969102
9.84E-08,-0.059837978,-0.018122084,-0.00366017,0.046114851
9.84E-08,-0.060105383,-0.021913338,-0.003350032,0.049155816
9.85E-08,-0.05314739,-0.041629501,-0.001574016,0.059726611
9.85E-08,-0.051541254,-0.0445133,-0.001164053,0.062166702
9.86E-08,-0.043478947,-0.056525841,0.00043522,0.064953066
9.87E-08,-0.041221697,-0.056614559,0.000882978,0.065733179
9.87E-08,-0.036734555,-0.056918781,0.002187331,0.06039343
9.88E-08,-0.035239112,-0.053103857,0.002622037,0.058613833
9.88E-08,-0.034486871,-0.042134922,0.003606605,0.046580244
9.89E-08,-0.034192473,-0.034859043,0.003991927,0.041870762
9.89E-08,-0.033566296,-0.017076083,0.004679692,0.025938248
9.90E-08,-0.033281699,-0.008400656,0.004992282,0.018696908
9.90E-08,-0.028133173,0.009819612,0.005383213,0.002194797
9.91E-08,-0.025436074,0.017004071,0.005588005,-0.006449975
9.91E-08,-0.013176025,0.03006557,0.00563477,-0.020591399
9.92E-08,-0.005819466,0.033336494,0.005662831,-0.029076865
9.92E-08,0.012264266,0.038515117,0.005300556,-0.038995042
9.93E-08,0.024635939,0.037112512,0.005052712,-0.045780394
9.93E-08,0.043710299,0.035170209,0.004262277,-0.050888117
9.94E-08,0.058546424,0.030418618,0.003647473,-0.054860927
9.94E-08,0.072445951,0.024648985,0.002508686,-0.055611134
9.95E-08,0.084710449,0.019331628,0.001503857,-0.056273092
9.95E-08,0.088799246,0.013660599,0.000205946,-0.05366822
9.96E-08,0.092888594,0.010575549,-0.001092141,-0.051062994
9.96E-08,0.086132139,0.007683289,-0.002289634,-0.046179287
9.97E-08,0.078474961,0.008086484,-0.00364677,-0.040644515
9.98E-08,0.063751847,0.008418536,-0.004518209,-0.034364559
9.98E-08,0.044822775,0.011185799,-0.005638593,-0.026290603
9.99E-08,0.027463792,0.013184139,-0.006045305,-0.019290099
9.99E-08,0.002090085,0.015207108,-0.006639798,-0.009057428
1.00E-07,0.002090085,0.016484858,-0.006639798,-0.009057428
