s,D0_U5.87_F_24mA,D0_U9.A8_F_24mA,D0_U1.AA17_F_24mA,D0_U8.G3_F_24mA
2.21E-08,3.765899897,3.484428406,2.777887106,2.709630728
2.21E-08,3.726774931,3.454154968,2.782743692,2.70987916
2.22E-08,3.587049246,3.313690901,2.800087929,2.710766792
2.22E-08,3.539550304,3.279980183,2.802811146,2.71092701
2.23E-08,3.333719254,3.115142584,2.81461215,2.711620808
2.23E-08,3.284834146,3.083439589,2.815622807,2.711707115
2.24E-08,3.020884991,2.904444695,2.821079016,2.712172508
2.24E-08,2.977838755,2.877926111,2.820968151,2.712204218
2.25E-08,2.676521063,2.69205308,2.820192337,2.712426186
2.25E-08,2.644675016,2.67214036,2.8195014,2.712421894
2.26E-08,2.336796284,2.484169483,2.812822104,2.712381363
2.26E-08,2.318132162,2.471203804,2.811995029,2.71235919
2.27E-08,2.038216114,2.285470724,2.799591064,2.712027788
2.27E-08,2.031011343,2.279280186,2.799002886,2.712007046
2.28E-08,1.807639956,2.103417873,2.780770063,2.711366653
2.29E-08,1.662953258,1.956034899,2.757775784,2.710452795
2.30E-08,1.658286452,1.952731729,2.757034063,2.710423231
2.31E-08,1.594034553,1.85362494,2.731396437,2.709321022
2.31E-08,1.589751601,1.850918293,2.729687452,2.709247589
2.32E-08,1.59262085,1.811666846,2.703104258,2.708039761
2.32E-08,1.592917681,1.814314842,2.700354099,2.707914829
2.33E-08,1.648864985,1.839027882,2.674343824,2.706704617
2.33E-08,1.656857729,1.851407766,2.670627832,2.706531763
2.34E-08,1.755811095,1.934970856,2.647268295,2.705430984
2.34E-08,1.77413559,1.959819794,2.642942429,2.705227137
2.35E-08,1.910714269,2.089033365,2.62451911,2.704328775
2.35E-08,1.942234874,2.126621962,2.620267391,2.70412159
2.36E-08,2.112917185,2.283229828,2.608193874,2.703478336
2.36E-08,2.160706758,2.331275225,2.604813337,2.703298092
2.37E-08,2.359259844,2.496008158,2.599431515,2.702921391
2.37E-08,2.425445557,2.550611973,2.597637415,2.702795744
2.38E-08,2.640010595,2.70759511,2.598435163,2.702669859
2.38E-08,2.723965883,2.764669657,2.598747253,2.702620745
2.39E-08,2.936837673,2.90419364,2.604767323,2.70271492
2.39E-08,3.033596277,2.960632324,2.607503653,2.702757597
2.40E-08,3.223739147,3.079152584,2.617420435,2.703031301
2.40E-08,3.323342323,3.132750273,2.622615099,2.703174591
2.41E-08,3.471973896,3.230196953,2.635117769,2.703587294
2.41E-08,3.561151266,3.278622627,2.642619133,2.703835011
2.42E-08,3.656721354,3.355298281,2.656562805,2.704352617
2.42E-08,3.72211194,3.394891262,2.666103125,2.704706669
2.43E-08,3.762700319,3.4497118,2.680603266,2.705298662
2.43E-08,3.794268847,3.474882603,2.69188118,2.705759048
2.44E-08,3.786716461,3.505446434,2.706087589,2.706390142
2.44E-08,3.780052423,3.508997917,2.718622923,2.70694685
2.45E-08,3.736462831,3.512786388,2.73166132,2.707570791
2.45E-08,3.692874908,3.487356186,2.74469924,2.708194733
2.46E-08,3.626235723,3.463515282,2.755922556,2.7087605
2.46E-08,3.550709724,3.404008627,2.768642664,2.709401846
2.47E-08,3.471422911,3.355003595,2.777377367,2.70986557
2.47E-08,3.36948514,3.261202335,2.788607597,2.710461617
2.48E-08,3.284135103,3.193454742,2.79436326,2.710793495
2.48E-08,3.159394264,3.07137084,2.802775145,2.711278439
2.49E-08,3.071723938,2.994267225,2.805351734,2.711467505
2.50E-08,2.925600052,2.855245113,2.809646368,2.711782694
2.50E-08,2.838639975,2.778785944,2.809337378,2.711837053
2.51E-08,2.672624588,2.636548281,2.808747768,2.711940527
2.51E-08,2.590455294,2.568815708,2.806154013,2.711884499
2.52E-08,2.40967989,2.436150074,2.800447702,2.711761475
2.52E-08,2.337842941,2.381877899,2.796303034,2.711629629
2.53E-08,2.154260159,2.268200636,2.78571105,2.711292505
2.53E-08,2.098242998,2.228662729,2.78081274,2.71111846
2.54E-08,1.930183768,2.139255762,2.766116858,2.710595846
2.54E-08,1.893657565,2.113177538,2.76117897,2.710406065
2.55E-08,1.763213038,2.049886942,2.743544817,2.709727764
2.55E-08,1.74658072,2.034697533,2.739055157,2.709542036
2.56E-08,1.674506187,1.998096466,2.719600201,2.708736897
2.56E-08,1.674450278,1.991057754,2.715842009,2.708570004
2.57E-08,1.674148202,1.983250141,2.695548058,2.707668781
2.57E-08,1.684652686,1.982093453,2.692625523,2.707532167
2.58E-08,1.758182645,2.008224964,2.672167778,2.706575394
2.58E-08,1.772468328,2.011024475,2.670154095,2.706475973
2.59E-08,1.910578966,2.078058243,2.650686026,2.705515862
2.59E-08,1.922978044,2.082681894,2.649550915,2.705456257
2.60E-08,2.108933449,2.195908308,2.632525921,2.704560518
2.60E-08,2.115881681,2.199682236,2.632106066,2.704536438
2.61E-08,2.331302643,2.358773232,2.619086504,2.703790903
2.62E-08,2.554015398,2.549304485,2.611974001,2.70330286
2.62E-08,2.56119895,2.555911303,2.611744642,2.703287125
2.63E-08,2.775524616,2.754139423,2.611568451,2.703115702
2.63E-08,2.789811134,2.766946316,2.611556768,2.703104258
2.64E-08,2.991385221,2.952666759,2.618177652,2.703242064
2.64E-08,3.012239218,2.969367981,2.618862629,2.703256369
2.65E-08,3.19654417,3.12523365,2.631268263,2.703657627
2.65E-08,3.222874403,3.142311573,2.633040667,2.703714848
2.66E-08,3.381932497,3.257585049,2.649587154,2.704311848
2.66E-08,3.411387444,3.271434546,2.65265131,2.704422474
2.67E-08,3.533404827,3.343451738,2.671438456,2.705139875
2.67E-08,3.561564684,3.351308584,2.675774336,2.705305576
2.68E-08,3.634016037,3.384043694,2.694946527,2.706073284
2.68E-08,3.654301643,3.384214163,2.700314522,2.706288099
2.69E-08,3.668597937,3.384799004,2.718069315,2.707048655
2.70E-08,3.673363447,3.376209974,2.723987579,2.707302094
2.70E-08,3.628919363,3.3515172,2.73931241,2.708015919
2.71E-08,3.61152935,3.333019733,2.745308876,2.708295345
2.71E-08,3.517001867,3.287801027,2.757857561,2.708935022
2.72E-08,3.474035501,3.257714272,2.763561487,2.709225893
2.72E-08,3.345401525,3.194532394,2.773162365,2.709768057
2.73E-08,3.278018951,3.150818825,2.778191566,2.710052013
2.73E-08,3.134168148,3.071342945,2.784701824,2.710470438
2.74E-08,3.047859192,3.012612581,2.788608074,2.710721493
2.74E-08,2.905807495,2.919620514,2.791872501,2.710992098
2.75E-08,2.808613062,2.846557617,2.794106245,2.711177111
2.75E-08,2.680041313,2.745393991,2.794054031,2.711284161
2.76E-08,2.580041409,2.662050962,2.794013262,2.711367607
2.76E-08,2.470542431,2.56085062,2.79076457,2.711311102
2.77E-08,2.373924255,2.474874973,2.787898064,2.711261272
2.77E-08,2.284686327,2.383165359,2.781864405,2.711058855
2.78E-08,2.195451498,2.304564953,2.775830984,2.710856676
2.78E-08,2.125607252,2.230876684,2.767727137,2.710543394
2.79E-08,2.046449184,2.169792175,2.758542538,2.710188389
2.79E-08,1.995687723,2.119487762,2.749311209,2.70980978
2.80E-08,1.930424571,2.083683968,2.737442493,2.709323168
2.80E-08,1.900003314,2.057824612,2.728112936,2.708927393
2.81E-08,1.855542064,2.051041603,2.714477777,2.708348989
2.82E-08,1.84726131,2.046757698,2.705933094,2.707975388
2.82E-08,1.833459377,2.068473577,2.69169116,2.7073524
2.83E-08,1.847775221,2.080416918,2.684440613,2.70702672
2.83E-08,1.875105619,2.127042055,2.670598507,2.706405163
2.84E-08,1.909510016,2.149244785,2.665029049,2.70614028
2.84E-08,1.985200763,2.216264486,2.652775764,2.705557823
2.85E-08,2.033814907,2.243681669,2.64896512,2.705357075
2.85E-08,2.158047438,2.327728271,2.63922739,2.704844475
2.86E-08,2.212692499,2.356963158,2.637025356,2.704706192
2.86E-08,2.376624346,2.456602335,2.630419254,2.704291582
2.87E-08,2.429051876,2.485664845,2.629566431,2.704211473
2.87E-08,2.616284609,2.600487947,2.626520395,2.703925371
2.88E-08,2.660358191,2.628045082,2.626723766,2.703896761
2.88E-08,2.85134697,2.756281614,2.627605438,2.70377326
2.89E-08,2.88400197,2.780942678,2.628563643,2.703787088
2.90E-08,3.06034112,2.917177916,2.633737803,2.703861475
2.90E-08,3.081571102,2.93736124,2.635128975,2.70390439
2.91E-08,3.230178356,3.071324348,2.644867182,2.704204559
2.91E-08,3.24202466,3.085675955,2.646346807,2.704259634
2.92E-08,3.356552124,3.20314002,2.660651684,2.704792976
2.92E-08,3.36181426,3.211242199,2.661875725,2.704842567
2.93E-08,3.440732002,3.296768427,2.680235147,2.705585718
2.93E-08,3.442115307,3.299618959,2.680919647,2.705614805
2.94E-08,3.485002518,3.340474367,2.702139854,2.706512928
2.95E-08,3.488742352,3.330353975,2.7234478,2.707457066
2.95E-08,3.488862991,3.328520775,2.72413516,2.707487583
2.96E-08,3.45076251,3.273516178,2.743008852,2.708364248
2.96E-08,3.44822216,3.267491102,2.744267225,2.708422661
2.97E-08,3.366239309,3.180140734,2.75945425,2.709167242
2.97E-08,3.357757807,3.168789148,2.761025429,2.709244251
2.98E-08,3.233267546,3.062850714,2.771754503,2.709820747
2.98E-08,3.215482473,3.046106815,2.773287296,2.70990324
2.99E-08,3.056390524,2.933087826,2.779371738,2.710300446
2.99E-08,3.026932478,2.911453962,2.780498266,2.710373878
3.00E-08,2.806966782,2.772978306,2.78265667,2.710649014
3.01E-08,2.628000498,2.664799452,2.780672312,2.71070981
3.01E-08,2.577886581,2.635059595,2.780116558,2.710726738
3.02E-08,2.417943954,2.533095837,2.77502203,2.710634947
3.02E-08,2.364636898,2.500527382,2.773324013,2.710604429
3.03E-08,2.238373756,2.406879902,2.765690088,2.710371256
3.03E-08,2.188967466,2.373561621,2.762702942,2.710279942
3.04E-08,2.102921486,2.292118788,2.75306201,2.709920406
3.04E-08,2.063809156,2.261842489,2.748679876,2.70975709
3.05E-08,2.01692152,2.198262453,2.737609625,2.70929718
3.05E-08,1.992361426,2.176329613,2.731811047,2.709056139
3.06E-08,1.978721738,2.136451006,2.720026493,2.708533049
3.06E-08,1.970537305,2.128684044,2.712955236,2.70821929
3.07E-08,1.982778549,2.116387129,2.70128727,2.707680941
3.07E-08,1.991153955,2.127547503,2.693304062,2.707312584
3.08E-08,2.023273945,2.14300108,2.68252039,2.706809044
3.08E-08,2.048254967,2.175260067,2.674133539,2.706417561
3.09E-08,2.096670628,2.214433432,2.665204048,2.705991268
3.10E-08,2.139391184,2.266526222,2.657324791,2.705615282
3.10E-08,2.202059746,2.322087526,2.650952816,2.705293894
3.11E-08,2.264732599,2.389563084,2.644580603,2.704972506
3.11E-08,2.339180231,2.452822208,2.641027451,2.704765558
3.12E-08,2.423547268,2.529349804,2.637000799,2.704531193
3.12E-08,2.505522013,2.592378378,2.636111736,2.704432726
3.13E-08,2.610914707,2.671633244,2.634968519,2.704306126
3.13E-08,2.693764687,2.728870869,2.636288881,2.704299927
3.14E-08,2.814857006,2.806031704,2.638218641,2.704290867
3.14E-08,2.890444517,2.854763746,2.641150236,2.70435667
3.15E-08,3.016426086,2.926977634,2.646036386,2.704466343
3.15E-08,3.07732749,2.966694832,2.649973154,2.704585075
3.16E-08,3.193600655,3.032287598,2.657489061,2.704811573
3.16E-08,3.235227108,3.06352067,2.661924839,2.704967022
3.17E-08,3.326804161,3.120447159,2.671683311,2.705308676
3.17E-08,3.348462582,3.143735647,2.676231623,2.705486298
3.18E-08,3.403810263,3.188165665,2.687854767,2.705940008
3.18E-08,3.408401489,3.203620195,2.692200899,2.706125259
3.19E-08,3.422174692,3.229430914,2.705239534,2.706680775
3.19E-08,3.414739847,3.236958027,2.709066391,2.70685792
3.20E-08,3.388183117,3.236650467,2.722735167,2.707490444
3.20E-08,3.37409544,3.236576796,2.725862503,2.707644224
3.21E-08,3.313040733,3.20358634,2.739416599,2.708310366
3.21E-08,3.296642065,3.197241306,2.741721869,2.708429098
3.22E-08,3.208100796,3.128664017,2.754168749,2.709070444
3.22E-08,3.192262173,3.118502378,2.755613565,2.709149122
3.23E-08,3.081408739,3.017031908,2.765724897,2.709700108
3.23E-08,3.067870617,3.006161451,2.766401291,2.709741592
3.24E-08,2.936988592,2.880380392,2.772941113,2.710141897
3.24E-08,2.926990986,2.871706724,2.773075819,2.710155725
3.25E-08,2.777010441,2.734273195,2.77509594,2.710361958
3.25E-08,2.771644115,2.729687691,2.775001526,2.710361719
3.26E-08,2.605449915,2.594195366,2.772076845,2.710355997
3.27E-08,2.436643839,2.47586751,2.764625788,2.710151434
3.27E-08,2.431199074,2.472787857,2.764385462,2.710144758
3.28E-08,2.279146433,2.380388975,2.753711224,2.709787607
3.28E-08,2.269010782,2.375785351,2.752999783,2.709763765
3.29E-08,2.149168253,2.30902648,2.740396261,2.709299564
3.30E-08,2.136767626,2.304349899,2.739092112,2.709251642
3.30E-08,2.061398745,2.260713339,2.725693703,2.708718777
3.31E-08,2.050632954,2.257324457,2.723779917,2.708642721
3.31E-08,2.02566123,2.234446526,2.710463285,2.708072186
3.32E-08,2.02103734,2.233911514,2.707997561,2.707966566
3.33E-08,2.044160604,2.231129408,2.695355892,2.707386255
3.33E-08,2.049497128,2.235497713,2.692438364,2.707252264
3.34E-08,2.111217499,2.25369668,2.680804729,2.70669198
3.34E-08,2.128500223,2.265400887,2.677547216,2.706535101
3.35E-08,2.215502501,2.305528641,2.667581797,2.706028223
3.35E-08,2.244499207,2.326779604,2.664260387,2.705859423
3.36E-08,2.343530893,2.387884855,2.656576872,2.705442429
3.36E-08,2.382281542,2.419740677,2.653570414,2.70527935
3.37E-08,2.483625889,2.497608423,2.648692369,2.704984426
3.37E-08,2.529691935,2.539130449,2.646475077,2.704850435
3.38E-08,2.62799859,2.626326084,2.64473176,2.704698086
3.38E-08,2.679492474,2.67434454,2.643818617,2.704618216
3.39E-08,2.772284746,2.761651516,2.645228148,2.704610109
3.39E-08,2.827964067,2.811202526,2.646074057,2.704605103
3.40E-08,2.913544178,2.889653206,2.650274277,2.70472455
3.40E-08,2.972097158,2.935124397,2.653148174,2.704806089
3.41E-08,3.047702312,2.998086691,2.659440041,2.705022573
3.41E-08,3.106503963,3.034613609,2.664333344,2.705191135
3.42E-08,3.167688847,3.078970194,2.671849728,2.70546937
3.42E-08,3.22167635,3.103485584,2.678482056,2.705714941
3.43E-08,3.263315439,3.129633427,2.686355114,2.70602107
3.43E-08,3.30495739,3.141065359,2.694228649,2.706327438
3.44E-08,3.323174,3.151782274,2.701678038,2.70663476
3.44E-08,3.343820572,3.150359392,2.710121393,2.706982851
3.45E-08,3.337854624,3.149187565,2.716585875,2.707272053
3.45E-08,3.33018446,3.135276794,2.724896908,2.707643986
3.46E-08,3.303165436,3.125230551,2.730209827,2.707902908
3.46E-08,3.263674736,3.098415375,2.737975359,2.708281279
3.47E-08,3.221959829,3.081480026,2.742084503,2.708500862
3.47E-08,3.152433634,3.040332794,2.748933315,2.708867073
3.48E-08,3.10381484,3.017702103,2.7518363,2.709039927
3.48E-08,3.010991812,2.96058917,2.757378578,2.709369898
3.49E-08,2.962604046,2.933393717,2.759089231,2.709489107
3.50E-08,2.856151819,2.860001802,2.762852907,2.709751606
3.50E-08,2.812968254,2.829977036,2.763417959,2.70981431
3.51E-08,2.702612877,2.742841959,2.764862061,2.709974527
3.51E-08,2.667000055,2.712532759,2.76439333,2.709982872
3.52E-08,2.560161591,2.617863655,2.762987375,2.710008383
3.52E-08,2.532450199,2.590255499,2.761692047,2.709971905
3.53E-08,2.433468342,2.497416258,2.757065535,2.709841728
3.53E-08,2.413012266,2.475137711,2.755246639,2.709775209
3.54E-08,2.324357986,2.394757748,2.747364283,2.709486485
3.54E-08,2.310363531,2.379298687,2.745373487,2.709407091
3.55E-08,2.234804392,2.32078433,2.734624386,2.708978415
3.55E-08,2.226588488,2.312113762,2.732795954,2.708902359
3.56E-08,2.169086695,2.281430006,2.71999979,2.708369732
3.56E-08,2.165831327,2.278142929,2.718580008,2.708308697
3.57E-08,2.134358644,2.276762962,2.70485425,2.707718611
3.57E-08,2.134640455,2.276667833,2.703950882,2.707678556
3.58E-08,2.138867378,2.302109957,2.690397739,2.707077026
3.58E-08,2.140412807,2.302958965,2.689995289,2.70705843
3.59E-08,2.188271523,2.350605011,2.677531242,2.706485033
3.60E-08,2.279201746,2.413908482,2.667467117,2.705984592
3.60E-08,2.282134771,2.416338921,2.667142391,2.70596838
3.61E-08,2.404221296,2.489257813,2.660155773,2.705572844
3.61E-08,2.412359476,2.494786739,2.659690142,2.705546379
3.62E-08,2.550503731,2.574963331,2.655772209,2.705264568
3.62E-08,2.564798117,2.584157228,2.655366898,2.705235481
3.63E-08,2.702721119,2.669945478,2.65439868,2.705078125
3.63E-08,2.722422123,2.683082819,2.654260397,2.705055714
3.64E-08,2.846317768,2.771771193,2.656116247,2.705031157
3.64E-08,2.869258642,2.788430929,2.656459808,2.705026627
3.65E-08,2.970640898,2.875071764,2.660972118,2.705137491
3.65E-08,2.994038105,2.893721104,2.662013531,2.705163002
3.66E-08,3.070211172,2.971419096,2.668888807,2.705400944
3.66E-08,3.091541052,2.989323378,2.670814037,2.705467463
3.67E-08,3.143901587,3.050708294,2.67956543,2.705809832
3.67E-08,3.161352634,3.064374924,2.682482243,2.705923796
3.68E-08,3.192719936,3.103672028,2.692378759,2.706334114
3.69E-08,3.204993963,3.109680176,2.696251154,2.70649457
3.69E-08,3.217344522,3.12436676,2.706284285,2.706928968
3.70E-08,3.222958565,3.120287895,2.710844994,2.707126379
3.70E-08,3.216570377,3.111722469,2.720013857,2.707542181
3.71E-08,3.213224173,3.096773624,2.724816561,2.707759857
3.71E-08,3.187439919,3.069593906,2.732472658,2.708123207
3.72E-08,3.171968222,3.044693708,2.737066507,2.70834136
3.72E-08,3.126958609,3.005270958,2.742787123,2.708632231
3.73E-08,3.096163511,2.972456217,2.746701002,2.70883131
3.73E-08,3.034605742,2.927018642,2.750345707,2.709042072
3.74E-08,2.986729383,2.888560057,2.753180265,2.709206104
3.74E-08,2.914419651,2.84185791,2.754858017,2.709338903
3.75E-08,2.850615978,2.799495697,2.756338596,2.709455967
3.75E-08,2.77564621,2.754312754,2.756322384,2.709516764
3.76E-08,2.700671434,2.709055662,2.756305933,2.709577799
3.76E-08,2.631513834,2.666629791,2.754917622,2.709574223
3.77E-08,2.553130865,2.619251966,2.753344297,2.709569931
3.77E-08,2.496516466,2.580233812,2.75088644,2.709508419
3.78E-08,2.423728943,2.53220439,2.747726679,2.709429502
3.78E-08,2.383246899,2.497517824,2.744469404,2.709318161
3.79E-08,2.324079275,2.451894283,2.739708662,2.709155321
3.79E-08,2.299830675,2.423080206,2.73590827,2.709004641
3.80E-08,2.259415627,2.384791851,2.729573965,2.708753347
3.80E-08,2.248899221,2.36373353,2.725515127,2.708578348
3.81E-08,2.228821516,2.338883877,2.717765808,2.708244085
3.81E-08,2.228549242,2.327051401,2.71377039,2.708062887
3.82E-08,2.227950573,2.321412325,2.704980612,2.707664013
3.82E-08,2.234775543,2.319105387,2.701358557,2.707495213
3.83E-08,2.252217054,2.336336613,2.692102194,2.707063675
3.84E-08,2.263936281,2.342330217,2.689098835,2.706922293
3.84E-08,2.29909277,2.3826437,2.680088997,2.706498384
3.85E-08,2.31426549,2.394402504,2.677927971,2.706393242
3.85E-08,2.368452787,2.454310894,2.6702106,2.706017971
3.86E-08,2.385798454,2.468687057,2.668936968,2.705950499
3.86E-08,2.460972071,2.541921854,2.663416862,2.705658436
3.87E-08,2.478866339,2.55600667,2.662914038,2.705623865
3.87E-08,2.575482607,2.635361671,2.660198689,2.705437422
3.88E-08,2.591831684,2.647120237,2.66024518,2.70542717
3.89E-08,2.706257105,2.726460457,2.660569906,2.705356121
3.89E-08,2.719019413,2.734960318,2.660907984,2.705360651
3.90E-08,2.842402458,2.810297012,2.664176226,2.705404997
3.90E-08,2.85035038,2.815492153,2.664568663,2.705415487
3.91E-08,2.96958065,2.884872437,2.670457602,2.705571175
3.91E-08,2.972828388,2.887187481,2.670719147,2.705579758
3.92E-08,3.073406935,2.94948864,2.678817272,2.705842972
3.93E-08,3.140986681,3.001084089,2.688435316,2.706199408
3.93E-08,3.143166542,3.002303362,2.688745499,2.706210852
3.94E-08,3.172357559,3.038883209,2.699099779,2.706634521
3.94E-08,3.174303532,3.040127993,2.699790001,2.706662655
3.95E-08,3.169233561,3.058179617,2.710217953,2.707128525
3.95E-08,3.16870904,3.057779074,2.711297035,2.707176685
3.96E-08,3.137273073,3.054042101,2.721223831,2.707652092
3.96E-08,3.132782698,3.050091028,2.722641706,2.707720041
3.97E-08,3.083416939,3.023418665,2.73151803,2.708166122
3.97E-08,3.074276209,3.014302731,2.733161688,2.708248615
3.98E-08,3.013448238,2.966894627,2.74035573,2.708626747
3.98E-08,2.999410152,2.951882839,2.742016077,2.708714008
3.99E-08,2.930790186,2.889340162,2.746971607,2.708993912
3.99E-08,2.911575317,2.868971348,2.748359203,2.709072351
4.00E-08,2.836957216,2.7991395,2.750747681,2.709237814
4.00E-08,2.812083244,2.775136948,2.75154376,2.709293127
4.01E-08,2.733277082,2.706129551,2.751366854,2.709344625
4.01E-08,2.7024405,2.680901289,2.751297474,2.709364653
4.02E-08,2.6229527,2.619233608,2.748871326,2.709315777
4.02E-08,2.586821556,2.595170021,2.747768402,2.709293604
4.03E-08,2.512377739,2.544636726,2.743638754,2.709166527
4.03E-08,2.473383427,2.523523331,2.741475582,2.709100008
4.04E-08,2.411021948,2.48513484,2.736274242,2.708917856
4.04E-08,2.37360239,2.467999697,2.733153105,2.708808661
4.05E-08,2.329731703,2.440870762,2.727454662,2.708591461
4.05E-08,2.299715757,2.428322315,2.723556042,2.708442688
4.06E-08,2.277925014,2.410946846,2.717811823,2.708205938
4.06E-08,2.260977507,2.403792858,2.713344336,2.708021879
4.07E-08,2.261018991,2.395105362,2.707870483,2.707778215
4.07E-08,2.26105547,2.394864559,2.7030406,2.7075634
4.08E-08,2.279167652,2.394607544,2.698027134,2.707325697
4.09E-08,2.297281265,2.403546095,2.69301343,2.707087755
4.09E-08,2.327591419,2.411925554,2.688610792,2.706869364
4.10E-08,2.361944675,2.432455063,2.683620691,2.706621885
4.10E-08,2.398372173,2.449362278,2.680087805,2.706437349
4.11E-08,2.445206165,2.482992411,2.675545454,2.706199884
4.11E-08,2.483043909,2.507280111,2.673087835,2.70606184
4.12E-08,2.538347006,2.55352807,2.669495821,2.7058599
4.12E-08,2.574740171,2.582736731,2.668232679,2.705776215
4.13E-08,2.635396481,2.638615847,2.666127205,2.70563674
4.13E-08,2.669032335,2.669348955,2.666048765,2.705607891
4.14E-08,2.733249664,2.72964716,2.665899038,2.705552816
4.14E-08,2.763537407,2.758359194,2.66685009,2.705572128
4.15E-08,2.830169678,2.816704512,2.66894269,2.705614328
4.15E-08,2.856423616,2.840573549,2.670641661,2.705668688
4.16E-08,2.92351532,2.890955448,2.674983025,2.705807924
4.16E-08,2.944653988,2.908480167,2.677081823,2.705883026
4.17E-08,3.008067369,2.946620464,2.683377504,2.706107855
4.17E-08,3.022902489,2.957745552,2.68554163,2.706189632
4.18E-08,3.075884104,2.981725931,2.693270206,2.706481934
4.18E-08,3.083777666,2.987480402,2.695230007,2.706560135
4.19E-08,3.117986917,2.997421503,2.703723192,2.706898928
4.19E-08,3.119416714,2.999333382,2.705294847,2.706966639
4.20E-08,3.127135992,2.996265173,2.713781357,2.707332134
4.20E-08,3.123808861,2.995810509,2.714928865,2.707385778
4.21E-08,3.100522518,2.980401278,2.722959995,2.707761288
4.21E-08,3.094950676,2.978750467,2.723707676,2.707799435
4.22E-08,3.041082382,2.950541496,2.730937004,2.70816803
4.22E-08,3.035820007,2.948596239,2.731343508,2.708190918
4.23E-08,2.956874132,2.906168938,2.737441778,2.70853281
4.23E-08,2.953803778,2.904753208,2.737589836,2.708542109
4.24E-08,2.858713388,2.846886635,2.74217844,2.708831787
4.25E-08,2.760329485,2.776404381,2.744723558,2.709032059
4.25E-08,2.757156134,2.773856163,2.744805574,2.709038496
4.26E-08,2.666116238,2.697403193,2.744975567,2.709122896
4.26E-08,2.660047531,2.692193985,2.744986773,2.709128618
4.27E-08,2.579948902,2.616653442,2.742727995,2.709091187
4.27E-08,2.571660757,2.609465837,2.742494345,2.709087372
4.28E-08,2.50333643,2.54239893,2.737995863,2.708936453
4.29E-08,2.493577003,2.534666061,2.737353325,2.708914995
4.29E-08,2.437177896,2.482463598,2.731072187,2.708673477
4.30E-08,2.426734924,2.475996494,2.729909182,2.708628654
4.30E-08,2.383398771,2.442363024,2.722519398,2.70832777
4.31E-08,2.373397589,2.438841581,2.72081399,2.70825839
4.31E-08,2.345782995,2.424170017,2.713089228,2.707932711
4.32E-08,2.338050365,2.424718142,2.710926056,2.707841396
4.32E-08,2.329322815,2.42659688,2.703588486,2.7075212
4.33E-08,2.326413393,2.431639194,2.70114255,2.707414389
4.33E-08,2.33864665,2.446135998,2.694673061,2.707121134
4.34E-08,2.34343338,2.455582857,2.692141533,2.707006454
4.35E-08,2.376037359,2.478674412,2.686850071,2.706753969
4.35E-08,2.390857458,2.492310524,2.684444666,2.706639051
4.36E-08,2.439975023,2.520946264,2.680542231,2.706433535
4.36E-08,2.465703249,2.538756609,2.678498268,2.706325769
4.37E-08,2.524801493,2.571139574,2.676007986,2.706171274
4.37E-08,2.560263157,2.593360424,2.674513817,2.706078529
4.38E-08,2.621655941,2.628541231,2.673372984,2.705978394
4.38E-08,2.663660049,2.655333757,2.672592402,2.705909967
4.39E-08,2.720453024,2.692432404,2.672716379,2.705867529
4.39E-08,2.764623404,2.723286152,2.672812939,2.705834389
4.40E-08,2.812225342,2.760753393,2.674110651,2.70585084
4.40E-08,2.854227781,2.793912888,2.675255775,2.705865145
4.41E-08,2.890821934,2.829280376,2.677594185,2.705936909
4.41E-08,2.927418709,2.861584663,2.679932594,2.706008911
4.42E-08,2.953390598,2.891867876,2.683103085,2.706127167
4.42E-08,2.982827187,2.919165373,2.686696529,2.706261158
4.43E-08,2.999593735,2.941646338,2.690401316,2.706410885
4.43E-08,3.021149874,2.959732771,2.695164204,2.706603527
4.44E-08,3.03004241,2.972794771,2.69901228,2.706766367
4.44E-08,3.043039322,2.978504181,2.704636574,2.707004309
4.45E-08,3.044755936,2.982110023,2.708191872,2.70716238
4.45E-08,3.047617197,2.974154234,2.714117527,2.707425594
4.46E-08,3.042376757,2.969778776,2.717115641,2.707564354
4.46E-08,3.032372236,2.948984861,2.722839117,2.707828999
4.47E-08,3.020540714,2.939081907,2.72511363,2.707939863
4.47E-08,2.994514227,2.907892942,2.730117083,2.708184004
4.48E-08,2.977242231,2.895133495,2.731624842,2.708264828
4.49E-08,2.933103561,2.856604338,2.735477924,2.70847106
4.49E-08,2.912548065,2.843202353,2.736284018,2.708523273
4.50E-08,2.850884199,2.800002575,2.738702297,2.708679914
4.50E-08,2.829877377,2.787401915,2.738941431,2.708707571
4.51E-08,2.754854441,2.741193295,2.739795923,2.708806753
4.51E-08,2.736168146,2.730104685,2.739626646,2.708814859
4.52E-08,2.655184031,2.681710958,2.73889327,2.708849669
4.52E-08,2.640752792,2.672403574,2.738465309,2.708842754
4.53E-08,2.562835217,2.622623205,2.736154795,2.708805799
4.53E-08,2.553338528,2.615247011,2.735601902,2.70878911
4.54E-08,2.486872196,2.565897703,2.731732845,2.708672762
4.54E-08,2.481781244,2.560610771,2.731174707,2.70865202
4.55E-08,2.432563305,2.515243292,2.72577858,2.708450794
4.55E-08,2.430587053,2.512114763,2.725324631,2.708431959
4.56E-08,2.400941849,2.475899935,2.718514204,2.708148479
4.56E-08,2.400599957,2.474692822,2.718258142,2.708137035
4.57E-08,2.389997244,2.453393221,2.71031642,2.707784891
4.58E-08,2.396478176,2.451841354,2.702016592,2.707402229
