s,D0_U5.87_S_16mA,D0_U9.A8_S_16mA,D0_U1.AA17_S_16mA,D0_U8.G3_S_16mA
4.59E-08,2.663609266,2.684502363,2.72026515,2.704846144
4.59E-08,2.661416769,2.682995796,2.720197201,2.704846621
4.60E-08,2.63496542,2.661147594,2.718342781,2.704819202
4.60E-08,2.632228374,2.659046173,2.718150854,2.704816341
4.61E-08,2.613090754,2.639437675,2.715572119,2.704756021
4.61E-08,2.610357046,2.637148619,2.715203762,2.704747438
4.62E-08,2.598061323,2.621694803,2.712053537,2.704658508
4.62E-08,2.595784664,2.619835377,2.711470127,2.704642057
4.63E-08,2.589257717,2.610165358,2.707969427,2.704533577
4.63E-08,2.587751389,2.609429359,2.707161427,2.704508543
4.64E-08,2.586071968,2.606363297,2.703594446,2.704392195
4.64E-08,2.585601807,2.607321739,2.702595711,2.704359531
4.65E-08,2.588409424,2.610607624,2.699266195,2.704246521
4.65E-08,2.589345455,2.613531351,2.698156357,2.704208851
4.66E-08,2.596760035,2.621937037,2.695305824,2.70410943
4.66E-08,2.59966135,2.626732349,2.694190264,2.704070568
4.67E-08,2.611819744,2.63845396,2.692042828,2.703990698
4.67E-08,2.617346287,2.644739151,2.691066742,2.70395422
4.68E-08,2.633850813,2.657937765,2.689735651,2.703896284
4.69E-08,2.642495871,2.665224075,2.689038515,2.703866005
4.69E-08,2.662083864,2.678472281,2.688511372,2.703829765
4.70E-08,2.673837662,2.686358929,2.68819499,2.703807831
4.70E-08,2.694466591,2.698845387,2.688369513,2.703791142
4.71E-08,2.708580732,2.707112789,2.688488722,2.703779697
4.71E-08,2.72788763,2.718560219,2.689221144,2.70378089
4.72E-08,2.742903471,2.727101564,2.689790726,2.703781605
4.72E-08,2.758838654,2.737473726,2.690936327,2.703798294
4.73E-08,2.772899389,2.746100664,2.691946983,2.703812838
4.73E-08,2.784243584,2.755301952,2.693379402,2.703843355
4.74E-08,2.795588732,2.763526678,2.694812059,2.703873873
4.74E-08,2.802142143,2.771236897,2.696426153,2.703916073
4.75E-08,2.809569597,2.778165817,2.698255777,2.703963757
4.75E-08,2.811971426,2.783872128,2.699942589,2.704014301
4.76E-08,2.815059423,2.78829813,2.702111006,2.704079151
4.76E-08,2.814366102,2.791494846,2.703743458,2.704133272
4.77E-08,2.813353062,2.792183399,2.706129313,2.704212189
4.77E-08,2.810589075,2.792618275,2.707606792,2.704264402
4.78E-08,2.805982351,2.788704157,2.710069418,2.704351664
4.78E-08,2.801860809,2.786551476,2.711292744,2.704397202
4.79E-08,2.793992519,2.777877569,2.713628054,2.704484224
4.79E-08,2.788891315,2.773747206,2.714521408,2.704519749
4.80E-08,2.777668476,2.760989428,2.716487169,2.704597712
4.80E-08,2.771805525,2.755770445,2.717020035,2.704621553
4.81E-08,2.756822586,2.740284204,2.718381643,2.704682827
4.81E-08,2.750484943,2.734897614,2.718575954,2.70469594
4.82E-08,2.731472492,2.718312263,2.719158411,2.704735279
4.82E-08,2.725142479,2.713474512,2.719081402,2.704739332
4.83E-08,2.702535391,2.697232723,2.718806267,2.704754114
4.83E-08,2.696841717,2.693335056,2.718550205,2.704751968
4.84E-08,2.672165871,2.67837882,2.717440128,2.704742432
4.84E-08,2.667689323,2.6755023,2.717099667,2.704736471
4.85E-08,2.643518925,2.66222477,2.715261698,2.704704285
4.85E-08,2.640579939,2.660257339,2.714915991,2.704696655
4.86E-08,2.620010853,2.648741722,2.712495804,2.704642773
4.87E-08,2.618545294,2.647508144,2.712200403,2.704635143
4.87E-08,2.604377031,2.637920141,2.709343672,2.704560995
4.88E-08,2.603974104,2.637259007,2.70913291,2.704554796
4.89E-08,2.597929716,2.630185604,2.70596981,2.704460859
4.89E-08,2.59800458,2.629949808,2.705862045,2.704457283
4.90E-08,2.600327015,2.626505136,2.702518463,2.704347134
4.91E-08,2.609637976,2.628039598,2.699248791,2.704229593
4.91E-08,2.609938383,2.628275633,2.69914341,2.704225779
4.92E-08,2.62369895,2.635354042,2.696196318,2.704113483
4.92E-08,2.624616146,2.636198997,2.695999861,2.704106092
4.93E-08,2.640827894,2.64845252,2.693582535,2.704009295
4.93E-08,2.642505407,2.650181055,2.693332434,2.703999281
4.94E-08,2.66002512,2.666311026,2.691661119,2.703925848
4.94E-08,2.662527561,2.668981314,2.691422462,2.703915358
4.95E-08,2.680931091,2.687007427,2.690639973,2.703870773
4.95E-08,2.684338808,2.690422535,2.690495014,2.703862429
4.96E-08,2.703426123,2.70818305,2.690634012,2.703847408
4.96E-08,2.707831144,2.711950541,2.690666199,2.703843832
4.97E-08,2.7270751,2.727646351,2.691640139,2.703855276
4.97E-08,2.732463837,2.731309414,2.691912889,2.703858376
4.98E-08,2.750711203,2.743867397,2.693535805,2.703890562
4.98E-08,2.756793976,2.747049809,2.694076777,2.703901291
4.99E-08,2.772377014,2.75619936,2.696110249,2.703948021
4.99E-08,2.778474569,2.75868082,2.69690609,2.703966379
5.00E-08,2.789672852,2.764746666,2.699112415,2.704022169
5.00E-08,2.794763088,2.76643157,2.700115442,2.70404768
5.01E-08,2.80038929,2.76996994,2.702275038,2.704108477
5.01E-08,2.803336382,2.770769596,2.703406096,2.704140425
5.02E-08,2.803160191,2.772223234,2.705388069,2.704203129
5.02E-08,2.803054571,2.771922827,2.706577301,2.704240799
5.03E-08,2.797875643,2.771446943,2.708319902,2.704302549
5.03E-08,2.794332266,2.769649982,2.709511995,2.704344749
5.04E-08,2.785680294,2.767161608,2.710971832,2.704402447
5.04E-08,2.778951168,2.763371706,2.712107182,2.704447269
5.05E-08,2.768568754,2.758769274,2.7132442,2.704497337
5.05E-08,2.75940752,2.752600431,2.714247465,2.704541445
5.06E-08,2.748748302,2.746021032,2.715019703,2.704580307
5.06E-08,2.738088369,2.737439871,2.715792179,2.704619169
5.07E-08,2.728038549,2.72939539,2.716165781,2.704643965
5.07E-08,2.71664834,2.718882799,2.716589451,2.70467186
5.08E-08,2.707542658,2.710225344,2.716555357,2.704681635
5.09E-08,2.695836544,2.698775053,2.716511488,2.704694033
5.09E-08,2.687699556,2.690504551,2.716103792,2.704689503
5.10E-08,2.675807953,2.679423094,2.715508223,2.704683065
5.10E-08,2.668651104,2.672424316,2.714808226,2.704667568
5.11E-08,2.656722546,2.663006306,2.713641405,2.704641819
5.11E-08,2.650734186,2.657826424,2.712762833,2.704619169
5.12E-08,2.639302015,2.651014328,2.711085796,2.704576015
5.12E-08,2.634844542,2.647770405,2.710152149,2.704550266
5.13E-08,2.625037432,2.643960476,2.708098412,2.704493761
5.13E-08,2.622470617,2.642401934,2.707217216,2.704468012
5.14E-08,2.615911484,2.641481638,2.704965591,2.704402447
5.14E-08,2.615371227,2.641161442,2.704210997,2.704378843
5.15E-08,2.613750219,2.64274931,2.701947451,2.70430851
5.15E-08,2.615006208,2.643212318,2.701354742,2.704288483
5.16E-08,2.619492292,2.646975994,2.699237585,2.704216719
5.16E-08,2.621972322,2.647879124,2.698804379,2.704200506
5.17E-08,2.632720232,2.65376997,2.696927071,2.704129696
5.17E-08,2.635682344,2.654902935,2.696641207,2.704117537
5.18E-08,2.651675463,2.663181067,2.695097208,2.704051256
5.18E-08,2.654436111,2.66440773,2.694938183,2.704042912
5.19E-08,2.673757315,2.675433874,2.693825483,2.703985453
5.19E-08,2.675869942,2.676615,2.69376564,2.703980923
5.20E-08,2.696295261,2.690480232,2.693186283,2.703938246
5.20E-08,2.697605133,2.691436291,2.693190575,2.703936815
5.21E-08,2.717256784,2.707620859,2.693256378,2.703915119
5.21E-08,2.717829943,2.7081604,2.693282604,2.703915358
5.22E-08,2.735598564,2.725389004,2.694094896,2.703919888
5.23E-08,2.750654697,2.741268873,2.695656538,2.703952789
5.23E-08,2.751140356,2.741677999,2.695706844,2.703953743
5.24E-08,2.763258696,2.753953934,2.697865248,2.704009533
5.24E-08,2.764066458,2.754479647,2.698009253,2.704013348
5.25E-08,2.773371696,2.762102842,2.700550795,2.70408535
5.25E-08,2.774334669,2.762403488,2.70081377,2.704092741
5.26E-08,2.780435324,2.76520896,2.70344305,2.704171658
5.26E-08,2.781306744,2.765006304,2.70381856,2.704182863
5.27E-08,2.78340888,2.763638258,2.706290722,2.704260826
5.27E-08,2.783798218,2.762787342,2.706748486,2.70427537
5.28E-08,2.781147718,2.758362293,2.708873034,2.704346657
5.29E-08,2.780536175,2.756845713,2.709363222,2.704363108
5.29E-08,2.772932053,2.750526667,2.711021185,2.704424143
5.30E-08,2.770802736,2.748385429,2.711485386,2.704441309
5.30E-08,2.758921623,2.741044521,2.712636232,2.7044909
5.31E-08,2.754961014,2.738293409,2.713019848,2.704507589
5.31E-08,2.740322113,2.730384111,2.71368289,2.704545259
5.32E-08,2.734593868,2.726966858,2.713942289,2.704560041
5.32E-08,2.71918273,2.718613625,2.714165211,2.704585314
5.33E-08,2.712177753,2.714445114,2.714266539,2.704596758
5.33E-08,2.697894573,2.705691576,2.714098692,2.704608917
5.34E-08,2.690412998,2.700775146,2.714010954,2.704615116
5.34E-08,2.678589582,2.691836119,2.713495016,2.704613209
5.35E-08,2.671495199,2.686398506,2.713185549,2.704612017
5.35E-08,2.662674427,2.677789927,2.712361813,2.704596281
5.36E-08,2.656638622,2.67235589,2.711798191,2.704585552
5.36E-08,2.650673389,2.664832115,2.710720301,2.70455718
5.37E-08,2.646033764,2.660170555,2.709881783,2.704535246
5.38E-08,2.642415047,2.654509783,2.708628654,2.704497814
5.38E-08,2.639222145,2.651459455,2.707523108,2.704464912
5.39E-08,2.637445927,2.648205757,2.706202507,2.704422951
5.39E-08,2.635669947,2.647439241,2.704881668,2.704380989
5.40E-08,2.635473967,2.646720648,2.703616381,2.704339027
5.40E-08,2.635251999,2.648534775,2.702182293,2.704291582
5.41E-08,2.636628389,2.650028706,2.701086283,2.704253912
5.41E-08,2.638397932,2.654265165,2.699677467,2.704205751
5.42E-08,2.641419649,2.657325268,2.698821783,2.704175234
5.42E-08,2.645835638,2.663449526,2.697571278,2.704130411
5.43E-08,2.65041995,2.66731739,2.696993351,2.704107761
5.43E-08,2.658060312,2.674636364,2.696029902,2.704069853
5.44E-08,2.663813829,2.678661585,2.695729733,2.704054832
5.44E-08,2.674797535,2.686577797,2.695156336,2.704026222
5.45E-08,2.681028605,2.690347433,2.69509387,2.704017878
5.45E-08,2.694737673,2.698522806,2.694956541,2.703999519
5.46E-08,2.700631857,2.701867104,2.695073366,2.703996658
5.46E-08,2.715694189,2.710222483,2.695371628,2.703989267
5.47E-08,2.720555782,2.713128805,2.695608139,2.703990936
5.47E-08,2.735139608,2.721672773,2.696317434,2.703995943
5.48E-08,2.738586664,2.724164963,2.696623564,2.704001188
5.49E-08,2.750897169,2.732730627,2.69771719,2.704020262
5.49E-08,2.752921343,2.734786034,2.698052645,2.70402813
5.50E-08,2.761693478,2.742826462,2.699506521,2.7040627
5.50E-08,2.762576342,2.744372845,2.699833632,2.704071999
5.51E-08,2.767343283,2.750928879,2.70159936,2.704122066
5.51E-08,2.767489433,2.751900196,2.701885939,2.704131365
5.52E-08,2.768512011,2.755787373,2.703891754,2.704195738
5.52E-08,2.768294334,2.75620389,2.704113722,2.704203367
5.53E-08,2.766190052,2.756366491,2.706260204,2.704277039
5.53E-08,2.765874863,2.756377697,2.706402063,2.704282045
5.54E-08,2.761146069,2.75225997,2.708528519,2.704358816
5.54E-08,2.760910749,2.752122641,2.708589792,2.7043612
5.55E-08,2.75361681,2.743910074,2.710490942,2.704432726
5.56E-08,2.743696928,2.732883692,2.711910248,2.704490423
5.56E-08,2.74337697,2.732484818,2.711956024,2.704492331
5.57E-08,2.730962276,2.720516443,2.712740183,2.704530954
5.57E-08,2.730134726,2.719721079,2.712792397,2.704533577
5.58E-08,2.715554953,2.708186626,2.712936878,2.704553127
5.58E-08,2.71404624,2.70708847,2.712951899,2.704555035
5.59E-08,2.698318005,2.696840763,2.712533712,2.704557896
5.59E-08,2.696071386,2.695554972,2.712473869,2.704558372
5.60E-08,2.680802107,2.686874628,2.711620808,2.704547405
5.60E-08,2.677974939,2.685486555,2.711462975,2.704545259
5.61E-08,2.664952755,2.678268194,2.710314751,2.704523325
5.61E-08,2.661947489,2.676837444,2.710049629,2.704518318
5.62E-08,2.652609587,2.670876741,2.708726406,2.704487324
5.62E-08,2.64999485,2.669491291,2.708355904,2.704478502
5.63E-08,2.645018101,2.664741755,2.706947327,2.70443964
5.63E-08,2.643359184,2.663588285,2.706477642,2.704426527
5.64E-08,2.642541885,2.660271883,2.705049276,2.704381704
5.64E-08,2.642222166,2.659668684,2.704490423,2.7043643
5.65E-08,2.644685507,2.658194065,2.703102827,2.704316378
5.65E-08,2.645805359,2.658548117,2.70247221,2.704294443
5.66E-08,2.650403261,2.659291744,2.701194525,2.704246759
5.66E-08,2.652811766,2.660977602,2.700525284,2.704221725
5.67E-08,2.658548832,2.664042711,2.699433804,2.70417881
5.67E-08,2.661990881,2.667250395,2.698779106,2.704153061
5.68E-08,2.668266058,2.672329426,2.697942019,2.70411849
5.69E-08,2.672559977,2.6769526,2.697369099,2.704094887
5.69E-08,2.679165602,2.683353662,2.696861982,2.704071522
5.70E-08,2.684303284,2.688974619,2.6964674,2.704053164
5.70E-08,2.691218853,2.695800543,2.696321011,2.704041481
5.71E-08,2.697320461,2.701791048,2.696192026,2.704031229
5.71E-08,2.704447985,2.708181143,2.696383953,2.704030275
5.72E-08,2.711575508,2.713884592,2.69657588,2.704029322
5.72E-08,2.718564749,2.719231367,2.697036982,2.704036951
5.73E-08,2.726486444,2.724149942,2.697559834,2.704045773
5.73E-08,2.732742071,2.728200436,2.698195934,2.704059124
5.74E-08,2.740784168,2.732096672,2.69901371,2.704076529
5.74E-08,2.745636463,2.734910727,2.699724674,2.704093456
5.75E-08,2.752727985,2.737781048,2.700763464,2.704118252
5.75E-08,2.755681753,2.739593744,2.701461315,2.704136848
5.76E-08,2.760605097,2.741522551,2.702624559,2.704167843
5.76E-08,2.7615273,2.742583513,2.70326376,2.704186916
5.77E-08,2.763288021,2.743560076,2.704483986,2.704223394
5.77E-08,2.762450457,2.74402523,2.705040455,2.704241991
5.78E-08,2.760607958,2.743818283,2.706264496,2.704282999
5.78E-08,2.758573771,2.743733644,2.706726313,2.704300404
5.79E-08,2.753375053,2.741896868,2.707906723,2.704344511
5.79E-08,2.750791788,2.741257906,2.708266973,2.704359531
5.80E-08,2.743042231,2.737304688,2.709347963,2.704404116
5.80E-08,2.740445137,2.736151695,2.709600925,2.704415798
5.81E-08,2.731169701,2.729801655,2.710504532,2.704457045
5.81E-08,2.728876352,2.728277922,2.710649014,2.704464674
5.82E-08,2.718937874,2.7196877,2.711274862,2.704497814
5.82E-08,2.717058659,2.71803546,2.711319208,2.704501629
5.83E-08,2.706911802,2.70789361,2.711559296,2.704521656
5.83E-08,2.705441475,2.706390858,2.711525917,2.704522133
5.84E-08,2.695150614,2.695813179,2.711293221,2.704525948
5.84E-08,2.694065571,2.694679976,2.71121645,2.704524517
5.85E-08,2.68357563,2.684934139,2.710474968,2.704510927
5.85E-08,2.682877064,2.684262037,2.710393906,2.70450902
5.86E-08,2.672395945,2.676421881,2.709178209,2.704479694
5.86E-08,2.672082424,2.676160574,2.709126949,2.704478264
5.87E-08,2.662361383,2.670837879,2.707540512,2.704436541
5.89E-08,2.654941559,2.668191671,2.705789804,2.704387665
5.89E-08,2.654702187,2.668177605,2.705733299,2.704385996
5.90E-08,2.65101099,2.667753696,2.704036236,2.70433569
5.90E-08,2.650764942,2.667833805,2.703923225,2.704332352
5.91E-08,2.651441097,2.66899395,2.702399731,2.704283476
5.91E-08,2.651510954,2.669245005,2.702242136,2.704278469
5.92E-08,2.656405449,2.671587229,2.700958252,2.704232693
5.92E-08,2.657104731,2.672095776,2.70077467,2.704226017
5.93E-08,2.665270805,2.675528288,2.699754953,2.704184055
5.93E-08,2.666782856,2.676417828,2.699566126,2.704176426
5.94E-08,2.67677021,2.681043625,2.698809385,2.704140663
5.94E-08,2.679075003,2.682457685,2.698634863,2.704132318
5.95E-08,2.68938446,2.68834877,2.698153257,2.704104662
5.95E-08,2.692271233,2.690385342,2.698018551,2.704096794
5.96E-08,2.701771498,2.697367668,2.697839499,2.70407939
5.96E-08,2.704938412,2.699996948,2.697779655,2.704073668
5.97E-08,2.713070869,2.707555771,2.697921753,2.704068422
5.97E-08,2.716253519,2.710564613,2.697977304,2.704066515
5.98E-08,2.7229743,2.717918634,2.698437452,2.704073668
5.98E-08,2.726028919,2.720923901,2.698646545,2.704076767
5.99E-08,2.731548786,2.727236032,2.69938612,2.704094648
5.99E-08,2.734439373,2.72977376,2.69977355,2.704104185
6.00E-08,2.738924026,2.734388113,2.700424194,2.704129696
6.00E-08,2.741615057,2.736042738,2.700814724,2.704145193
6.01E-08,2.744996786,2.738662481,2.696602821,2.704174995
6.01E-08,2.747310162,2.739189863,2.693721294,2.704195499
6.02E-08,2.749286413,2.739920139,2.681618452,2.704222202
6.02E-08,2.750823498,2.739292383,2.672204971,2.704242945
6.03E-08,2.751031876,2.738530159,2.652624846,2.704248905
6.03E-08,2.751215696,2.73662281,2.635348082,2.70425415
6.04E-08,2.749447346,2.734588146,2.608819723,2.70422864
6.04E-08,2.747679472,2.730480433,2.582295179,2.704203367
6.05E-08,2.743857384,2.72662878,2.549228907,2.704138994
6.05E-08,2.739525795,2.719588757,2.511754274,2.704066038
6.06E-08,2.733606577,2.713790894,2.473500967,2.70396018
6.06E-08,2.725996256,2.703476429,2.424319983,2.703824043
6.07E-08,2.718035221,2.696027994,2.383289814,2.703672171
6.07E-08,2.706398249,2.681864977,2.323316097,2.703450441
6.08E-08,2.69656682,2.672919273,2.281864882,2.703247547
6.09E-08,2.680182457,2.654019117,2.212784529,2.70290947
6.09E-08,2.66874671,2.643623114,2.172766209,2.702659845
6.10E-08,2.646916628,2.619039536,2.096374512,2.702183485
6.10E-08,2.634166956,2.607334375,2.060621977,2.701896906
6.11E-08,2.606115103,2.577068806,1.981958866,2.70126605
6.11E-08,2.592420816,2.564685583,1.952373028,2.700945377
6.12E-08,2.55742979,2.529654503,1.876775622,2.700125694
6.12E-08,2.543375492,2.517470837,1.854467869,2.696179152
6.13E-08,2.501204967,2.478451014,1.787532449,2.684337616
6.13E-08,2.48755765,2.467072248,1.772968888,2.678210497
6.14E-08,2.43881321,2.425201178,1.720951438,2.656326532
6.14E-08,2.426433563,2.41514945,1.712651134,2.650446177
6.15E-08,2.37280345,2.370625973,1.67669332,2.62497139
6.15E-08,2.362436533,2.3620646,1.673431873,2.619230747
6.16E-08,2.306446552,2.312987566,1.65581727,2.588226318
6.16E-08,2.298401833,2.305717945,1.656140089,2.578567028
6.17E-08,2.242085218,2.253806829,1.65839982,2.510946989
6.17E-08,2.236371994,2.248245478,1.66044426,2.498852253
6.18E-08,2.181137085,2.19817996,1.68021071,2.381919622
6.18E-08,2.177627563,2.194727659,1.682384491,2.37135458
6.19E-08,2.124978542,2.145669222,1.714996099,2.212855816
6.19E-08,2.123399496,2.144034147,1.715994835,2.20676899
6.20E-08,2.074449301,2.083839655,1.746956229,2.018063784
6.21E-08,2.027575493,2.002005577,1.763834596,1.82026279
6.21E-08,2.026063681,1.998718381,1.764379025,1.813882947
6.22E-08,1.973296165,1.900089979,1.754737139,1.63081646
6.22E-08,1.969778776,1.892705083,1.754094481,1.618613839
6.23E-08,1.899492145,1.785615563,1.714330912,1.464354515
6.23E-08,1.892221689,1.773605943,1.710217714,1.448397875
6.24E-08,1.795925617,1.661499023,1.636604905,1.328232884
6.24E-08,1.78217113,1.644022226,1.626090407,1.311069131
6.25E-08,1.65749228,1.52604425,1.517386675,1.222996354
6.25E-08,1.63439548,1.502543807,1.497249246,1.206680775
6.26E-08,1.484998941,1.380384326,1.362538099,1.145863414
6.26E-08,1.450525641,1.351509452,1.331453562,1.131829739
6.27E-08,1.285451531,1.231176853,1.188383341,1.091259599
6.28E-08,1.239238739,1.197129369,1.148330569,1.079901934
6.28E-08,1.072058916,1.080384731,1.017570257,1.049381614
6.29E-08,1.016322255,1.039702058,0.973975658,1.039206266
6.29E-08,0.860857129,0.922760129,0.869295776,1.007028818
6.30E-08,0.800028622,0.874626279,0.828337908,0.994438827
6.30E-08,0.665382624,0.756954134,0.754833817,0.951986969
6.31E-08,0.604172707,0.703768551,0.721418917,0.932688355
6.31E-08,0.493375361,0.592091501,0.673748195,0.876675248
6.32E-08,0.435333252,0.53898555,0.648775458,0.847332299
6.32E-08,0.347274482,0.442437857,0.619483769,0.777718246
6.33E-08,0.294444919,0.393457621,0.601910651,0.735954285
6.33E-08,0.226644799,0.315896779,0.581087768,0.654242277
6.34E-08,0.18025282,0.272260696,0.566839814,0.598331094
6.34E-08,0.129964113,0.21184431,0.548586249,0.508442938
6.35E-08,0.090849333,0.174323589,0.534388542,0.438527524
6.35E-08,0.055270243,0.12876974,0.516569316,0.347247541
6.36E-08,0.023872407,0.09854646,0.50084424,0.266694754
6.36E-08,0.000428238,0.066308588,0.481312931,0.181732625
6.37E-08,-0.023015931,0.041886881,0.461781651,0.096770495
6.37E-08,-0.036750212,0.018991321,0.439334512,0.024020078
6.38E-08,-0.05231547,-0.004383063,0.413894862,-0.058428999
6.38E-08,-0.059404127,-0.023630111,0.388693064,-0.115631007
6.39E-08,-0.068519212,-0.050676681,0.356286854,-0.189185277
6.40E-08,-0.073121905,-0.070211217,0.330261856,-0.229173794
6.40E-08,-0.079848573,-0.101344973,0.292227298,-0.287615478
6.41E-08,-0.086334243,-0.121006161,0.267523199,-0.310403526
6.41E-08,-0.097146027,-0.152780652,0.226340801,-0.348391801
6.42E-08,-0.108351894,-0.17025286,0.204287618,-0.356171727
6.42E-08,-0.129747108,-0.200131059,0.16218178,-0.371025831
6.43E-08,-0.145961612,-0.214360386,0.143571272,-0.367665172
6.43E-08,-0.181629345,-0.241738066,0.102632985,-0.360272616
6.44E-08,-0.200839236,-0.252936929,0.08779157,-0.349908203
6.44E-08,-0.249935791,-0.276478231,0.04985996,-0.323418885
6.45E-08,-0.268819869,-0.284667939,0.038885165,-0.309510887
6.45E-08,-0.325461924,-0.301806659,0.005966704,-0.26779443
6.46E-08,-0.340547025,-0.306806535,-0.00165185,-0.253258884
6.46E-08,-0.394410431,-0.316406637,-0.028854931,-0.201357812
6.47E-08,-0.403236955,-0.318710476,-0.033804204,-0.188654408
6.48E-08,-0.441488355,-0.322574228,-0.055252839,-0.13360177
6.48E-08,-0.443671912,-0.323317528,-0.058227375,-0.124277472
6.49E-08,-0.455458939,-0.322449744,-0.074284218,-0.07394398
6.49E-08,-0.452674687,-0.322321177,-0.075822733,-0.068355165
6.50E-08,-0.433181882,-0.312846363,-0.086593986,-0.029227404
6.50E-08,-0.428076655,-0.311831355,-0.087196365,-0.026787668
6.51E-08,-0.378722429,-0.287114233,-0.093019783,-0.003201807
6.51E-08,-0.373762935,-0.285407901,-0.093157694,-0.002839003
6.52E-08,-0.299445391,-0.241654366,-0.095224246,0.002597582
6.52E-08,-0.296471924,-0.240196019,-0.095217913,0.00217628
6.53E-08,-0.20428142,-0.178458929,-0.09502168,-0.010885892
6.54E-08,-0.105079189,-0.104836263,-0.093400329,-0.037962008
6.54E-08,-0.101879343,-0.102262124,-0.093348034,-0.038835369
6.55E-08,-0.005912399,-0.02502678,-0.090647988,-0.070789337
6.55E-08,0.000484476,-0.020008897,-0.090468012,-0.072919294
6.56E-08,0.088210136,0.052761223,-0.08718311,-0.101042822
6.56E-08,0.097283855,0.059080198,-0.086843342,-0.103951722
6.57E-08,0.172821984,0.118061863,-0.083579935,-0.121757545
6.57E-08,0.183612317,0.123853311,-0.083113767,-0.124301039
6.58E-08,0.242626697,0.162951857,-0.079972111,-0.127796695
6.58E-08,0.25355354,0.166676626,-0.079390414,-0.128443927
6.59E-08,0.291037828,0.186046988,-0.075862803,-0.115919411
6.59E-08,0.299690455,0.187040076,-0.075048514,-0.11302834
6.60E-08,0.31168133,0.191176802,-0.070671625,-0.085562624
6.60E-08,0.315038502,0.189323485,-0.069446199,-0.077872887
6.61E-08,0.300834537,0.18296811,-0.064120844,-0.03949267
6.61E-08,0.296100736,0.178310946,-0.062346041,-0.026701568
6.62E-08,0.259440005,0.16492036,-0.055965513,0.016949968
6.62E-08,0.245092422,0.157818228,-0.053468417,0.0340335
6.63E-08,0.193716034,0.14045991,-0.045727178,0.077486403
6.63E-08,0.170365423,0.131650999,-0.04220878,0.097235784
6.64E-08,0.114467807,0.113150403,-0.033002596,0.135863453
6.64E-08,0.085185371,0.103098549,-0.028179858,0.156098887
6.65E-08,0.035091616,0.08482407,-0.017979426,0.185979202
6.65E-08,0.0050332,0.07340201,-0.011858728,0.203908682
6.66E-08,-0.031414155,0.055318285,-0.00148622,0.222038716
6.66E-08,-0.056348987,0.042715274,0.005609952,0.23444207
6.67E-08,-0.075660996,0.025262857,0.01547218,0.239463404
6.68E-08,-0.090681963,0.013193091,0.023143064,0.243369028
6.68E-08,-0.093938954,-0.001462654,0.031852935,0.235826522
6.69E-08,-0.096812822,-0.010027061,0.039538246,0.229171261
6.69E-08,-0.088161103,-0.019162348,0.046457406,0.211027369
6.70E-08,-0.079510555,-0.02163508,0.053375635,0.192885935
6.70E-08,-0.064130105,-0.0239536,0.05799906,0.167048439
6.71E-08,-0.046699222,-0.019343179,0.063238852,0.137766451
6.71E-08,-0.029181032,-0.015546259,0.06545727,0.10795597
6.72E-08,-0.006658418,-0.004458984,0.068309426,0.069629528
6.72E-08,0.009785756,0.003547532,0.068432041,0.040068697
6.73E-08,0.033822279,0.019016305,0.068611264,-0.003140507
6.73E-08,0.047473557,0.028786704,0.067104489,-0.028597837
6.74E-08,0.070224047,0.044705935,0.064593382,-0.071023665
6.74E-08,0.080368392,0.053462286,0.061902788,-0.089748934
6.75E-08,0.099733055,0.064499959,0.056766681,-0.125493839
6.75E-08,0.105991915,0.06975545,0.053359803,-0.136391789
6.76E-08,0.119762763,0.071359657,0.045863934,-0.16036962
6.76E-08,0.121712357,0.072016016,0.042265803,-0.163708583
6.77E-08,0.126693919,0.06274005,0.033071924,-0.172240227
6.77E-08,0.124078311,0.059513927,0.029751439,-0.169387981
6.78E-08,0.116230078,0.041228987,0.019788189,-0.160829693
6.78E-08,0.109467931,0.035896841,0.017035782,-0.153939664
6.79E-08,0.085315324,0.012077374,0.007204911,-0.129330292
6.79E-08,0.075773314,0.006359138,0.005159524,-0.120794237
6.80E-08,0.034436066,-0.019419327,-0.003701363,-0.083814882
6.80E-08,0.0241993,-0.024376312,-0.00498615,-0.075665452
6.81E-08,-0.031088082,-0.04881287,-0.011925106,-0.031651501
6.81E-08,-0.039869625,-0.052432522,-0.012527267,-0.025202712
6.82E-08,-0.101345181,-0.07290151,-0.016742721,0.019942287
6.82E-08,-0.10718976,-0.075094447,-0.0168598,0.024115078
6.83E-08,-0.163695753,-0.090539135,-0.017991725,0.064458072
6.83E-08,-0.166335315,-0.091604128,-0.017879698,0.066449717
6.84E-08,-0.20593445,-0.102506712,-0.016199067,0.09632872
6.84E-08,-0.206368908,-0.102870077,-0.016076852,0.096804805
6.85E-08,-0.219837993,-0.109505229,-0.012287891,0.111564495
6.86E-08,-0.20405218,-0.110087983,-0.007437985,0.108556353
6.86E-08,-0.203543037,-0.109818779,-0.007281559,0.108459331
6.87E-08,-0.164239049,-0.101742141,-0.002593982,0.08900027
6.88E-08,-0.161616147,-0.100492641,-0.002281161,0.087701693
6.88E-08,-0.108475372,-0.082393117,0.001222874,0.055404752
6.89E-08,-0.10297846,-0.079487331,0.001585334,0.052063938
6.89E-08,-0.046053857,-0.052362453,0.003239467,0.011990567
6.90E-08,-0.037923023,-0.047474522,0.003475735,0.006266682
6.91E-08,0.014763828,-0.014478342,0.003137067,-0.035387829
