s,D0_U5.87_F_6mA,D0_U9.A8_F_6mA,D0_U1.AA17_F_6mA,D0_U8.G3_F_6mA
4.58E-08,2.686314821,2.690319061,2.688521147,2.688776493
4.58E-08,2.686439753,2.690197945,2.688534498,2.68878293
4.59E-08,2.691110373,2.686564922,2.688905716,2.68884635
4.59E-08,2.691421747,2.686385393,2.688930511,2.688850641
4.60E-08,2.694673777,2.683782816,2.689098358,2.688760757
4.60E-08,2.695010185,2.683726549,2.689115763,2.688751459
4.61E-08,2.69545579,2.68320179,2.689024687,2.688563585
4.61E-08,2.695519447,2.683439255,2.689011812,2.688536644
4.62E-08,2.693180799,2.685041428,2.688730001,2.688347101
4.62E-08,2.692747831,2.685589314,2.688677788,2.688312054
4.63E-08,2.688931942,2.688438416,2.688355207,2.688209534
4.63E-08,2.688051224,2.689097166,2.688280821,2.68818593
4.64E-08,2.684632778,2.691841602,2.688072443,2.688210964
4.64E-08,2.683675528,2.692265511,2.68801403,2.688218117
4.65E-08,2.682177305,2.693718672,2.688006639,2.688348293
4.65E-08,2.681677818,2.693595648,2.688004255,2.688391685
4.66E-08,2.682594538,2.693241835,2.688183069,2.688557863
4.66E-08,2.682953358,2.692489624,2.688252926,2.688622952
4.67E-08,2.685618401,2.690650702,2.688517094,2.688745737
4.67E-08,2.686829805,2.689513445,2.688637257,2.688801527
4.68E-08,2.689837456,2.687125444,2.688856125,2.688828945
4.69E-08,2.691412926,2.686104536,2.688970804,2.68884325
4.69E-08,2.69334507,2.684248447,2.689047337,2.688772202
4.70E-08,2.694504499,2.683876514,2.689093113,2.688729525
4.70E-08,2.694592714,2.683287859,2.689005375,2.688603163
4.71E-08,2.694653034,2.683855295,2.688945293,2.688516855
4.71E-08,2.693065166,2.684641123,2.688749552,2.688398123
4.72E-08,2.691830397,2.686006784,2.688597441,2.688305855
4.72E-08,2.689489841,2.687665224,2.688393593,2.688247442
4.73E-08,2.687424421,2.689271927,2.688213587,2.688195944
4.73E-08,2.685489893,2.690985441,2.688092947,2.688215971
4.74E-08,2.683555365,2.692085981,2.687972069,2.688236237
4.74E-08,2.682854652,2.693117619,2.68797636,2.688314915
4.75E-08,2.682060242,2.693125248,2.687981367,2.688404083
4.75E-08,2.682743073,2.693131685,2.688090086,2.688497066
4.76E-08,2.683620691,2.691929102,2.688230038,2.688616514
4.76E-08,2.685180187,2.691060305,2.688377857,2.688679457
4.77E-08,2.68745923,2.689103842,2.688593864,2.688771248
4.77E-08,2.689060688,2.687868118,2.68870759,2.688780069
4.78E-08,2.691729546,2.686021566,2.688897133,2.688794851
4.78E-08,2.692650318,2.685005903,2.688931227,2.688754559
4.79E-08,2.694408417,2.684159756,2.688996553,2.688677549
4.79E-08,2.694361925,2.683756828,2.688950539,2.688615084
4.80E-08,2.694259644,2.68439889,2.688848972,2.688477516
4.80E-08,2.693457365,2.684661627,2.688759327,2.688425064
4.81E-08,2.691406965,2.686611891,2.688529968,2.688291073
4.81E-08,2.690368652,2.687290192,2.688446522,2.688270092
4.82E-08,2.687253952,2.689733267,2.688196421,2.688206911
4.82E-08,2.686497927,2.6904459,2.688155651,2.688219547
4.83E-08,2.683797359,2.692273378,2.688009739,2.688264132
4.83E-08,2.683585882,2.69271183,2.688019037,2.68829608
4.84E-08,2.682668924,2.69302845,2.688059568,2.688434362
4.84E-08,2.682934284,2.693089247,2.688100576,2.688465834
4.85E-08,2.684366703,2.691652536,2.688322067,2.688635826
4.85E-08,2.68482542,2.691439629,2.688365936,2.688652992
4.86E-08,2.688035965,2.688809633,2.688672304,2.688773155
4.87E-08,2.688397884,2.688527822,2.688697815,2.688774109
4.87E-08,2.691897869,2.685854435,2.688945055,2.688783169
4.88E-08,2.692035913,2.685670137,2.688949347,2.688775778
4.89E-08,2.694107771,2.684187174,2.689014435,2.688664198
4.89E-08,2.694092989,2.684137821,2.689009428,2.688658237
4.90E-08,2.693633795,2.684589148,2.688851833,2.688474894
4.91E-08,2.690824747,2.686787128,2.688548803,2.688312292
4.91E-08,2.690734148,2.686881542,2.688539028,2.688307047
4.92E-08,2.687060356,2.689717054,2.688245773,2.688244343
4.92E-08,2.6868155,2.689867735,2.688226223,2.688240051
4.93E-08,2.684034824,2.692053556,2.688076973,2.688298225
4.93E-08,2.683747053,2.692121744,2.688061476,2.688304186
4.94E-08,2.683064222,2.692757607,2.688111067,2.688446522
4.94E-08,2.682966709,2.692600012,2.688118219,2.688466787
4.95E-08,2.68451786,2.691535234,2.688327074,2.68862009
4.95E-08,2.684805155,2.691119909,2.688365698,2.688648462
4.96E-08,2.687681913,2.68895936,2.688621044,2.688740969
4.96E-08,2.688345909,2.688425541,2.688679934,2.688762426
4.97E-08,2.69110775,2.686201096,2.688858271,2.688756227
4.97E-08,2.69188118,2.685816288,2.688908339,2.688754559
4.98E-08,2.693270445,2.684497118,2.688933372,2.688661337
4.98E-08,2.693733692,2.684522867,2.688941717,2.688630104
4.99E-08,2.693245173,2.684596777,2.68881464,2.688500166
4.99E-08,2.693053961,2.68512845,2.688764811,2.688449383
5.00E-08,2.691098213,2.686428308,2.688557625,2.688345194
5.00E-08,2.690209389,2.687306881,2.688463449,2.688297987
5.01E-08,2.687834263,2.689151525,2.688278437,2.688264608
5.01E-08,2.686590195,2.689998865,2.6881814,2.688247204
5.02E-08,2.684930086,2.691539764,2.6881001,2.688292265
5.02E-08,2.683933973,2.691925049,2.688051462,2.688319206
5.03E-08,2.683671951,2.692534924,2.688099623,2.688413143
5.03E-08,2.683492661,2.692192316,2.688132524,2.688477278
5.04E-08,2.684592247,2.691718102,2.688273668,2.68857193
5.04E-08,2.685447454,2.690710306,2.688383341,2.688645363
5.05E-08,2.687248468,2.689486265,2.688542604,2.688697338
5.05E-08,2.688837528,2.688215971,2.688683033,2.688743114
5.06E-08,2.690435886,2.686861277,2.688786268,2.688734531
5.06E-08,2.692034245,2.685912848,2.688889742,2.688725948
5.07E-08,2.692733049,2.685023546,2.688898325,2.688668728
5.07E-08,2.693525314,2.684892654,2.6889081,2.68860364
5.08E-08,2.693133831,2.684784889,2.688832045,2.688530684
5.09E-08,2.692630291,2.685621738,2.688734293,2.688436747
5.09E-08,2.691485167,2.686226368,2.688621044,2.688383579
5.10E-08,2.689811468,2.687730074,2.688455582,2.688305616
5.10E-08,2.688545465,2.688679695,2.688362598,2.688293219
5.11E-08,2.686435461,2.690196991,2.688207626,2.688272476
5.11E-08,2.685636282,2.691031456,2.688173771,2.688299656
5.12E-08,2.68411088,2.69184351,2.688109398,2.68835187
5.12E-08,2.684051752,2.692230225,2.688139677,2.688399792
5.13E-08,2.683921576,2.691891432,2.688205957,2.688504934
5.13E-08,2.684483528,2.691752672,2.688274384,2.688548088
5.14E-08,2.685919285,2.690331459,2.688449621,2.688658237
5.14E-08,2.686718464,2.689836979,2.688517809,2.688678503
5.15E-08,2.689116001,2.687916994,2.68872261,2.688739061
5.15E-08,2.689740419,2.687356949,2.688760281,2.688732862
5.16E-08,2.691970825,2.685800314,2.688894749,2.688710928
5.16E-08,2.692188025,2.685426712,2.68889308,2.688687801
5.17E-08,2.693129063,2.684983253,2.688885689,2.688587666
5.17E-08,2.692962646,2.6848979,2.68885684,2.688563108
5.18E-08,2.692064047,2.685843229,2.68870163,2.688430309
5.18E-08,2.691720247,2.685983419,2.688667774,2.688415766
5.19E-08,2.68931365,2.687959671,2.68843174,2.688313484
5.19E-08,2.689022541,2.688171387,2.688410521,2.688311338
5.20E-08,2.686209202,2.690317869,2.688204288,2.688291788
5.20E-08,2.686085463,2.690465927,2.688199282,2.688296795
5.21E-08,2.684230089,2.691795588,2.688125372,2.688373566
5.21E-08,2.684232235,2.691839933,2.68812871,2.688378096
5.22E-08,2.684299231,2.691694736,2.688228607,2.688518286
5.23E-08,2.686289549,2.690119505,2.688454151,2.688651085
5.23E-08,2.686353683,2.690046072,2.688461304,2.688655376
5.24E-08,2.689199448,2.687840462,2.688694239,2.688715935
5.24E-08,2.689389229,2.687714577,2.688709736,2.688719988
5.25E-08,2.691711903,2.685888767,2.688841105,2.688685417
5.25E-08,2.691952229,2.685815811,2.688854694,2.688681841
5.26E-08,2.692725897,2.685133934,2.688832045,2.688575745
5.26E-08,2.692836523,2.685232639,2.688828707,2.688560724
5.27E-08,2.691836834,2.685898304,2.688675165,2.688437939
5.27E-08,2.691651821,2.686208248,2.688646793,2.688415289
5.28E-08,2.689494133,2.687819481,2.688444376,2.68833375
5.29E-08,2.688996315,2.688246012,2.688397646,2.688314915
5.29E-08,2.686778307,2.690022945,2.688243866,2.688308239
5.30E-08,2.686157227,2.690361261,2.688200951,2.688306332
5.30E-08,2.684904814,2.691521406,2.688162804,2.688370943
5.31E-08,2.684487343,2.691555977,2.688150167,2.688392639
5.31E-08,2.684685469,2.691655159,2.688234806,2.688492298
5.32E-08,2.684762955,2.691287518,2.688267946,2.688531399
5.32E-08,2.686179161,2.690389156,2.688425064,2.688617229
5.33E-08,2.686822891,2.689718008,2.68849659,2.688656092
5.33E-08,2.688685656,2.688308477,2.688647509,2.688690186
5.34E-08,2.689661503,2.687615633,2.688726664,2.688708067
5.34E-08,2.691071033,2.686355591,2.688803434,2.68868041
5.35E-08,2.691916943,2.685985804,2.688849688,2.68866396
5.35E-08,2.6922791,2.685400486,2.688826323,2.688594341
5.36E-08,2.692526817,2.685590744,2.688810349,2.688546658
5.36E-08,2.691793919,2.685853958,2.688708782,2.688471556
5.37E-08,2.691224098,2.686592579,2.688629866,2.688413143
5.38E-08,2.689859629,2.687489748,2.688506126,2.688367605
5.38E-08,2.688655853,2.688489914,2.688397169,2.688327312
5.39E-08,2.687357426,2.689556837,2.688310146,2.688328266
5.39E-08,2.68605876,2.690365791,2.688223362,2.68832922
5.40E-08,2.685405016,2.691124201,2.688207865,2.688370228
5.40E-08,2.684664011,2.691328764,2.68819046,2.688416719
5.41E-08,2.684860229,2.691497087,2.688243389,2.688473701
5.41E-08,2.685112715,2.690933704,2.688311577,2.688547134
5.42E-08,2.685945034,2.690526724,2.688398838,2.688591957
5.42E-08,2.687161207,2.689385176,2.688526392,2.688657522
5.43E-08,2.688154697,2.688664198,2.688603163,2.688671827
5.43E-08,2.689810276,2.687432289,2.688730955,2.688695669
5.44E-08,2.690491438,2.686754704,2.688764095,2.688678026
5.44E-08,2.691791773,2.6860075,2.688827515,2.688644648
5.45E-08,2.691911459,2.685651779,2.688809872,2.688608885
5.45E-08,2.692174911,2.685783148,2.688771248,2.688529968
5.46E-08,2.69178915,2.685836792,2.688720465,2.688495159
5.46E-08,2.690803051,2.686854601,2.688590765,2.688406467
5.47E-08,2.690191269,2.687208652,2.688536167,2.688388109
5.47E-08,2.688355923,2.688700438,2.68837285,2.688333035
5.48E-08,2.687843561,2.689135551,2.68833971,2.688335419
5.49E-08,2.686013699,2.690436363,2.688220978,2.688343525
5.49E-08,2.685802698,2.690748453,2.688218117,2.688359976
5.50E-08,2.68488884,2.691237926,2.688205719,2.688431501
5.50E-08,2.684983969,2.691332102,2.688225508,2.688450575
5.51E-08,2.685497761,2.690732956,2.688332319,2.68855381
5.51E-08,2.685751438,2.690644264,2.688358068,2.688565969
5.52E-08,2.687526464,2.689169884,2.688537836,2.6886518
5.52E-08,2.687757492,2.689011812,2.688555241,2.688654423
5.53E-08,2.689990997,2.687298059,2.688723803,2.68867898
5.53E-08,2.690098763,2.687179804,2.688728571,2.688675642
5.54E-08,2.691715956,2.686010122,2.688802004,2.688623905
5.54E-08,2.691721439,2.685971022,2.688800097,2.688620567
5.55E-08,2.69189477,2.685918331,2.688737869,2.688514233
5.56E-08,2.690512657,2.687026024,2.688569784,2.688405991
5.56E-08,2.690468073,2.687082767,2.688564301,2.688402414
5.57E-08,2.688284636,2.688783169,2.688378096,2.688345909
5.57E-08,2.688138962,2.688887119,2.688365698,2.688342094
5.58E-08,2.686225414,2.690394878,2.688249588,2.688360214
5.58E-08,2.686027527,2.690467358,2.688237667,2.688362122
5.59E-08,2.685244322,2.691143036,2.688239813,2.688438654
5.59E-08,2.685132504,2.691086531,2.688240051,2.688449621
5.60E-08,2.685745716,2.690704823,2.688350201,2.688546419
5.60E-08,2.685859203,2.690477371,2.688370466,2.688564301
5.61E-08,2.687464952,2.689295053,2.688528776,2.688634396
5.61E-08,2.687835455,2.688958406,2.688565254,2.688650608
5.62E-08,2.689606667,2.687556028,2.688694954,2.688664198
5.62E-08,2.690102577,2.687265396,2.688731194,2.688668013
5.63E-08,2.691208601,2.686269283,2.688775063,2.688624144
5.63E-08,2.691577435,2.686200619,2.688789845,2.6886096
5.64E-08,2.691572905,2.686003208,2.688736439,2.688533783
5.64E-08,2.691571236,2.686251879,2.688715458,2.688504219
5.65E-08,2.690565586,2.686860085,2.688598633,2.688434362
5.65E-08,2.690108299,2.687369347,2.688545465,2.688402653
5.66E-08,2.688662767,2.688438892,2.688424587,2.688369989
5.66E-08,2.68790555,2.689000368,2.688361406,2.688353062
5.67E-08,2.686726809,2.690021515,2.688292265,2.688368797
5.67E-08,2.686019421,2.690361977,2.68825078,2.688378096
5.68E-08,2.685616255,2.690901041,2.688259125,2.688429594
5.69E-08,2.685340405,2.690814495,2.688264847,2.688464642
5.69E-08,2.685807943,2.690694571,2.688337803,2.688524246
5.70E-08,2.686171532,2.690160513,2.688394547,2.688570738
5.70E-08,2.687193394,2.689512014,2.688490868,2.688610315
5.71E-08,2.688094854,2.688730001,2.688575745,2.688645124
5.71E-08,2.689137459,2.687896013,2.688648701,2.688649178
5.72E-08,2.690180302,2.687214136,2.688721657,2.688653231
5.72E-08,2.690768957,2.686574936,2.688740969,2.68862462
5.73E-08,2.691436052,2.68633461,2.688762665,2.688591957
5.73E-08,2.691367388,2.686136484,2.68872714,2.688548088
5.74E-08,2.691279173,2.686499834,2.688681364,2.688491583
5.74E-08,2.690681458,2.686762333,2.688614845,2.68845439
5.75E-08,2.689807892,2.687618256,2.68851757,2.688400269
5.75E-08,2.68903327,2.688158751,2.688455105,2.688385487
5.76E-08,2.687741995,2.689146519,2.688350677,2.688360929
5.76E-08,2.68716836,2.689689875,2.688319445,2.68837142
5.77E-08,2.686073303,2.690354109,2.688259602,2.688391685
5.77E-08,2.685921669,2.69067049,2.688268185,2.688418388
5.78E-08,2.68558836,2.690669537,2.688286781,2.688476801
5.78E-08,2.68584466,2.690669298,2.688323498,2.688504457
5.79E-08,2.686499596,2.689954042,2.688417673,2.688574791
5.79E-08,2.686962843,2.689705133,2.68846035,2.688591003
5.80E-08,2.688352585,2.688556671,2.688588619,2.688639402
5.80E-08,2.688768387,2.688221693,2.688616991,2.688639641
5.81E-08,2.690253496,2.687148094,2.688717842,2.688640118
5.81E-08,2.690449476,2.686890364,2.688723087,2.688628435
5.82E-08,2.691298485,2.686398745,2.68874526,2.68857789
5.82E-08,2.69125247,2.686304331,2.688731909,2.688563108
5.83E-08,2.691004753,2.686661482,2.688659668,2.688483477
5.83E-08,2.690820694,2.686714411,2.688640118,2.688473225
5.84E-08,2.68953228,2.687804222,2.688503742,2.688401937
5.84E-08,2.689351082,2.687921047,2.688489676,2.688399076
5.85E-08,2.687598467,2.689278603,2.688352585,2.688372135
5.85E-08,2.687506676,2.689372301,2.688348055,2.688374281
5.86E-08,2.686128139,2.690382481,2.688278198,2.688407183
5.86E-08,2.686118126,2.690416098,2.68827939,2.688409805
5.87E-08,2.685811281,2.690591097,2.688314915,2.688489914
5.89E-08,2.686749697,2.689834118,2.688439369,2.688577175
5.89E-08,2.686779976,2.689790964,2.688443422,2.688580036
5.90E-08,2.688441753,2.688494921,2.688591719,2.688631296
5.90E-08,2.688552618,2.688410044,2.688601494,2.688634634
5.91E-08,2.690113783,2.687180758,2.688702345,2.688628912
5.91E-08,2.690275192,2.687112808,2.688712835,2.688628197
5.92E-08,2.691022635,2.6864779,2.688724279,2.688572884
5.92E-08,2.691129446,2.686505556,2.688725948,2.688565016
5.93E-08,2.690786839,2.686691999,2.688649654,2.688489676
5.93E-08,2.690723419,2.686856747,2.688635588,2.688475847
5.94E-08,2.689541817,2.687713385,2.688514233,2.688416958
5.94E-08,2.689269066,2.687976599,2.688486338,2.688403368
5.95E-08,2.687866688,2.689072609,2.688379288,2.688386202
5.95E-08,2.687474012,2.689317465,2.688349247,2.688381433
5.96E-08,2.686515331,2.690157413,2.688304663,2.688410282
5.96E-08,2.68619585,2.69024229,2.688289642,2.688420057
5.97E-08,2.686079502,2.690486431,2.68832159,2.688477278
5.97E-08,2.686033964,2.69032383,2.688333988,2.688499689
5.98E-08,2.6867311,2.689926147,2.688420534,2.688556194
5.98E-08,2.687047958,2.689543247,2.688459873,2.688581705
5.99E-08,2.688157558,2.6887393,2.688555717,2.688611507
5.99E-08,2.688738585,2.688287735,2.688606024,2.688627243
6.00E-08,2.689709902,2.687466621,2.687238693,2.688619614
6.00E-08,2.690292835,2.687161446,2.686418056,2.688615084
6.01E-08,2.690698147,2.68667841,2.657109976,2.688577652
6.01E-08,2.690975428,2.686696291,2.63705945,2.688552141
6.02E-08,2.690694571,2.686721325,2.552864075,2.688335896
6.02E-08,2.690476179,2.687065125,2.48737669,2.688167572
6.03E-08,2.689718723,2.687482834,2.356896162,2.686540604
6.03E-08,2.689050436,2.68642807,2.241764545,2.685104847
6.04E-08,2.688088417,2.685303211,2.092609882,2.68036437
6.04E-08,2.687126398,2.675459385,1.943475246,2.675624609
6.05E-08,2.684945107,2.666229486,1.796816945,2.667040586
6.05E-08,2.682472944,2.639733315,1.630607128,2.657312155
6.06E-08,2.675491333,2.617912292,1.504836917,2.645397663
6.06E-08,2.66651535,2.573788404,1.34313786,2.630079746
6.07E-08,2.649830341,2.541924953,1.266291618,2.615057468
6.07E-08,2.62544179,2.483898163,1.153965235,2.593099117
6.08E-08,2.595585346,2.447247267,1.134837627,2.561053753
6.09E-08,2.545828104,2.378368855,1.102960706,2.507648945
6.09E-08,2.502789497,2.340482473,1.128444314,2.452723026
6.10E-08,2.420632601,2.262766123,1.177090287,2.347873926
6.10E-08,2.368163586,2.225762129,1.231059074,2.279098511
6.11E-08,2.252720594,2.142413378,1.349802017,2.127778053
6.11E-08,2.197198629,2.108311176,1.416973829,2.056237936
6.12E-08,2.055329561,2.01439023,1.588610053,1.873439789
6.12E-08,2.00330472,1.981725216,1.654817224,1.808856249
6.13E-08,1.84720242,1.865336299,1.853474498,1.615070581
6.13E-08,1.802813172,1.831395626,1.907070518,1.564120531
6.14E-08,1.644266367,1.687682152,2.098501682,1.382140517
6.14E-08,1.608433604,1.653181434,2.133013487,1.348270655
6.15E-08,1.453201294,1.488780499,2.282523155,1.20154202
6.15E-08,1.424791932,1.457167506,2.296721458,1.184273958
6.16E-08,1.271356702,1.288354158,2.373404264,1.091011286
6.16E-08,1.24916482,1.263348818,2.370417118,1.086303711
6.17E-08,1.093809366,1.106790781,2.34950614,1.053347707
6.17E-08,1.077515244,1.090018034,2.335986853,1.055689692
6.18E-08,0.91998142,0.958222091,2.205282211,1.078332663
6.18E-08,0.909802318,0.949134052,2.189493179,1.082650423
6.19E-08,0.757093966,0.854814351,1.95262444,1.147426128
6.19E-08,0.752863586,0.851670802,1.942224622,1.150235891
6.20E-08,0.621713579,0.802188039,1.61980629,1.237346172
6.21E-08,0.539254785,0.792121172,1.258651257,1.318404794
6.21E-08,0.536595166,0.792512178,1.247002721,1.321019173
6.22E-08,0.522787869,0.804243922,0.912497818,1.367166162
6.22E-08,0.521867514,0.805457592,0.890200675,1.370242238
6.23E-08,0.578783154,0.823057294,0.639106274,1.363389254
6.23E-08,0.584670544,0.825042248,0.613132894,1.362680435
6.24E-08,0.696868837,0.843571544,0.46611315,1.296874762
6.24E-08,0.712894678,0.846853435,0.445113569,1.287475348
6.25E-08,0.851680458,0.869007766,0.388925374,1.16885078
6.25E-08,0.877390563,0.87451756,0.378516495,1.146875501
6.26E-08,1.010156631,0.903158426,0.384013265,0.990331948
6.26E-08,1.040792346,0.911107302,0.385281652,0.954209507
6.27E-08,1.140665174,0.944233358,0.422914028,0.780246198
6.28E-08,1.168624759,0.953006208,0.433449268,0.731544912
6.28E-08,1.220372438,0.983087301,0.481236964,0.563203871
6.29E-08,1.237624764,0.988801062,0.497169048,0.507080078
6.29E-08,1.23862648,1.005225182,0.54030174,0.365770459
6.30E-08,1.23901844,1.001678228,0.55717814,0.310480595
6.30E-08,1.195854545,0.993007064,0.586878657,0.211743265
6.31E-08,1.176232219,0.972886801,0.60038048,0.166857377
6.31E-08,1.099116087,0.930638969,0.61262852,0.117503457
6.32E-08,1.058718204,0.888538301,0.619044781,0.091648981
6.32E-08,0.956690669,0.811998367,0.613953948,0.089546174
6.33E-08,0.895480752,0.747555614,0.610899806,0.088284627
6.33E-08,0.774861634,0.645509601,0.591857374,0.123888507
6.34E-08,0.692328453,0.564367533,0.578827679,0.148250341
6.34E-08,0.558474898,0.452022225,0.551432431,0.206913635
6.35E-08,0.454362988,0.364070803,0.530124307,0.252542198
6.35E-08,0.314756513,0.257289112,0.499910146,0.317671031
6.36E-08,0.191556603,0.173419431,0.473246753,0.375145912
6.36E-08,0.057488438,0.083959244,0.445431381,0.431847304
6.37E-08,-0.076579727,0.013557534,0.41761601,0.488548696
6.37E-08,-0.190946713,-0.052444663,0.395421743,0.526328027
6.38E-08,-0.320560426,-0.103382692,0.370268673,0.569143891
6.38E-08,-0.400995314,-0.145326331,0.355129421,0.582920611
6.39E-08,-0.504423976,-0.175411522,0.335662305,0.600635707
6.40E-08,-0.535698235,-0.197140709,0.326521903,0.590194941
6.40E-08,-0.581404388,-0.208320931,0.313163579,0.574936211
6.41E-08,-0.569873035,-0.215381309,0.307761669,0.543911159
6.41E-08,-0.550650001,-0.208115965,0.29875654,0.492191613
6.42E-08,-0.514193714,-0.204120889,0.294639647,0.446888268
6.42E-08,-0.444588184,-0.178834081,0.286779284,0.3603912
6.43E-08,-0.391121179,-0.166791379,0.281849176,0.308468997
6.43E-08,-0.273507625,-0.125239834,0.27100417,0.194253564
6.44E-08,-0.214168325,-0.108243152,0.264059901,0.143418223
6.44E-08,-0.062509201,-0.051471237,0.246311784,0.013493468
6.45E-08,-0.009149423,-0.031721007,0.237149894,-0.029899649
6.45E-08,0.150901109,0.03673872,0.209669188,-0.160055578
6.46E-08,0.190761372,0.056710504,0.199045315,-0.191860795
6.46E-08,0.333087832,0.129791826,0.161111355,-0.305425644
6.47E-08,0.35678938,0.147329822,0.150404558,-0.324039847
6.48E-08,0.459504575,0.213694885,0.104004577,-0.404708087
6.48E-08,0.468794733,0.226461843,0.094622515,-0.411019981
6.49E-08,0.518944025,0.273661345,0.043977223,-0.445092201
6.49E-08,0.517981291,0.280653298,0.03691439,-0.442111313
6.50E-08,0.511241078,0.296840817,-0.012533065,-0.42124176
6.50E-08,0.50502634,0.298574924,-0.017014029,-0.413328916
6.51E-08,0.444945991,0.276055992,-0.06033323,-0.336832285
6.51E-08,0.437888324,0.274501413,-0.06252417,-0.328540832
6.52E-08,0.332129925,0.212604806,-0.095355123,-0.204294369
6.52E-08,0.327576518,0.21054174,-0.095966265,-0.199253917
6.53E-08,0.186401144,0.118120342,-0.114914246,-0.042978007
6.54E-08,0.026928509,0.014605916,-0.117540389,0.118634179
6.54E-08,0.021784589,0.011509498,-0.117625095,0.123847112
6.55E-08,-0.135002047,-0.081396438,-0.104608126,0.263062716
6.55E-08,-0.145452991,-0.086182266,-0.103740454,0.272342414
6.56E-08,-0.282105774,-0.155587167,-0.07827878,0.371541739
6.56E-08,-0.296240151,-0.159870416,-0.075645208,0.381802201
6.57E-08,-0.395207405,-0.199850529,-0.042131159,0.430973828
6.57E-08,-0.409344494,-0.20149228,-0.037343808,0.437997788
6.58E-08,-0.455994844,-0.212575853,-0.000448344,0.435537428
6.58E-08,-0.464632422,-0.210117683,0.006383056,0.435081869
6.59E-08,-0.45268178,-0.197334096,0.042027507,0.38676703
6.59E-08,-0.449923158,-0.190281704,0.050255425,0.375614375
6.60E-08,-0.383736551,-0.160904795,0.080113456,0.292534053
6.60E-08,-0.365205914,-0.149497971,0.088472985,0.269273579
6.61E-08,-0.258012176,-0.110381849,0.109071933,0.165716022
6.61E-08,-0.222287342,-0.09505821,0.115937009,0.131203055
6.62E-08,-0.094801962,-0.050998606,0.125470698,0.022582747
6.62E-08,-0.04490909,-0.03212915,0.129201815,-0.01992706
6.63E-08,0.079245687,0.013989645,0.12693572,-0.119218782
6.63E-08,0.135674134,0.035520755,0.125905782,-0.164346948
6.64E-08,0.236136228,0.080740735,0.112919897,-0.242646143
6.64E-08,0.288764149,0.10287863,0.106117129,-0.283663839
6.65E-08,0.352730244,0.143125802,0.085363686,-0.333194882
6.65E-08,0.391112685,0.162289083,0.072910726,-0.362915635
6.66E-08,0.414964378,0.192628935,0.048527587,-0.38020879
6.66E-08,0.431282103,0.204125196,0.031846281,-0.392039597
6.67E-08,0.419261634,0.220045,0.007694202,-0.378069967
6.68E-08,0.40991208,0.219039544,-0.011091392,-0.367204309
6.68E-08,0.371226132,0.217818677,-0.031668086,-0.327147216
6.69E-08,0.33709088,0.200824425,-0.049824301,-0.291802108
6.69E-08,0.282383174,0.182697371,-0.064650401,-0.234146312
6.70E-08,0.227682844,0.149233595,-0.079474501,-0.176498294
6.70E-08,0.166591346,0.117856801,-0.087572254,-0.111502171
6.71E-08,0.097355485,0.071649656,-0.096749552,-0.037841145
6.71E-08,0.037352692,0.033595674,-0.098192014,0.02430347
6.72E-08,-0.039791111,-0.017704645,-0.100046538,0.104200952
6.72E-08,-0.093065433,-0.054750431,-0.095797569,0.155006528
6.73E-08,-0.170936763,-0.101578131,-0.089586824,0.229269281
6.73E-08,-0.213108703,-0.131155476,-0.081233293,0.263190448
6.74E-08,-0.283390224,-0.164767027,-0.067311734,0.319721639
6.74E-08,-0.310999632,-0.183255017,-0.056726269,0.334753752
6.75E-08,-0.363703579,-0.197907552,-0.036519542,0.363448709
6.75E-08,-0.374726146,-0.204884231,-0.025524464,0.361039013
6.76E-08,-0.398978204,-0.198921517,-0.001332917,0.35573715
6.76E-08,-0.393591166,-0.196481869,0.008555433,0.339938968
6.77E-08,-0.379826307,-0.172197759,0.03382197,0.299571753
6.77E-08,-0.36092639,-0.1637519,0.04145404,0.275803924
6.78E-08,-0.304216444,-0.126192525,0.064354368,0.204487562
6.78E-08,-0.277091026,-0.115239687,0.069081917,0.178276762
6.79E-08,-0.18020615,-0.07015343,0.085967474,0.084658667
6.79E-08,-0.15135175,-0.059329771,0.08776626,0.060667526
6.80E-08,-0.026350638,-0.011259124,0.09555883,-0.043265309
6.80E-08,-0.001703043,-0.002015536,0.094963513,-0.061869789
6.81E-08,0.131415263,0.046107132,0.091748282,-0.162350044
6.81E-08,0.14819704,0.053235278,0.089665696,-0.174235374
6.82E-08,0.265678495,0.098922327,0.07508646,-0.257439107
6.82E-08,0.273980707,0.103816994,0.072547331,-0.263003111
6.83E-08,0.354247421,0.143465221,0.047998738,-0.316796422
6.83E-08,0.356176525,0.146199182,0.045906845,-0.317820579
6.84E-08,0.385117054,0.174309388,0.01452396,-0.333185315
6.84E-08,0.384277374,0.175246254,0.013437279,-0.332292348
6.85E-08,0.358245224,0.185052112,-0.020252179,-0.304608405
6.86E-08,0.286112398,0.170717448,-0.05010628,-0.236977533
6.86E-08,0.28378585,0.169423193,-0.051069181,-0.234796196
6.87E-08,0.184504554,0.13059251,-0.072346546,-0.139493659
6.88E-08,0.177879125,0.126568809,-0.073766463,-0.133133754
6.88E-08,0.069077253,0.06828367,-0.084478669,-0.024890093
6.89E-08,0.057822723,0.061018616,-0.085586742,-0.013693307
6.89E-08,-0.046535663,-0.006799018,-0.085413173,0.091627494
6.90E-08,-0.061441705,-0.016408877,-0.085388377,0.106670998
6.91E-08,-0.151733711,-0.081280619,-0.075506948,0.194525063
